caseId,payloadLength,totalEncodedLength,actualRate,recomputedRate,absoluteError,passed
K200_S15,200,285,0.70175438596491224,0.70175438596491224,0,true
K200_M255K207,200,248,0.80645161290322576,0.80645161290322576,0,true
K200_M511K421,200,290,0.68965517241379315,0.68965517241379315,0,true
K200_M511K385,200,326,0.61349693251533743,0.61349693251533743,0,true
K300_S15,300,420,0.7142857142857143,0.7142857142857143,0,true
K300_M255K207,300,396,0.75757575757575757,0.75757575757575757,0,true
K300_M511K421,300,390,0.76923076923076927,0.76923076923076927,0,true
K300_M511K385,300,426,0.70422535211267601,0.70422535211267601,0,true
