schemaVersion,experimentId,stage,codeType,caseName,payloadLength,encodedLength,codeRate,ebN0_dB,snrIndex,processedFrames,totalPayloadBits,bitErrors,frameErrors,successfulFrames,ber,fer,successRate,avgEncodeTimeUs,avgChannelTimeUs,avgDecodeTimeUs,maxDecodeTimeUs,avgRecoveryTimeUs,avgTotalTimeUs,maxTotalTimeUs,stopReason,framePoolId,noisePoolId,configHash
common04.result_summary.v1,test,stage04_common_simulation_foundation,IDENTITY,k200_HARD,200,200,1,2,0,10,2000,50,10,0,0.025,1,0,69.75,63.32,3.3,3.6,0.41,137.18,165.9,MAX_FRAMES,payload_k200_seed2026072001_policy1_frames10,74b47e4c4340fe14,14dd871d494aa385d501409068e41ee87896ce25ef79f696bca67f93b2059552
common04.result_summary.v1,test,stage04_common_simulation_foundation,IDENTITY,k200_HARD,200,200,1,2,0,10,2000,50,10,0,0.025,1,0,124.08,112.58,5.28,6.5,0.67,243.21,347.8,MAX_FRAMES,payload_k200_seed2026072001_policy1_frames10,74b47e4c4340fe14,14dd871d494aa385d501409068e41ee87896ce25ef79f696bca67f93b2059552
