organization,rateCase,decisionMode,windowBits,slideBits,dtb,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R34,Hard,306,300,306,-5.0,-5.0,-3.664610916297825,0.7352941176470588,1.5811388300841895,300,1,1000,146860,1000,0.4895333333333333,1.0,0.4877446767190499,0.4913222579926442,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,433.6417999999997,357.9,476.5,30626.7,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-4.5,-4.5,-3.1646109162978253,0.7352941176470588,1.4091914656322269,300,1,1000,146272,1000,0.4875733333333333,1.0,0.4857848624211985,0.489362122484915,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,320.3456000000003,326.9,376.2,976.7,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,300,1,1000,145705,1000,0.4856833333333333,1.0,0.483895067552919,0.4874719657549558,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,549.0645000000003,353.1,611.2,27330.8,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-3.5,-3.5,-2.1646109162978253,0.7352941176470588,1.1193605692841695,300,1,1000,144277,1000,0.4809233333333333,1.0,0.4791356976091413,0.4827114575994658,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,755.857400000001,372.4,692.5,46374.9,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-3.0,-3.0,-1.664610916297825,0.7352941176470588,0.9976311574844398,300,1,1000,142876,1000,0.4762533333333333,1.0,0.4744664736820931,0.4780408011224006,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,465.8229,364.4,508.1,70016.9,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-2.5,-2.5,-1.164610916297825,0.7352941176470588,0.8891397050194613,300,1,1000,140882,1000,0.4696066666666666,1.0,0.4678211817041358,0.4713929299841535,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,598.3014000000005,367.6,501.8,67192.5,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,300,1,1000,137027,1000,0.4567566666666666,1.0,0.4549747416626207,0.4585396991064271,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,593.3459999999998,368.4,602.3,64308.9,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-1.5,-1.5,-0.1646109162978253,0.7352941176470588,0.7062687723113771,300,1,1000,132266,1000,0.4408866666666666,1.0,0.4391107889382644,0.4426640582519225,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,907.7298999999992,370.7,705.0,59123.5,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-1.0,-1.0,0.3353890837021746,0.7352941176470588,0.6294627058970836,300,1,1000,125865,1000,0.4195499999999999,1.0,0.417785158922134,0.4213169013538986,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,600.4183000000002,344.4,562.8,48061.8,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Hard,306,300,306,-0.5,-0.5,0.8353890837021746,0.7352941176470588,0.5610092271509816,300,1,1000,115835,1000,0.3861166666666666,1.0,0.3843759689495189,0.3878602808673716,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,311.65640000000013,322.7,364.8,860.2,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
