organization,rateCase,decisionMode,windowBits,slideBits,dtb,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R12,Soft Float,306,300,306,-5.0,-5.0,-1.9036983257410125,0.4901960784313725,1.5811388300841895,300,1,1000,117052,1000,0.3901733333333333,1.0,0.3884292518143857,0.3919202274470488,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,436.7818,431.1,617.9,1791.1,5,0.0,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-4.5,-4.5,-1.4036983257410125,0.4901960784313725,1.4091914656322269,300,1,1000,104079,1000,0.34693,1.0,0.3452286811179388,0.3486352389125436,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,443.90790000000015,436.7,605.4,2718.6,5,0.0,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-4.0,-4.0,-0.9036983257410122,0.4901960784313725,1.2559432157547905,300,1,1000,86580,1000,0.2886,1.0,0.2869813061162624,0.2902241077103788,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,446.9946000000002,434.7,659.5,3312.1,5,0.0,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-3.5,-3.5,-0.4036983257410122,0.4901960784313725,1.1193605692841695,300,1,1000,64512,997,0.21504,0.997,0.2135734725531653,0.2165138251007594,0.9912169859464968,0.9989792161188614,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,442.6954000000002,435.2,630.1,2389.3,5,0.0014705882352941,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-3.0,-3.0,0.0963016742589877,0.4901960784313725,0.9976311574844398,300,1,1000,41501,971,0.1383366666666666,0.971,0.1371058475991816,0.1395767477142329,0.9586616416633058,0.9797335518433012,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,453.1860999999998,443.5,609.2,1758.4,5,0.0142156862745098,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-2.5,-2.5,0.5963016742589877,0.4901960784313725,0.8891397050194613,300,1,1000,23415,865,0.0780499999999999,0.8649999999999999,0.0770954903242065,0.0790153155610881,0.8424178447972049,0.8847886215083399,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,465.6588999999996,450.9,652.5,1780.6,5,0.0661764705882352,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-2.0,-2.0,1.0963016742589875,0.4901960784313725,0.7924465962305566,300,1,1000,10725,633,0.0357499999999999,0.633,0.0350915364885397,0.0364203526742711,0.6026706264751108,0.6623114557677315,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,457.5328999999999,446.5,630.6,1348.9,5,0.1799019607843137,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-1.5,-1.5,1.5963016742589875,0.4901960784313725,0.7062687723113771,300,1,1000,4257,391,0.0141899999999999,0.391,0.0137729487902231,0.0146194925111988,0.3612277495046385,0.4216064838452124,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,468.45499999999953,450.9,655.0,2771.7,5,0.2985294117647058,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-1.0,-1.0,2.096301674258988,0.4901960784313725,0.6294627058970836,300,1,1092,1672,200,0.0051037851037851,0.1831501831501831,0.0048655086336242,0.0053536678079972,0.1613332631071269,0.2071885295026307,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,425.826007326007,425.9,559.9,1013.8,5,0.400416576887165,612,59776,42771456,334152,11975849336440344023,2026072001,2026072904,0-1091,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R12,Soft Float,306,300,306,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,300,1,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,416.8630344418051,420.9,542.7,3640.2,5,0.4610870476456616,612,59776,131917824,1030608,14277203041277507835,2026072001,2026072904,0-3367,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
