organization,rateCase,decisionMode,windowBits,slideBits,dtb,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R34,Soft Float,306,300,306,-5.0,-5.0,-3.664610916297825,0.7352941176470588,1.5811388300841895,300,1,1000,145541,1000,0.4851366666666666,1.0,0.4833484649908786,0.4869252489834668,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,517.7783999999992,446.1,947.5,3384.8,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-4.5,-4.5,-3.1646109162978253,0.7352941176470588,1.4091914656322269,300,1,1000,144445,1000,0.4814833333333333,1.0,0.4796956150534731,0.4832715258138713,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,517.8328000000002,446.9,904.2,4769.9,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,300,1,1000,142893,1000,0.47631,1.0,0.4745231299935184,0.4780974766931094,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,501.0416000000001,436.8,896.0,3089.6,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-3.5,-3.5,-2.1646109162978253,0.7352941176470588,1.1193605692841695,300,1,1000,140386,1000,0.4679533333333333,1.0,0.4661682396686782,0.4697392476938151,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,513.3811000000003,442.8,889.0,5316.1,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-3.0,-3.0,-1.664610916297825,0.7352941176470588,0.9976311574844398,300,1,1000,136747,1000,0.4558233333333333,1.0,0.4540417133647647,0.4576060846397209,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,491.6008000000004,440.6,819.2999999999998,2671.2,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-2.5,-2.5,-1.164610916297825,0.7352941176470588,0.8891397050194613,300,1,1000,132028,1000,0.4400933333333333,1.0,0.4383178060562522,0.4418703947840567,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,497.29999999999967,442.3,847.5,3442.8,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,300,1,1000,124620,1000,0.4153999999999999,1.0,0.4136376971629833,0.4171644693920491,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,467.3280999999992,433.5,689.1,3030.0,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-1.5,-1.5,-0.1646109162978253,0.7352941176470588,0.7062687723113771,300,1,1000,111493,1000,0.3716433333333333,1.0,0.3699157532532475,0.3733742005503235,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,521.6397999999997,448.7,945.4,4981.0,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-1.0,-1.0,0.3353890837021746,0.7352941176470588,0.6294627058970836,300,1,1000,95578,1000,0.3185933333333333,1.0,0.3169283835041605,0.3202629288779503,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,498.8270999999998,444.6,809.2,3731.0,5,0.0,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
A_BLOCK_300,R34,Soft Float,306,300,306,-0.5,-0.5,0.8353890837021746,0.7352941176470588,0.5610092271509816,300,1,1000,73091,987,0.2436366666666666,0.987,0.2421038396173353,0.2451760590265176,0.9778855576244204,0.9923871796106488,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,515.1404,454.3,908.1,2125.7,5,0.0095588235294117,408,59776,39168000,306000,2846044591137097339,2026072001,2026072904,0-999,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,coarse,TARGET_FRAME_ERRORS_REACHED
