caseName,channel,snrDb,FER
BCH-S300,AWGN,3.53871964321762,0.51500000000000001
BCH-S300,AWGN,3.7387196432176202,0.42280000000000001
BCH-S300,AWGN,3.9387196432176204,0.35680000000000001
BCH-S300,AWGN,4.1387196432176196,0.2994
BCH-S300,AWGN,4.3387196432176198,0.22320000000000001
BCH-S300,AWGN,4.53871964321762,0.17760000000000001
BCH-S300,AWGN,4.7387196432176202,0.13739999999999999
BCH-S300,AWGN,4.9387196432176204,0.1022
BCH-S300,AWGN,5.1387196432176196,0.074800000000000005
BCH-S300,AWGN,5.3387196432176198,0.057599999999999998
BCH-S300,AWGN,5.53871964321762,0.0402
BCH-S300,AWGN,5.7387196432176202,0.024962556165751371
BCH-S300,AWGN,5.9387196432176204,0.016627868307283005
BCH-S300,AWGN,6.1387196432176196,0.012337301832089321
BCH-S300,AWGN,6.3387196432176198,0.0084012433840208352
BCH-S300,AWGN,6.53871964321762,0.0055680837439795097
BCH-S300,AWGN,6.7387196432176193,0.00314
BCH-S300,AWGN,6.9387196432176204,0.0020400000000000001
BCH-S300,AWGN,7.1387196432176196,0.00116
BCH-S300,AWGN,7.3387196432176207,0.00072000000000000005
BCH-S300,AWGN,7.53871964321762,0.00046000000000000001
BCH-S300,MULTIPATH,6.53871964321762,0.65000000000000002
BCH-S300,MULTIPATH,6.7387196432176193,0.60419999999999996
BCH-S300,MULTIPATH,6.9387196432176204,0.55179999999999996
BCH-S300,MULTIPATH,7.1387196432176196,0.51200000000000001
BCH-S300,MULTIPATH,7.3387196432176207,0.4652
BCH-S300,MULTIPATH,7.53871964321762,0.43319999999999997
BCH-S300,MULTIPATH,7.7387196432176193,0.38979999999999998
BCH-S300,MULTIPATH,7.9387196432176204,0.34799999999999998
BCH-S300,MULTIPATH,8.1387196432176196,0.31780000000000003
BCH-S300,MULTIPATH,8.3387196432176207,0.29160000000000003
BCH-S300,MULTIPATH,8.53871964321762,0.2492
BCH-S300,MULTIPATH,8.7387196432176193,0.218
BCH-S300,MULTIPATH,8.9387196432176204,0.18579999999999999
BCH-S300,MULTIPATH,9.1387196432176196,0.1706
BCH-S300,MULTIPATH,9.3387196432176207,0.14779999999999999
BCH-S300,MULTIPATH,9.53871964321762,0.12820000000000001
BCH-S300,MULTIPATH,9.7387196432176193,0.11119999999999999
BCH-S300,MULTIPATH,9.9387196432176204,0.097799999999999998
BCH-S300,MULTIPATH,10.13871964321762,0.078200000000000006
BCH-S300,MULTIPATH,10.338719643217621,0.066600000000000006
