caseName,snrDb,trueSuccessRate
BCH-S300,6.53871964321762,0.34999999999999998
BCH-S300,6.7387196432176193,0.39579999999999999
BCH-S300,6.9387196432176204,0.44819999999999999
BCH-S300,7.1387196432176196,0.48799999999999999
BCH-S300,7.3387196432176207,0.53480000000000005
BCH-S300,7.53871964321762,0.56679999999999997
BCH-S300,7.7387196432176193,0.61019999999999996
BCH-S300,7.9387196432176204,0.65200000000000002
BCH-S300,8.1387196432176196,0.68220000000000003
BCH-S300,8.3387196432176207,0.70840000000000003
BCH-S300,8.53871964321762,0.75080000000000002
BCH-S300,8.7387196432176193,0.78200000000000003
BCH-S300,8.9387196432176204,0.81420000000000003
BCH-S300,9.1387196432176196,0.82940000000000003
BCH-S300,9.3387196432176207,0.85219999999999996
BCH-S300,9.53871964321762,0.87180000000000002
BCH-S300,9.7387196432176193,0.88880000000000003
BCH-S300,9.9387196432176204,0.9022
BCH-S300,10.13871964321762,0.92179999999999995
BCH-S300,10.338719643217621,0.93340000000000001
BCH-S300,10.53871964321762,0.93879999999999997
BCH-S300,10.738719643217619,0.9516
BCH-S300,10.93871964321762,0.95860000000000001
BCH-S300,11.13871964321762,0.9641255605381166
BCH-S300,11.338719643217621,0.96888612321095213
BCH-S300,11.53871964321762,0.97441146366427844
BCH-S300,11.738719643217619,0.98034204835856109
BCH-S300,11.93871964321762,0.98406501473986141
BCH-S300,12.13871964321762,0.98631074606433944
BCH-S300,12.338719643217621,0.9881621781592187
BCH-S300,12.53871964321762,0.99122460620420338
BCH-S300,12.738719643217619,0.99258490286222745
BCH-S300,12.93871964321762,0.99415033635565953
BCH-S300,13.13871964321762,0.99522900763358779
BCH-S300,13.338719643217621,0.99579752474207306
BCH-S300,13.53871964321762,0.99660000000000004
BCH-S300,13.738719643217619,0.99726000000000004
BCH-S300,13.93871964321762,0.99807999999999997
BCH-S300,14.13871964321762,0.99839999999999995
BCH-S300,14.338719643217621,0.99882000000000004
BCH-S300,14.53871964321762,0.99894000000000005
BCH-S300,14.738719643217619,0.99914000000000003
BCH-S300,14.938719643217619,0.99958000000000002
BCH-B300,4.8605664769316324,0.35299999999999998
BCH-B300,5.0605664769316325,0.43340000000000001
BCH-B300,5.2605664769316327,0.52980000000000005
BCH-B300,5.460566476931632,0.62180000000000002
BCH-B300,5.6605664769316322,0.69579999999999997
BCH-B300,5.8605664769316324,0.77139999999999997
BCH-B300,6.0605664769316325,0.82120000000000004
BCH-B300,6.2605664769316327,0.875
BCH-B300,6.460566476931632,0.90780000000000005
BCH-B300,6.6605664769316322,0.93899999999999995
BCH-B300,6.8605664769316324,0.95799999999999996
BCH-B300,7.0605664769316316,0.97267386254952859
BCH-B300,7.2605664769316327,0.98320033599328016
BCH-B300,7.460566476931632,0.98971775230065295
BCH-B300,7.6605664769316331,0.99307095343680707
BCH-B300,7.8605664769316324,0.99604000000000004
BCH-B300,8.0605664769316316,0.99746000000000001
BCH-B300,8.2605664769316327,0.99851999999999996
BCH-B300,8.460566476931632,0.99922
BCH-B300,8.6605664769316331,0.99951999999999996
BCH-B300,8.8605664769316324,0.99985999999999997
BCH-B300-426,4.4771165561694346,0.43980000000000002
BCH-B300-426,4.6771165561694348,0.53359999999999996
BCH-B300-426,4.877116556169435,0.63660000000000005
BCH-B300-426,5.0771165561694342,0.71960000000000002
BCH-B300-426,5.2771165561694344,0.79159999999999997
BCH-B300-426,5.4771165561694346,0.86360000000000003
BCH-B300-426,5.6771165561694348,0.89500000000000002
BCH-B300-426,5.877116556169435,0.93420000000000003
BCH-B300-426,6.0771165561694342,0.95879999999999999
BCH-B300-426,6.2771165561694344,0.97402260033770616
BCH-B300-426,6.4771165561694346,0.98383838383838385
BCH-B300-426,6.6771165561694339,0.9915171565508758
BCH-B300-426,6.877116556169435,0.99480816157001195
BCH-B300-426,7.0771165561694342,0.99729999999999996
BCH-B300-426,7.2771165561694353,0.99858000000000002
BCH-B300-426,7.4771165561694346,0.99927999999999995
