caseName,snrDb,trueSuccessRate
BCH-S200,6.4618513565547095,0.4758
BCH-S200,6.6618513565547088,0.52000000000000002
BCH-S200,6.8618513565547099,0.56740000000000002
BCH-S200,7.0618513565547092,0.60599999999999998
BCH-S200,7.2618513565547103,0.64780000000000004
BCH-S200,7.4618513565547095,0.69040000000000001
BCH-S200,7.6618513565547088,0.71279999999999999
BCH-S200,7.8618513565547099,0.75039999999999996
BCH-S200,8.0618513565547083,0.77059999999999995
BCH-S200,8.2618513565547111,0.79079999999999995
BCH-S200,8.4618513565547104,0.80720000000000003
BCH-S200,8.6618513565547097,0.84560000000000002
BCH-S200,8.861851356554709,0.85899999999999999
BCH-S200,9.0618513565547083,0.87439999999999996
BCH-S200,9.2618513565547111,0.89280000000000004
BCH-S200,9.4618513565547104,0.90859999999999996
BCH-S200,9.6618513565547097,0.92320000000000002
BCH-S200,9.861851356554709,0.93799999999999994
BCH-S200,10.061851356554708,0.94320000000000004
BCH-S200,10.261851356554711,0.94999999999999996
BCH-S200,10.46185135655471,0.9546
BCH-S200,10.66185135655471,0.96698580389567512
BCH-S200,10.861851356554709,0.96981587684877757
BCH-S200,11.061851356554708,0.97473152242577388
BCH-S200,11.261851356554711,0.9792724634677169
BCH-S200,11.46185135655471,0.98013310817522603
BCH-S200,11.66185135655471,0.98472699503627337
BCH-S200,11.861851356554709,0.98760151261546092
BCH-S200,12.061851356554708,0.99062485351333618
BCH-S200,12.261851356554711,0.99180025419212003
BCH-S200,12.46185135655471,0.99327889236146116
BCH-S200,12.66185135655471,0.99454669393319695
BCH-S200,12.861851356554709,0.99591611704408556
BCH-S200,13.061851356554708,0.99673999999999996
BCH-S200,13.261851356554711,0.99719999999999998
BCH-S200,13.46185135655471,0.99795999999999996
BCH-S200,13.66185135655471,0.99824000000000002
BCH-S200,13.861851356554709,0.99863999999999997
BCH-S200,14.061851356554708,0.99909999999999999
BCH-S200,14.261851356554711,0.99936000000000003
BCH-S200,14.46185135655471,0.99926000000000004
BCH-B200,5.0657831483776494,0.44019999999999998
BCH-B200,5.2657831483776496,0.5212
BCH-B200,5.4657831483776498,0.5958
BCH-B200,5.6657831483776491,0.66779999999999995
BCH-B200,5.8657831483776492,0.72299999999999998
BCH-B200,6.0657831483776494,0.77859999999999996
BCH-B200,6.2657831483776496,0.81759999999999999
BCH-B200,6.4657831483776498,0.86580000000000001
BCH-B200,6.6657831483776491,0.89359999999999995
BCH-B200,6.8657831483776492,0.92500000000000004
BCH-B200,7.0657831483776494,0.94279999999999997
BCH-B200,7.2657831483776487,0.95299999999999996
BCH-B200,7.4657831483776498,0.96985227615315039
BCH-B200,7.6657831483776491,0.97833622183708835
BCH-B200,7.8657831483776501,0.9850556676380483
BCH-B200,8.0657831483776494,0.98756605533105379
BCH-B200,8.2657831483776487,0.99239254469379989
BCH-B200,8.4657831483776498,0.99364433710435995
BCH-B200,8.6657831483776491,0.99531988580521369
BCH-B200,8.8657831483776501,0.99663999999999997
BCH-B200,9.0657831483776494,0.99812000000000001
BCH-B200,9.2657831483776487,0.99851999999999996
BCH-B200,9.4657831483776498,0.99865999999999999
BCH-B200,9.6657831483776491,0.99946000000000002
