caseName,snrDb,avgDecodeTimeUs
BCH-S300,6.53871964321762,26.310979999999912
BCH-S300,6.7387196432176193,19.916039999999985
BCH-S300,6.9387196432176204,21.116459999999947
BCH-S300,7.1387196432176196,20.627979999999955
BCH-S300,7.3387196432176207,23.663819999999998
BCH-S300,7.53871964321762,19.033399999999919
BCH-S300,7.7387196432176193,20.501619999999999
BCH-S300,7.9387196432176204,19.443900000000021
BCH-S300,8.1387196432176196,25.669579999999961
BCH-S300,8.3387196432176207,20.863199999999924
BCH-S300,8.53871964321762,20.695680000000014
BCH-S300,8.7387196432176193,18.027119999999989
BCH-S300,8.9387196432176204,20.37270000000013
BCH-S300,9.1387196432176196,23.668620000000011
BCH-S300,9.3387196432176207,19.680640000000004
BCH-S300,9.53871964321762,21.385539999999978
BCH-S300,9.7387196432176193,19.476779999999994
BCH-S300,9.9387196432176204,18.436759999999989
BCH-S300,10.13871964321762,27.265919999999927
BCH-S300,10.338719643217621,19.865660000000005
BCH-S300,10.53871964321762,19.627259999999943
BCH-S300,10.738719643217619,18.744260000000008
BCH-S300,10.93871964321762,19.115380000000041
BCH-S300,11.13871964321762,20.735982062780383
BCH-S300,11.338719643217621,20.94660858742996
BCH-S300,11.53871964321762,19.477853121801473
BCH-S300,11.738719643217619,21.442815018675031
BCH-S300,11.93871964321762,18.531551270815161
BCH-S300,12.13871964321762,19.11496919917867
BCH-S300,12.338719643217621,18.259852027227041
BCH-S300,12.53871964321762,19.113772980562587
BCH-S300,12.738719643217619,20.774269612931896
BCH-S300,12.93871964321762,21.972073705761929
BCH-S300,13.13871964321762,23.756600667939189
BCH-S300,13.338719643217621,24.347717005316394
BCH-S300,13.53871964321762,25.106094000000098
BCH-S300,13.738719643217619,23.952597999999814
BCH-S300,13.93871964321762,22.042100000000101
BCH-S300,14.13871964321762,22.874001999999894
BCH-S300,14.338719643217621,25.018096000000128
BCH-S300,14.53871964321762,23.981407999999789
BCH-S300,14.738719643217619,22.854993999999959
BCH-S300,14.938719643217619,20.682707999999987
BCH-B300,4.8605664769316324,104.05491999999995
BCH-B300,5.0605664769316325,93.927800000000133
BCH-B300,5.2605664769316327,99.740500000000168
BCH-B300,5.460566476931632,94.12740000000025
BCH-B300,5.6605664769316322,90.53294000000011
BCH-B300,5.8605664769316324,87.428480000000022
BCH-B300,6.0605664769316325,94.147300000000087
BCH-B300,6.2605664769316327,81.520859999999956
BCH-B300,6.460566476931632,81.373820000000393
BCH-B300,6.6605664769316322,74.907460000000214
BCH-B300,6.8605664769316324,73.474440000000129
BCH-B300,7.0605664769316316,68.576280912693065
BCH-B300,7.2605664769316327,67.005535489289954
BCH-B300,7.460566476931632,69.25037787260257
BCH-B300,7.6605664769316331,67.510587583148279
BCH-B300,7.8605664769316324,72.340980000000471
BCH-B300,8.0605664769316316,68.716716000000019
BCH-B300,8.2605664769316327,66.354804000000215
BCH-B300,8.460566476931632,62.360569999999555
BCH-B300,8.6605664769316331,61.733926000000118
BCH-B300,8.8605664769316324,64.423048000000321
BCH-B300-426,4.4771165561694346,144.58456000000069
BCH-B300-426,4.6771165561694348,129.65768000000023
BCH-B300-426,4.877116556169435,127.26435999999966
BCH-B300-426,5.0771165561694342,126.73433999999985
BCH-B300-426,5.2771165561694344,124.33420000000042
BCH-B300-426,5.4771165561694346,116.48278000000008
BCH-B300-426,5.6771165561694348,121.38781999999973
BCH-B300-426,5.877116556169435,110.51026000000054
BCH-B300-426,6.0771165561694342,108.82287999999996
BCH-B300-426,6.2771165561694344,108.02514612287275
BCH-B300-426,6.4771165561694346,101.79486060606084
BCH-B300-426,6.6771165561694339,101.08593544556142
BCH-B300-426,6.877116556169435,99.38760188982944
BCH-B300-426,7.0771165561694342,101.40482400000147
BCH-B300-426,7.2771165561694353,105.1889500000003
BCH-B300-426,7.4771165561694346,96.7706699999991
