caseName,snrDb,FER
BCH-S200,6.4618513565547095,0.5242
BCH-S200,6.6618513565547088,0.47999999999999998
BCH-S200,6.8618513565547099,0.43259999999999998
BCH-S200,7.0618513565547092,0.39400000000000002
BCH-S200,7.2618513565547103,0.35220000000000001
BCH-S200,7.4618513565547095,0.30959999999999999
BCH-S200,7.6618513565547088,0.28720000000000001
BCH-S200,7.8618513565547099,0.24959999999999999
BCH-S200,8.0618513565547083,0.22939999999999999
BCH-S200,8.2618513565547111,0.2092
BCH-S200,8.4618513565547104,0.1928
BCH-S200,8.6618513565547097,0.15440000000000001
BCH-S200,8.861851356554709,0.14099999999999999
BCH-S200,9.0618513565547083,0.12559999999999999
BCH-S200,9.2618513565547111,0.1072
BCH-S200,9.4618513565547104,0.091399999999999995
BCH-S200,9.6618513565547097,0.076799999999999993
BCH-S200,9.861851356554709,0.062
BCH-S200,10.061851356554708,0.056800000000000003
BCH-S200,10.261851356554711,0.050000000000000003
BCH-S200,10.46185135655471,0.045400000000000003
BCH-S200,10.66185135655471,0.033014196104324857
BCH-S200,10.861851356554709,0.030184123151222458
BCH-S200,11.061851356554708,0.025268477574226154
BCH-S200,11.261851356554711,0.020727536532283139
BCH-S200,11.46185135655471,0.019866891824774014
BCH-S200,11.66185135655471,0.015273004963726614
BCH-S200,11.861851356554709,0.012398487384539086
BCH-S200,12.061851356554708,0.0093751464866638542
BCH-S200,12.261851356554711,0.0081997458078799552
BCH-S200,12.46185135655471,0.0067211076385388308
BCH-S200,12.66185135655471,0.0054533060668029995
BCH-S200,12.861851356554709,0.0040838829559144835
BCH-S200,13.061851356554708,0.0032599999999999999
BCH-S200,13.261851356554711,0.0028
BCH-S200,13.46185135655471,0.0020400000000000001
BCH-S200,13.66185135655471,0.0017600000000000001
BCH-S200,13.861851356554709,0.0013600000000000001
BCH-S200,14.061851356554708,0.00089999999999999998
BCH-S200,14.261851356554711,0.00064000000000000005
BCH-S200,14.46185135655471,0.00073999999999999999
BCH-B200,5.0657831483776494,0.55979999999999996
BCH-B200,5.2657831483776496,0.4788
BCH-B200,5.4657831483776498,0.4042
BCH-B200,5.6657831483776491,0.3322
BCH-B200,5.8657831483776492,0.27700000000000002
BCH-B200,6.0657831483776494,0.22140000000000001
BCH-B200,6.2657831483776496,0.18240000000000001
BCH-B200,6.4657831483776498,0.13420000000000001
BCH-B200,6.6657831483776491,0.10639999999999999
BCH-B200,6.8657831483776492,0.074999999999999997
BCH-B200,7.0657831483776494,0.057200000000000001
BCH-B200,7.2657831483776487,0.047
BCH-B200,7.4657831483776498,0.030147723846849564
BCH-B200,7.6657831483776491,0.021663778162911613
BCH-B200,7.8657831483776501,0.01494433236195173
BCH-B200,8.0657831483776494,0.012433944668946224
BCH-B200,8.2657831483776487,0.0076074553062000757
BCH-B200,8.4657831483776498,0.006355662895640015
BCH-B200,8.6657831483776491,0.0046801141947863528
BCH-B200,8.8657831483776501,0.0033600000000000001
BCH-B200,9.0657831483776494,0.0018799999999999999
BCH-B200,9.2657831483776487,0.00148
BCH-B200,9.4657831483776498,0.00134
BCH-B200,9.6657831483776491,0.00054000000000000001
