caseName,snrDb,BER
BCH-S200,6.4618513565547095,0.0088439999999999994
BCH-S200,6.6618513565547088,0.0079170000000000004
BCH-S200,6.8618513565547099,0.0067159999999999997
BCH-S200,7.0618513565547092,0.0061040000000000001
BCH-S200,7.2618513565547103,0.0053600000000000002
BCH-S200,7.4618513565547095,0.0045570000000000003
BCH-S200,7.6618513565547088,0.0041479999999999998
BCH-S200,7.8618513565547099,0.003388
BCH-S200,8.0618513565547083,0.0031679999999999998
BCH-S200,8.2618513565547111,0.002872
BCH-S200,8.4618513565547104,0.0025799999999999998
BCH-S200,8.6618513565547097,0.0020609999999999999
BCH-S200,8.861851356554709,0.0018289999999999999
BCH-S200,9.0618513565547083,0.0016249999999999999
BCH-S200,9.2618513565547111,0.0013500000000000001
BCH-S200,9.4618513565547104,0.0011789999999999999
BCH-S200,9.6618513565547097,0.0009810000000000001
BCH-S200,9.861851356554709,0.00079000000000000001
BCH-S200,10.061851356554708,0.00073800000000000005
BCH-S200,10.261851356554711,0.00063199999999999997
BCH-S200,10.46185135655471,0.00056099999999999998
BCH-S200,10.66185135655471,0.00040689996698580388
BCH-S200,10.861851356554709,0.00035466344702686389
BCH-S200,11.061851356554708,0.00031143398610233733
BCH-S200,11.261851356554711,0.00025909420665353925
BCH-S200,11.46185135655471,0.00023989271878414623
BCH-S200,11.66185135655471,0.00018403970981290568
BCH-S200,11.861851356554709,0.00015157150827599034
BCH-S200,12.061851356554708,0.00011437678713729902
BCH-S200,12.261851356554711,0.00010126686072731745
BCH-S200,12.46185135655471,8.0821319353429447e-05
BCH-S200,12.66185135655471,6.5985003408316285e-05
BCH-S200,12.861851356554709,5.1456925244522495e-05
BCH-S200,13.061851356554708,3.8899999999999997e-05
BCH-S200,13.261851356554711,3.3300000000000003e-05
BCH-S200,13.46185135655471,2.3600000000000001e-05
BCH-S200,13.66185135655471,2.1100000000000001e-05
BCH-S200,13.861851356554709,1.6099999999999998e-05
BCH-S200,14.061851356554708,1.0000000000000001e-05
BCH-S200,14.261851356554711,7.9000000000000006e-06
BCH-S200,14.46185135655471,7.9999999999999996e-06
BCH-B200,5.0657831483776494,0.020951000000000001
BCH-B200,5.2657831483776496,0.017600000000000001
BCH-B200,5.4657831483776498,0.014651000000000001
BCH-B200,5.6657831483776491,0.011714
BCH-B200,5.8657831483776492,0.0095930000000000008
BCH-B200,6.0657831483776494,0.0076569999999999997
BCH-B200,6.2657831483776496,0.0061619999999999999
BCH-B200,6.4657831483776498,0.00447
BCH-B200,6.6657831483776491,0.003506
BCH-B200,6.8657831483776492,0.0024550000000000002
BCH-B200,7.0657831483776494,0.0018979999999999999
BCH-B200,7.2657831483776487,0.001485
BCH-B200,7.4657831483776498,0.00096246608381067231
BCH-B200,7.6657831483776491,0.00072086221837088383
BCH-B200,7.8657831483776501,0.00048606441007248001
BCH-B200,8.0657831483776494,0.00039788622940627915
BCH-B200,8.2657831483776487,0.00023925446937999239
BCH-B200,8.4657831483776498,0.00020115673064700649
BCH-B200,8.6657831483776491,0.00013935040014976366
BCH-B200,8.8657831483776501,0.0001077
BCH-B200,9.0657831483776494,6.1600000000000007e-05
BCH-B200,9.2657831483776487,4.7700000000000001e-05
BCH-B200,9.4657831483776498,4.1900000000000002e-05
BCH-B200,9.6657831483776491,1.6699999999999999e-05
