caseName,series,snrDb,hardBER
BCH-S200,均衡前,6.4618513565547095,0.13172140350877193
BCH-S200,均衡前,6.6618513565547088,0.13076070175438598
BCH-S200,均衡前,6.8618513565547099,0.12982526315789475
BCH-S200,均衡前,7.0618513565547092,0.1294357894736842
BCH-S200,均衡前,7.2618513565547103,0.12812771929824562
BCH-S200,均衡前,7.4618513565547095,0.12741263157894736
BCH-S200,均衡前,7.6618513565547088,0.12697964912280701
BCH-S200,均衡前,7.8618513565547099,0.1260421052631579
BCH-S200,均衡前,8.0618513565547083,0.12557543859649123
BCH-S200,均衡前,8.2618513565547111,0.12488701754385965
BCH-S200,均衡前,8.4618513565547104,0.12431087719298245
BCH-S200,均衡前,8.6618513565547097,0.12378947368421053
BCH-S200,均衡前,8.861851356554709,0.12299929824561404
BCH-S200,均衡前,9.0618513565547083,0.12254456140350878
BCH-S200,均衡前,9.2618513565547111,0.12228912280701755
BCH-S200,均衡前,9.4618513565547104,0.12219578947368422
BCH-S200,均衡前,9.6618513565547097,0.12200140350877194
BCH-S200,均衡前,9.861851356554709,0.12181964912280702
BCH-S200,均衡前,10.061851356554708,0.12138526315789473
BCH-S200,均衡前,10.261851356554711,0.12105052631578947
BCH-S200,均衡前,10.46185135655471,0.12055649122807018
BCH-S200,均衡前,10.66185135655471,0.12078909720653565
BCH-S200,均衡前,10.861851356554709,0.12071584031010214
BCH-S200,均衡前,11.061851356554708,0.12035863505890437
BCH-S200,均衡前,11.261851356554711,0.1201018922059008
BCH-S200,均衡前,11.46185135655471,0.12010093775214832
BCH-S200,均衡前,11.66185135655471,0.12004983822672374
BCH-S200,均衡前,11.861851356554709,0.1200036542910186
BCH-S200,均衡前,12.061851356554708,0.12000121712428072
BCH-S200,均衡前,12.261851356554711,0.11995134817487324
BCH-S200,均衡前,12.46185135655471,0.12010784429905627
BCH-S200,均衡前,12.66185135655471,0.12001683827838171
BCH-S200,均衡前,12.861851356554709,0.11998419465648992
BCH-S200,均衡前,13.061851356554708,0.11989094736842106
BCH-S200,均衡前,13.261851356554711,0.11995978947368421
BCH-S200,均衡前,13.46185135655471,0.11983494736842105
BCH-S200,均衡前,13.66185135655471,0.11982687719298246
BCH-S200,均衡前,13.861851356554709,0.1197277894736842
BCH-S200,均衡前,14.061851356554708,0.11975277192982456
BCH-S200,均衡前,14.261851356554711,0.11964301754385966
BCH-S200,均衡前,14.46185135655471,0.11980435087719299
BCH-S200,均衡后,6.4618513565547095,0.015606315789473683
BCH-S200,均衡后,6.6618513565547088,0.014383157894736842
BCH-S200,均衡后,6.8618513565547099,0.012903859649122808
BCH-S200,均衡后,7.0618513565547092,0.01168280701754386
BCH-S200,均衡后,7.2618513565547103,0.010612631578947368
BCH-S200,均衡后,7.4618513565547095,0.0094491228070175438
BCH-S200,均衡后,7.6618513565547088,0.0086329824561403503
BCH-S200,均衡后,7.8618513565547099,0.0075424561403508771
BCH-S200,均衡后,8.0618513565547083,0.0068603508771929826
BCH-S200,均衡后,8.2618513565547111,0.0061971929824561406
BCH-S200,均衡后,8.4618513565547104,0.0055094736842105259
BCH-S200,均衡后,8.6618513565547097,0.0048098245614035086
BCH-S200,均衡后,8.861851356554709,0.0043108771929824558
BCH-S200,均衡后,9.0618513565547083,0.0037901754385964914
BCH-S200,均衡后,9.2618513565547111,0.0033473684210526314
BCH-S200,均衡后,9.4618513565547104,0.0028849122807017543
BCH-S200,均衡后,9.6618513565547097,0.0024280701754385964
BCH-S200,均衡后,9.861851356554709,0.0021178947368421051
BCH-S200,均衡后,10.061851356554708,0.0019003508771929824
BCH-S200,均衡后,10.261851356554711,0.0016926315789473683
BCH-S200,均衡后,10.46185135655471,0.0014519298245614036
BCH-S200,均衡后,10.66185135655471,0.0012018325774820016
BCH-S200,均衡后,10.861851356554709,0.00099342833388935668
BCH-S200,均衡后,11.061851356554708,0.0008728707428710754
BCH-S200,均衡后,11.261851356554711,0.0007531004940062873
BCH-S200,均衡后,11.46185135655471,0.00065316763648467547
BCH-S200,均衡后,11.66185135655471,0.00053294748899740765
BCH-S200,均衡后,11.861851356554709,0.00044156016474762008
BCH-S200,均衡后,12.061851356554708,0.0003718808106376662
BCH-S200,均衡后,12.261851356554711,0.00031331660297478144
BCH-S200,均衡后,12.46185135655471,0.00025728871697003032
BCH-S200,均衡后,12.66185135655471,0.00021669716212822444
BCH-S200,均衡后,12.861851356554709,0.00017009014276036814
BCH-S200,均衡后,13.061851356554708,0.00014189473684210526
BCH-S200,均衡后,13.261851356554711,0.00011382456140350878
BCH-S200,均衡后,13.46185135655471,8.9894736842105266e-05
BCH-S200,均衡后,13.66185135655471,7.7964912280701761e-05
BCH-S200,均衡后,13.861851356554709,5.3684210526315791e-05
BCH-S200,均衡后,14.061851356554708,4.4421052631578946e-05
BCH-S200,均衡后,14.261851356554711,3.410526315789474e-05
BCH-S200,均衡后,14.46185135655471,2.8280701754385965e-05
BCH-B200,均衡前,5.0657831483776494,0.14459516129032257
BCH-B200,均衡前,5.2657831483776496,0.14308145161290323
BCH-B200,均衡前,5.4657831483776498,0.14152500000000001
BCH-B200,均衡前,5.6657831483776491,0.14054112903225807
BCH-B200,均衡前,5.8657831483776492,0.13957741935483872
BCH-B200,均衡前,6.0657831483776494,0.13814193548387096
BCH-B200,均衡前,6.2657831483776496,0.13673629032258064
BCH-B200,均衡前,6.4657831483776498,0.13569354838709677
BCH-B200,均衡前,6.6657831483776491,0.13523629032258064
BCH-B200,均衡前,6.8657831483776492,0.13370000000000001
BCH-B200,均衡前,7.0657831483776494,0.13263225806451612
BCH-B200,均衡前,7.2657831483776487,0.13241774193548386
BCH-B200,均衡前,7.4657831483776498,0.13129880770614721
BCH-B200,均衡前,7.6657831483776491,0.13057580225862359
BCH-B200,均衡前,7.8657831483776501,0.13012114550717929
BCH-B200,均衡前,8.0657831483776494,0.12952309805769752
BCH-B200,均衡前,8.2657831483776487,0.12890342212787886
BCH-B200,均衡前,8.4657831483776498,0.12835658446675988
BCH-B200,均衡前,8.6657831483776491,0.1278379797305764
BCH-B200,均衡前,8.8657831483776501,0.12734483870967742
BCH-B200,均衡前,9.0657831483776494,0.12694217741935485
BCH-B200,均衡前,9.2657831483776487,0.12645774193548387
BCH-B200,均衡前,9.4657831483776498,0.12624467741935483
BCH-B200,均衡前,9.6657831483776491,0.12590282258064517
BCH-B200,均衡后,5.0657831483776494,0.028793548387096773
BCH-B200,均衡后,5.2657831483776496,0.026593548387096773
BCH-B200,均衡后,5.4657831483776498,0.024658870967741935
BCH-B200,均衡后,5.6657831483776491,0.022622580645161289
BCH-B200,均衡后,5.8657831483776492,0.020834677419354838
BCH-B200,均衡后,6.0657831483776494,0.019058870967741934
BCH-B200,均衡后,6.2657831483776496,0.017533064516129033
BCH-B200,均衡后,6.4657831483776498,0.015975
BCH-B200,均衡后,6.6657831483776491,0.014546774193548388
BCH-B200,均衡后,6.8657831483776492,0.013094354838709677
BCH-B200,均衡后,7.0657831483776494,0.011933870967741936
BCH-B200,均衡后,7.2657831483776487,0.011018548387096774
BCH-B200,均衡后,7.4657831483776498,0.009788285178017447
BCH-B200,均衡后,7.6657831483776491,0.0087646579918376471
BCH-B200,均衡后,7.8657831483776501,0.0078994053601945651
BCH-B200,均衡后,8.0657831483776494,0.0071560359782205417
BCH-B200,均衡后,8.2657831483776487,0.0063289120111903211
BCH-B200,均衡后,8.4657831483776498,0.0056629468953611865
BCH-B200,均衡后,8.6657831483776491,0.0050242346881005833
BCH-B200,均衡后,8.8657831483776501,0.0044732258064516129
BCH-B200,均衡后,9.0657831483776494,0.003908064516129032
BCH-B200,均衡后,9.2657831483776487,0.0034452419354838709
BCH-B200,均衡后,9.4657831483776498,0.0030170967741935482
BCH-B200,均衡后,9.6657831483776491,0.0026101612903225808
