caseName,snrDb,avgEqualizationTimeUs
BCH-S300,6.53871964321762,13.573339999999895
BCH-S300,6.7387196432176193,12.247679999999811
BCH-S300,6.9387196432176204,12.324579999999724
BCH-S300,7.1387196432176196,12.432159999999776
BCH-S300,7.3387196432176207,12.868519999999776
BCH-S300,7.53871964321762,11.861939999999755
BCH-S300,7.7387196432176193,12.35181999999978
BCH-S300,7.9387196432176204,12.199859999999745
BCH-S300,8.1387196432176196,13.592539999999891
BCH-S300,8.3387196432176207,12.349839999999862
BCH-S300,8.53871964321762,12.278879999999724
BCH-S300,8.7387196432176193,11.759539999999731
BCH-S300,8.9387196432176204,12.213219999999811
BCH-S300,9.1387196432176196,13.080359999999946
BCH-S300,9.3387196432176207,12.29819999999965
BCH-S300,9.53871964321762,12.307339999999861
BCH-S300,9.7387196432176193,12.068659999999518
BCH-S300,9.9387196432176204,11.874499999999729
BCH-S300,10.13871964321762,13.937319999999943
BCH-S300,10.338719643217621,12.262139999999814
BCH-S300,10.53871964321762,12.175659999999711
BCH-S300,10.738719643217619,12.111639999999818
BCH-S300,10.93871964321762,12.04717999999969
BCH-S300,11.13871964321762,12.565883408071629
BCH-S300,11.338719643217621,12.396126322339594
BCH-S300,11.53871964321762,12.196148925281332
BCH-S300,11.738719643217619,12.719992136819174
BCH-S300,11.93871964321762,12.010509122779293
BCH-S300,12.13871964321762,12.162737850787641
BCH-S300,12.338719643217621,11.950488310151822
BCH-S300,12.53871964321762,12.095629853891177
BCH-S300,12.738719643217619,12.471095951357812
BCH-S300,12.93871964321762,12.884340450424771
BCH-S300,13.13871964321762,13.228556774809244
BCH-S300,13.338719643217621,13.368246096950836
BCH-S300,13.53871964321762,13.477040000000184
BCH-S300,13.738719643217619,13.217125999999642
BCH-S300,13.93871964321762,12.761581999999898
BCH-S300,14.13871964321762,13.029288000000431
BCH-S300,14.338719643217621,13.484964000000138
BCH-S300,14.53871964321762,13.29541599999971
BCH-S300,14.738719643217619,13.014597999999939
BCH-S300,14.938719643217619,12.591817999999833
BCH-B300,4.8605664769316324,12.370380000000022
BCH-B300,5.0605664769316325,11.718780000000139
BCH-B300,5.2605664769316327,12.162740000000037
BCH-B300,5.460566476931632,11.919140000000045
BCH-B300,5.6605664769316322,12.206880000000119
BCH-B300,5.8605664769316324,11.981140000000186
BCH-B300,6.0605664769316325,12.610540000000082
BCH-B300,6.2605664769316327,11.445120000000093
BCH-B300,6.460566476931632,11.836860000000145
BCH-B300,6.6605664769316322,11.435400000000032
BCH-B300,6.8605664769316324,11.356680000000003
BCH-B300,7.0605664769316316,11.32262604180908
BCH-B300,7.2605664769316327,11.307954640906647
BCH-B300,7.460566476931632,11.918646856202471
BCH-B300,7.6605664769316331,11.739111003325736
BCH-B300,7.8605664769316324,12.630076000000148
BCH-B300,8.0605664769316316,12.306470000000648
BCH-B300,8.2605664769316327,12.240164000000821
BCH-B300,8.460566476931632,11.791398000000649
BCH-B300,8.6605664769316331,11.934640000000556
BCH-B300,8.8605664769316324,12.351362000000256
BCH-B300-426,4.4771165561694346,13.205060000000307
BCH-B300-426,4.6771165561694348,12.947360000000575
BCH-B300-426,4.877116556169435,12.542260000000363
BCH-B300-426,5.0771165561694342,12.640520000000224
BCH-B300-426,5.2771165561694344,12.837160000000246
BCH-B300-426,5.4771165561694346,12.489340000000386
BCH-B300-426,5.6771165561694348,13.421580000000182
BCH-B300-426,5.877116556169435,12.40346000000031
BCH-B300-426,6.0771165561694342,12.731160000000331
BCH-B300-426,6.2771165561694344,12.912625016235674
BCH-B300-426,6.4771165561694346,12.729397979797755
BCH-B300-426,6.6771165561694339,12.892891377189034
BCH-B300-426,6.877116556169435,12.86985878199542
BCH-B300-426,7.0771165561694342,13.391912000001216
BCH-B300-426,7.2771165561694353,13.891782000000248
BCH-B300-426,7.4771165561694346,13.488164000002008
