caseName,snrDb,avgTotalReceiverTimeUs
BCH-S200,6.4618513565547095,30.536640000000094
BCH-S200,6.6618513565547088,32.618019999999866
BCH-S200,6.8618513565547099,42.239359999999941
BCH-S200,7.0618513565547092,41.379000000000005
BCH-S200,7.2618513565547103,31.858459999999894
BCH-S200,7.4618513565547095,36.970659999999995
BCH-S200,7.6618513565547088,33.791620000000044
BCH-S200,7.8618513565547099,41.065320000000028
BCH-S200,8.0618513565547083,31.980420000000077
BCH-S200,8.2618513565547111,31.331359999999997
BCH-S200,8.4618513565547104,30.145660000000039
BCH-S200,8.6618513565547097,32.340119999999899
BCH-S200,8.861851356554709,37.735679999999945
BCH-S200,9.0618513565547083,29.201999999999995
BCH-S200,9.2618513565547111,31.174519999999962
BCH-S200,9.4618513565547104,28.443600000000018
BCH-S200,9.6618513565547097,36.849739999999912
BCH-S200,9.861851356554709,30.12748000000007
BCH-S200,10.061851356554708,27.28840000000001
BCH-S200,10.261851356554711,32.031160000000021
BCH-S200,10.46185135655471,28.559379999999976
BCH-S200,10.66185135655471,29.266573126444481
BCH-S200,10.861851356554709,33.546257168729142
BCH-S200,11.061851356554708,28.105281111813049
BCH-S200,11.261851356554711,26.707327184164154
BCH-S200,11.46185135655471,28.547998410648582
BCH-S200,11.66185135655471,27.574738449790065
BCH-S200,11.861851356554709,27.282983076064642
BCH-S200,12.061851356554708,27.596517133080166
BCH-S200,12.261851356554711,28.424090853183532
BCH-S200,12.46185135655471,27.94657727593502
BCH-S200,12.66185135655471,32.072668029993416
BCH-S200,12.861851356554709,32.865044003838726
BCH-S200,13.061851356554708,33.402821999999667
BCH-S200,13.261851356554711,34.193267999999556
BCH-S200,13.46185135655471,31.893877999999802
BCH-S200,13.66185135655471,31.879167999999815
BCH-S200,13.861851356554709,29.720082000000424
BCH-S200,14.061851356554708,30.247442000000277
BCH-S200,14.261851356554711,33.683993999999892
BCH-S200,14.46185135655471,32.729923999999563
BCH-B200,5.0657831483776494,46.870019999999954
BCH-B200,5.2657831483776496,46.31189999999998
BCH-B200,5.4657831483776498,45.724199999999968
BCH-B200,5.6657831483776491,49.280580000000121
BCH-B200,5.8657831483776492,47.930719999999887
BCH-B200,6.0657831483776494,42.148880000000013
BCH-B200,6.2657831483776496,42.652359999999902
BCH-B200,6.4657831483776498,41.367480000000114
BCH-B200,6.6657831483776491,45.758720000000075
BCH-B200,6.8657831483776492,49.61387999999986
BCH-B200,7.0657831483776494,45.023300000000084
BCH-B200,7.2657831483776487,39.758519999999919
BCH-B200,7.4657831483776498,38.732423876997316
BCH-B200,7.6657831483776491,39.461871750433268
BCH-B200,7.8657831483776501,40.634827766569636
BCH-B200,8.0657831483776494,39.347248989741793
BCH-B200,8.2657831483776487,37.182225180676909
BCH-B200,8.4657831483776498,37.320296809457282
BCH-B200,8.6657831483776491,36.971395142041715
BCH-B200,8.8657831483776501,37.582005999999858
BCH-B200,9.0657831483776494,41.268527999999939
BCH-B200,9.2657831483776487,43.477998000000028
BCH-B200,9.4657831483776498,38.780922000000047
BCH-B200,9.6657831483776491,41.167303999999717
