caseName,series,snrDb,hardBER
BCH-S300,均衡前,6.53871964321762,0.13394666666666666
BCH-S300,均衡前,6.7387196432176193,0.13286238095238095
BCH-S300,均衡前,6.9387196432176204,0.13190952380952381
BCH-S300,均衡前,7.1387196432176196,0.13065714285714286
BCH-S300,均衡前,7.3387196432176207,0.13022190476190476
BCH-S300,均衡前,7.53871964321762,0.12937809523809524
BCH-S300,均衡前,7.7387196432176193,0.12876809523809524
BCH-S300,均衡前,7.9387196432176204,0.12827
BCH-S300,均衡前,8.1387196432176196,0.12783190476190476
BCH-S300,均衡前,8.3387196432176207,0.12714619047619047
BCH-S300,均衡前,8.53871964321762,0.12661380952380952
BCH-S300,均衡前,8.7387196432176193,0.12608761904761906
BCH-S300,均衡前,8.9387196432176204,0.12573904761904761
BCH-S300,均衡前,9.1387196432176196,0.12537000000000001
BCH-S300,均衡前,9.3387196432176207,0.12480952380952381
BCH-S300,均衡前,9.53871964321762,0.12449904761904762
BCH-S300,均衡前,9.7387196432176193,0.12409095238095239
BCH-S300,均衡前,9.9387196432176204,0.12374238095238095
BCH-S300,均衡前,10.13871964321762,0.12361619047619048
BCH-S300,均衡前,10.338719643217621,0.12366380952380952
BCH-S300,均衡前,10.53871964321762,0.12352666666666667
BCH-S300,均衡前,10.738719643217619,0.12322619047619048
BCH-S300,均衡前,10.93871964321762,0.12266619047619047
BCH-S300,均衡前,11.13871964321762,0.12290924620969464
BCH-S300,均衡前,11.338719643217621,0.12272164933179246
BCH-S300,均衡前,11.53871964321762,0.12240154506019399
BCH-S300,均衡前,11.738719643217619,0.1221956995890552
BCH-S300,均衡前,11.93871964321762,0.12244423703669979
BCH-S300,均衡前,12.13871964321762,0.12223525960692286
BCH-S300,均衡前,12.338719643217621,0.12214687354669598
BCH-S300,均衡前,12.53871964321762,0.12216236150025804
BCH-S300,均衡前,12.738719643217619,0.12224935206175011
BCH-S300,均衡前,12.93871964321762,0.12203575258708338
BCH-S300,均衡前,13.13871964321762,0.12218511450381679
BCH-S300,均衡前,13.338719643217621,0.12214584390205831
BCH-S300,均衡前,13.53871964321762,0.12223557142857143
BCH-S300,均衡前,13.738719643217619,0.12211071428571428
BCH-S300,均衡前,13.93871964321762,0.12221952380952381
BCH-S300,均衡前,14.13871964321762,0.12211728571428572
BCH-S300,均衡前,14.338719643217621,0.12211442857142857
BCH-S300,均衡前,14.53871964321762,0.12206980952380952
BCH-S300,均衡前,14.738719643217619,0.12214633333333333
BCH-S300,均衡前,14.938719643217619,0.12216809523809524
BCH-S300,均衡后,6.53871964321762,0.015373809523809524
BCH-S300,均衡后,6.7387196432176193,0.01400952380952381
BCH-S300,均衡后,6.9387196432176204,0.012694761904761905
BCH-S300,均衡后,7.1387196432176196,0.011401904761904762
BCH-S300,均衡后,7.3387196432176207,0.010231904761904762
BCH-S300,均衡后,7.53871964321762,0.009395714285714285
BCH-S300,均衡后,7.7387196432176193,0.0083171428571428563
BCH-S300,均衡后,7.9387196432176204,0.0075561904761904759
BCH-S300,均衡后,8.1387196432176196,0.0067914285714285715
BCH-S300,均衡后,8.3387196432176207,0.0060342857142857143
BCH-S300,均衡后,8.53871964321762,0.0053857142857142853
BCH-S300,均衡后,8.7387196432176193,0.0047299999999999998
BCH-S300,均衡后,8.9387196432176204,0.0041404761904761901
BCH-S300,均衡后,9.1387196432176196,0.0036728571428571431
BCH-S300,均衡后,9.3387196432176207,0.0032376190476190478
BCH-S300,均衡后,9.53871964321762,0.0028233333333333335
BCH-S300,均衡后,9.7387196432176193,0.0024552380952380954
BCH-S300,均衡后,9.9387196432176204,0.0021504761904761905
BCH-S300,均衡后,10.13871964321762,0.0018461904761904761
BCH-S300,均衡后,10.338719643217621,0.0015695238095238095
BCH-S300,均衡后,10.53871964321762,0.0013885714285714285
BCH-S300,均衡后,10.738719643217619,0.0011157142857142856
BCH-S300,均衡后,10.93871964321762,0.0010085714285714286
BCH-S300,均衡后,11.13871964321762,0.0008571428571428571
BCH-S300,均衡后,11.338719643217621,0.00074006578362521109
BCH-S300,均衡后,11.53871964321762,0.00061930350441097629
BCH-S300,均衡后,11.738719643217619,0.00050829846387149321
BCH-S300,均衡后,11.93871964321762,0.00041772425646220565
BCH-S300,均衡后,12.13871964321762,0.00036341709853003487
BCH-S300,均衡后,12.338719643217621,0.00029411350216322103
BCH-S300,均衡后,12.53871964321762,0.00024654677807238028
BCH-S300,均衡后,12.738719643217619,0.00019464629986652826
BCH-S300,均衡后,12.93871964321762,0.00016225852727753869
BCH-S300,均衡后,13.13871964321762,0.00013801799345692476
BCH-S300,均衡后,13.338719643217621,0.00010791356108748052
BCH-S300,均衡后,13.53871964321762,9.0857142857142851e-05
BCH-S300,均衡后,13.738719643217619,7.0190476190476188e-05
BCH-S300,均衡后,13.93871964321762,5.5761904761904764e-05
BCH-S300,均衡后,14.13871964321762,4.5428571428571425e-05
BCH-S300,均衡后,14.338719643217621,3.5190476190476191e-05
BCH-S300,均衡后,14.53871964321762,2.738095238095238e-05
BCH-S300,均衡后,14.738719643217619,2.2285714285714287e-05
BCH-S300,均衡后,14.938719643217619,1.5523809523809525e-05
BCH-B300,均衡前,4.8605664769316324,0.1466671794871795
BCH-B300,均衡前,5.0605664769316325,0.14523179487179488
BCH-B300,均衡前,5.2605664769316327,0.14376256410256411
BCH-B300,均衡前,5.460566476931632,0.1420625641025641
BCH-B300,均衡前,5.6605664769316322,0.14108358974358975
BCH-B300,均衡前,5.8605664769316324,0.14008461538461539
BCH-B300,均衡前,6.0605664769316325,0.1391102564102564
BCH-B300,均衡前,6.2605664769316327,0.13796051282051283
BCH-B300,均衡前,6.460566476931632,0.13657589743589743
BCH-B300,均衡前,6.6605664769316322,0.13579282051282052
BCH-B300,均衡前,6.8605664769316324,0.13437435897435898
BCH-B300,均衡前,7.0605664769316316,0.1337898199627944
BCH-B300,均衡前,7.2605664769316327,0.13310201488277926
BCH-B300,均衡前,7.460566476931632,0.13188366823141384
BCH-B300,均衡前,7.6605664769316331,0.13127069830575927
BCH-B300,均衡前,7.8605664769316324,0.13068461538461537
BCH-B300,均衡前,8.0605664769316316,0.12996707692307694
BCH-B300,均衡前,8.2605664769316327,0.12936676923076923
BCH-B300,均衡前,8.460566476931632,0.12874779487179489
BCH-B300,均衡前,8.6605664769316331,0.12827676923076922
BCH-B300,均衡前,8.8605664769316324,0.12777697435897437
BCH-B300,均衡后,4.8605664769316324,0.031419999999999997
BCH-B300,均衡后,5.0605664769316325,0.029192820512820513
BCH-B300,均衡后,5.2605664769316327,0.026990256410256409
BCH-B300,均衡后,5.460566476931632,0.024800512820512821
BCH-B300,均衡后,5.6605664769316322,0.022958461538461539
BCH-B300,均衡后,5.8605664769316324,0.020984102564102564
BCH-B300,均衡后,6.0605664769316325,0.019526153846153846
BCH-B300,均衡后,6.2605664769316327,0.017644615384615384
BCH-B300,均衡后,6.460566476931632,0.016318974358974361
BCH-B300,均衡后,6.6605664769316322,0.014817435897435897
BCH-B300,均衡后,6.8605664769316324,0.013623589743589744
BCH-B300,均衡后,7.0605664769316316,0.012217586121124856
BCH-B300,均衡后,7.2605664769316327,0.01103479468872161
BCH-B300,均衡后,7.460566476931632,0.0099032545950442207
BCH-B300,均衡后,7.6605664769316331,0.0089577470293933717
BCH-B300,均衡后,7.8605664769316324,0.0080403589743589746
BCH-B300,均衡后,8.0605664769316316,0.007264358974358974
BCH-B300,均衡后,8.2605664769316327,0.006416923076923077
BCH-B300,均衡后,8.460566476931632,0.0057296410256410255
BCH-B300,均衡后,8.6605664769316331,0.005080717948717949
BCH-B300,均衡后,8.8605664769316324,0.0045098461538461542
BCH-B300-426,均衡前,4.4771165561694346,0.14941830985915494
BCH-B300-426,均衡前,4.6771165561694348,0.14782863849765257
BCH-B300-426,均衡前,4.877116556169435,0.14664553990610329
BCH-B300-426,均衡前,5.0771165561694342,0.14469718309859156
BCH-B300-426,均衡前,5.2771165561694344,0.14351549295774649
BCH-B300-426,均衡前,5.4771165561694346,0.14252629107981221
BCH-B300-426,均衡前,5.6771165561694348,0.14115915492957745
BCH-B300-426,均衡前,5.877116556169435,0.14018215962441313
BCH-B300-426,均衡前,6.0771165561694342,0.13875023474178405
BCH-B300-426,均衡前,6.2771165561694344,0.13752258539765239
BCH-B300-426,均衡前,6.4771165561694346,0.13623218096457534
BCH-B300-426,均衡前,6.6771165561694339,0.13517859073685443
BCH-B300-426,均衡前,6.877116556169435,0.13453838828272754
BCH-B300-426,均衡前,7.0771165561694342,0.1335650234741784
BCH-B300-426,均衡前,7.2771165561694353,0.13281112676056339
BCH-B300-426,均衡前,7.4771165561694346,0.13204586854460093
BCH-B300-426,均衡后,4.4771165561694346,0.036179812206572771
BCH-B300-426,均衡后,4.6771165561694348,0.033760093896713618
BCH-B300-426,均衡后,4.877116556169435,0.031279342723004692
BCH-B300-426,均衡后,5.0771165561694342,0.028982159624413147
BCH-B300-426,均衡后,5.2771165561694344,0.026894835680751173
BCH-B300-426,均衡后,5.4771165561694346,0.024664788732394367
BCH-B300-426,均衡后,5.6771165561694348,0.023138967136150233
BCH-B300-426,均衡后,5.877116556169435,0.020970892018779344
BCH-B300-426,均衡后,6.0771165561694342,0.019306103286384976
BCH-B300-426,均衡后,6.2771165561694344,0.017686279603411698
BCH-B300-426,均衡后,6.4771165561694346,0.016058424621804904
