caseName,snrDb,preEqHardBER,postEqHardBER,mmseHardBerReductionRatio,valid
BCH-S200,6.4618513565547095,0.13172140350877193,0.015606315789473683,0.11847972595003808,true
BCH-S200,6.6618513565547088,0.13076070175438598,0.014383157894736842,0.10999602863674905,true
BCH-S200,6.8618513565547099,0.12982526315789475,0.012903859649122808,0.099394057329419833,true
BCH-S200,7.0618513565547092,0.1294357894736842,0.01168280701754386,0.090259479739327519,true
BCH-S200,7.2618513565547103,0.12812771929824562,0.010612631578947368,0.082828537314740769,true
BCH-S200,7.4618513565547095,0.12741263157894736,0.0094491228070175438,0.074161585785650158,true
BCH-S200,7.6618513565547088,0.12697964912280701,0.0086329824561403503,0.067987134283156295,true
BCH-S200,7.8618513565547099,0.1260421052631579,0.0075424561403508771,0.059840766104337174,true
BCH-S200,8.0618513565547083,0.12557543859649123,0.0068603508771929826,0.054631311296767161,true
BCH-S200,8.2618513565547111,0.12488701754385965,0.0061971929824561406,0.049622395540671146,true
BCH-S200,8.4618513565547104,0.12431087719298245,0.0055094736842105259,0.044320125548285849,true
BCH-S200,8.6618513565547097,0.12378947368421053,0.0048098245614035086,0.038854875283446708,true
BCH-S200,8.861851356554709,0.12299929824561404,0.0043108771929824558,0.035047982016728089,true
BCH-S200,9.0618513565547083,0.12254456140350878,0.0037901754385964914,0.030928956741836839,true
BCH-S200,9.2618513565547111,0.12228912280701755,0.0033473684210526314,0.027372576924401187,true
BCH-S200,9.4618513565547104,0.12219578947368422,0.0028849122807017543,0.023608933606693885,true
BCH-S200,9.6618513565547097,0.12200140350877194,0.0024280701754385964,0.019901985596944526,true
BCH-S200,9.861851356554709,0.12181964912280702,0.0021178947368421051,0.017385493654698058,true
BCH-S200,10.061851356554708,0.12138526315789473,0.0019003508771929824,0.015655532045278482,true
BCH-S200,10.261851356554711,0.12105052631578947,0.0016926315789473683,0.013982851875684795,true
BCH-S200,10.46185135655471,0.12055649122807018,0.0014519298245614036,0.012043564056742707,true
BCH-S200,10.66185135655471,0.12078909720653565,0.0012018325774820016,0.0099498432000613788,true
BCH-S200,10.861851356554709,0.12071584031010214,0.00099342833388935668,0.008229477849281238,true
BCH-S200,11.061851356554708,0.12035863505890437,0.0008728707428710754,0.0072522486022202418,true
BCH-S200,11.261851356554711,0.1201018922059008,0.0007531004940062873,0.0062705131465804354,true
BCH-S200,11.46185135655471,0.12010093775214832,0.00065316763648467547,0.0054384890635293297,true
BCH-S200,11.66185135655471,0.12004983822672374,0.00053294748899740765,0.0044393853158793397,true
BCH-S200,11.861851356554709,0.1200036542910186,0.00044156016474762008,0.0036795559881601676,true
BCH-S200,12.061851356554708,0.12000121712428072,0.0003718808106376662,0.0030989753233296234,true
BCH-S200,12.261851356554711,0.11995134817487324,0.00031331660297478144,0.0026120306919602703,true
BCH-S200,12.46185135655471,0.12010784429905627,0.00025728871697003032,0.002142147488130814,true
BCH-S200,12.66185135655471,0.12001683827838171,0.00021669716212822444,0.0018055563305674708,true
BCH-S200,12.861851356554709,0.11998419465648992,0.00017009014276036814,0.0014176045707297497,true
BCH-S200,13.061851356554708,0.11989094736842106,0.00014189473684210526,0.0011835317007385657,true
BCH-S200,13.261851356554711,0.11995978947368421,0.00011382456140350878,0.00094885596167604703,true
BCH-S200,13.46185135655471,0.11983494736842105,8.9894736842105266e-05,0.0007501545986058017,true
BCH-S200,13.66185135655471,0.11982687719298246,7.7964912280701761e-05,0.00065064628326363244,true
BCH-S200,13.861851356554709,0.1197277894736842,5.3684210526315791e-05,0.00044838554827002312,true
BCH-S200,14.061851356554708,0.11975277192982456,4.4421052631578946e-05,0.00037093966106780226,true
BCH-S200,14.261851356554711,0.11964301754385966,3.410526315789474e-05,0.00028505853377855644,true
BCH-S200,14.46185135655471,0.11980435087719299,2.8280701754385965e-05,0.00023605738478876671,true
BCH-B200,5.0657831483776494,0.14459516129032257,0.028793548387096773,0.19913217102254349,true
BCH-B200,5.2657831483776496,0.14308145161290323,0.026593548387096773,0.1858630038157828,true
BCH-B200,5.4657831483776498,0.14152500000000001,0.024658870967741935,0.17423685545127668,true
BCH-B200,5.6657831483776491,0.14054112903225807,0.022622580645161289,0.16096768825564781,true
BCH-B200,5.8657831483776492,0.13957741935483872,0.020834677419354838,0.1492696849938755,true
BCH-B200,6.0657831483776494,0.13814193548387096,0.019058870967741934,0.1379658602652718,true
BCH-B200,6.2657831483776496,0.13673629032258064,0.017533064516129033,0.12822539265008581,true
BCH-B200,6.4657831483776498,0.13569354838709677,0.015975,0.11772851539284442,true
BCH-B200,6.6657831483776491,0.13523629032258064,0.014546774193548388,0.10756561096766115,true
BCH-B200,6.8657831483776492,0.13370000000000001,0.013094354838709677,0.097938330880401464,true
BCH-B200,7.0657831483776494,0.13263225806451612,0.011933870967741936,0.089977137853876843,true
BCH-B200,7.2657831483776487,0.13241774193548386,0.011018548387096774,0.083210514135373156,true
BCH-B200,7.4657831483776498,0.13129880770614721,0.009788285178017447,0.074549688218982765,true
BCH-B200,7.6657831483776491,0.13057580225862359,0.0087646579918376471,0.067123141043223464,true
BCH-B200,7.8657831483776501,0.13012114550717929,0.0078994053601945651,0.060708083451038508,true
BCH-B200,8.0657831483776494,0.12952309805769752,0.0071560359782205417,0.055249110664669289,true
BCH-B200,8.2657831483776487,0.12890342212787886,0.0063289120111903211,0.049098091475893578,true
BCH-B200,8.4657831483776498,0.12835658446675988,0.0056629468953611865,0.04411886557193101,true
BCH-B200,8.6657831483776491,0.1278379797305764,0.0050242346881005833,0.039301580787566862,true
BCH-B200,8.8657831483776501,0.12734483870967742,0.0044732258064516129,0.035126871664188423,true
BCH-B200,9.0657831483776494,0.12694217741935485,0.003908064516129032,0.030786178365435617,true
BCH-B200,9.2657831483776487,0.12645774193548387,0.0034452419354838709,0.027244215203854914,true
BCH-B200,9.4657831483776498,0.12624467741935483,0.0030170967741935482,0.023898803782209918,true
BCH-B200,9.6657831483776491,0.12590282258064517,0.0026101612903225808,0.020731554994731598,true
BCH-S300,6.53871964321762,0.13394666666666666,0.015373809523809524,0.11477560365177328,true
BCH-S300,6.7387196432176193,0.13286238095238095,0.01400952380952381,0.10544387138858324,true
BCH-S300,6.9387196432176204,0.13190952380952381,0.012694761904761905,0.096238402945742027,true
BCH-S300,7.1387196432176196,0.13065714285714286,0.011401904761904762,0.087265835702310668,true
BCH-S300,7.3387196432176207,0.13022190476190476,0.010231904761904762,0.078572839036662692,true
BCH-S300,7.53871964321762,0.12937809523809524,0.009395714285714285,0.072622141085191425,true
BCH-S300,7.7387196432176193,0.12876809523809524,0.0083171428571428563,0.06459008997348499,true
BCH-S300,7.9387196432176204,0.12827,0.0075561904761904759,0.058908478024405367,true
BCH-S300,8.1387196432176196,0.12783190476190476,0.0067914285714285715,0.05312780548860669,true
BCH-S300,8.3387196432176207,0.12714619047619047,0.0060342857142857143,0.047459429902586829,true
BCH-S300,8.53871964321762,0.12661380952380952,0.0053857142857142853,0.04253654720578888,true
BCH-S300,8.7387196432176193,0.12608761904761906,0.0047299999999999998,0.037513595987672968,true
BCH-S300,8.9387196432176204,0.12573904761904761,0.0041404761904761901,0.032929120021813883,true
BCH-S300,9.1387196432176196,0.12537000000000001,0.0036728571428571431,0.029296140566779476,true
BCH-S300,9.3387196432176207,0.12480952380952381,0.0032376190476190478,0.025940480732544829,true
BCH-S300,9.53871964321762,0.12449904761904762,0.0028233333333333335,0.022677549646583643,true
BCH-S300,9.7387196432176193,0.12409095238095239,0.0024552380952380954,0.019785794597664542,true
BCH-S300,9.9387196432176204,0.12374238095238095,0.0021504761904761905,0.017378655347707796,true
BCH-S300,10.13871964321762,0.12361619047619048,0.0018461904761904761,0.014934859819564395,true
BCH-S300,10.338719643217621,0.12366380952380952,0.0015695238095238095,0.012691860420340862,true
BCH-S300,10.53871964321762,0.12352666666666667,0.0013885714285714285,0.011241066128000122,true
BCH-S300,10.738719643217619,0.12322619047619048,0.0011157142857142856,0.0090541976620616364,true
BCH-S300,10.93871964321762,0.12266619047619047,0.0010085714285714286,0.0082220816074596564,true
BCH-S300,11.13871964321762,0.12290924620969464,0.0008571428571428571,0.0069737866236726526,true
BCH-S300,11.338719643217621,0.12272164933179246,0.00074006578362521109,0.0060304419607689263,true
BCH-S300,11.53871964321762,0.12240154506019399,0.00061930350441097629,0.0050596052860804857,true
BCH-S300,11.738719643217619,0.1221956995890552,0.00050829846387149321,0.0041597082841777879,true
BCH-S300,11.93871964321762,0.12244423703669979,0.00041772425646220565,0.0034115468932768359,true
BCH-S300,12.13871964321762,0.12223525960692286,0.00036341709853003487,0.0029730954856944775,true
BCH-S300,12.338719643217621,0.12214687354669598,0.00029411350216322103,0.0024078676238142378,true
BCH-S300,12.53871964321762,0.12216236150025804,0.00024654677807238028,0.0020181893591821203,true
BCH-S300,12.738719643217619,0.12224935206175011,0.00019464629986652826,0.0015922072107851278,true
BCH-S300,12.93871964321762,0.12203575258708338,0.00016225852727753869,0.001329598284418763,true
BCH-S300,13.13871964321762,0.12218511450381679,0.00013801799345692476,0.0011295810788196576,true
BCH-S300,13.338719643217621,0.12214584390205831,0.00010791356108748052,0.00088348123554666473,true
BCH-S300,13.53871964321762,0.12223557142857143,9.0857142857142851e-05,0.00074329544006946767,true
BCH-S300,13.738719643217619,0.12211071428571428,7.0190476190476188e-05,0.00057481013522076962,true
BCH-S300,13.93871964321762,0.12221952380952381,5.5761904761904764e-05,0.00045624383914969553,true
BCH-S300,14.13871964321762,0.12211728571428572,4.5428571428571425e-05,0.00037200770687664429,true
BCH-S300,14.338719643217621,0.12211442857142857,3.5190476190476191e-05,0.00028817623439061647,true
BCH-S300,14.53871964321762,0.12206980952380952,2.738095238095238e-05,0.00022430568612963854,true
BCH-S300,14.738719643217619,0.12214633333333333,2.2285714285714287e-05,0.00018245094778979,true
BCH-S300,14.938719643217619,0.12216809523809524,1.5523809523809525e-05,0.00012706926054265592,true
BCH-B300,4.8605664769316324,0.1466671794871795,0.031419999999999997,0.21422652368348358,true
BCH-B300,5.0605664769316325,0.14523179487179488,0.029192820512820513,0.20100846745432588,true
BCH-B300,5.2605664769316327,0.14376256410256411,0.026990256410256409,0.18774189636045188,true
BCH-B300,5.460566476931632,0.1420625641025641,0.024800512820512821,0.17457458252413166,true
BCH-B300,5.6605664769316322,0.14108358974358975,0.022958461538461539,0.16272949660684882,true
BCH-B300,5.8605664769316324,0.14008461538461539,0.020984102564102564,0.1497959108963447,true
BCH-B300,6.0605664769316325,0.1391102564102564,0.019526153846153846,0.14036458813337513,true
BCH-B300,6.2605664769316327,0.13796051282051283,0.017644615384615384,0.12789612784037052,true
BCH-B300,6.460566476931632,0.13657589743589743,0.016318974358974361,0.11948648821168283,true
BCH-B300,6.6605664769316322,0.13579282051282052,0.014817435897435897,0.10911796250698651,true
BCH-B300,6.8605664769316324,0.13437435897435898,0.013623589743589744,0.1013853375567683,true
BCH-B300,7.0605664769316316,0.1337898199627944,0.012217586121124856,0.091319250780982006,true
BCH-B300,7.2605664769316327,0.13310201488277926,0.01103479468872161,0.082904790723414445,true
BCH-B300,7.460566476931632,0.13188366823141384,0.0099032545950442207,0.075090833670679855,true
BCH-B300,7.6605664769316331,0.13127069830575927,0.0089577470293933717,0.068238739833079459,true
BCH-B300,7.8605664769316324,0.13068461538461537,0.0080403589743589746,0.061524908273981209,true
BCH-B300,8.0605664769316316,0.12996707692307694,0.007264358974358974,0.0558938397811201,true
BCH-B300,8.2605664769316327,0.12936676923076923,0.006416923076923077,0.049602561114255948,true
BCH-B300,8.460566476931632,0.12874779487179489,0.0057296410256410255,0.044502828427830675,true
BCH-B300,8.6605664769316331,0.12827676923076922,0.005080717948717949,0.039607467347246364,true
BCH-B300,8.8605664769316324,0.12777697435897437,0.0045098461538461542,0.035294670080199833,true
BCH-B300-426,4.4771165561694346,0.14941830985915494,0.036179812206572771,0.242137742293275,true
BCH-B300-426,4.6771165561694348,0.14782863849765257,0.033760093896713618,0.22837316395395002,true
BCH-B300-426,4.877116556169435,0.14664553990610329,0.031279342723004692,0.21329897072241516,true
BCH-B300-426,5.0771165561694342,0.14469718309859156,0.028982159624413147,0.20029525802631365,true
BCH-B300-426,5.2771165561694344,0.14351549295774649,0.026894835680751173,0.18740022506608042,true
BCH-B300-426,5.4771165561694346,0.14252629107981221,0.024664788732394367,0.17305430840533498,true
