caseName,snrDb,multipathFer,awgnFer,ferAmplification,valid,reason
BCH-B200,5.0657831483776494,0.55979999999999996,0.00044000000000000002,1272.2727272727273,true,EXACT
BCH-B200,5.2657831483776496,0.4788,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,5.4657831483776498,0.4042,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,5.6657831483776491,0.3322,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,5.8657831483776492,0.27700000000000002,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,6.0657831483776494,0.22140000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,6.2657831483776496,0.18240000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,6.4657831483776498,0.13420000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,6.6657831483776491,0.10639999999999999,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,6.8657831483776492,0.074999999999999997,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,7.0657831483776494,0.057200000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,7.2657831483776487,0.047,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,7.4657831483776498,0.030147723846849564,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,7.6657831483776491,0.021663778162911613,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,7.8657831483776501,0.01494433236195173,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,8.0657831483776494,0.012433944668946224,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,8.2657831483776487,0.0076074553062000757,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,8.4657831483776498,0.006355662895640015,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,8.6657831483776491,0.0046801141947863528,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,8.8657831483776501,0.0033600000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,9.0657831483776494,0.0018799999999999999,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,9.2657831483776487,0.00148,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,9.4657831483776498,0.00134,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,9.6657831483776491,0.00054000000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B300,4.8605664769316324,0.64700000000000002,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B300,5.0605664769316325,0.56659999999999999,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B300,5.2605664769316327,0.47020000000000001,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B300,5.460566476931632,0.37819999999999998,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B300,5.6605664769316322,0.30420000000000003,,,false,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
