caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,9,-0.500000,segmentCount,0,0,0,0
BCH-B200,9,-0.500000,initialSyndromeCount,0,0,0,0
BCH-B200,9,-0.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,9,-0.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,9,-0.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,9,-0.500000,syndromeXorCount,0,0,0,0
BCH-B200,9,-0.500000,syndromeShiftCount,0,0,0,0
BCH-B200,9,-0.500000,tableLookupCount,0,0,0,0
BCH-B200,9,-0.500000,lookupHitCount,0,0,0,0
BCH-B200,9,-0.500000,lookupMissCount,0,0,0,0
BCH-B200,9,-0.500000,bitFlipCount,0,0,0,0
BCH-B200,9,-0.500000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,9,-0.500000,correctedSegmentCount,0,0,0,0
BCH-B200,9,-0.500000,failedSegmentCount,0,0,0,0
BCH-B200,9,-0.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,9,-0.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,9,-0.500000,syndromeValueCount,12000,12,12,12
BCH-B200,9,-0.500000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,9,-0.500000,bmIterationCount,12000,12,12,12
BCH-B200,9,-0.500000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,9,-0.500000,bmLocatorUpdateCount,15882,15.882,16,16
BCH-B200,9,-0.500000,bmPolynomialCopyCount,5976,5.976,6,6
BCH-B200,9,-0.500000,chienPositionTestCount,253980,253.97999999999999,255,255
BCH-B200,9,-0.500000,chienPolynomialEvaluationCount,253980,253.97999999999999,255,255
BCH-B200,9,-0.500000,chienRootCount,962,0.96199999999999997,3,4
BCH-B200,9,-0.500000,gfAddCount,4804650,4804.6499999999996,5125,5461
BCH-B200,9,-0.500000,gfMultiplyCount,1828458,1828.4580000000001,1837,1837
BCH-B200,9,-0.500000,gfDivideCount,5976,5.976,6,6
BCH-B200,9,-0.500000,gfInverseCount,0,0,0,0
BCH-B200,9,-0.500000,locatorDegree,5999,5.9989999999999997,6,7
BCH-B200,9,-0.500000,rootCount,962,0.96199999999999997,3,4
BCH-B200,9,-0.500000,decoderFailureCount,1000,1,1,1
BCH-B200,9,-0.500000,miscorrectionCount,0,0,0,0
