actualLength,algorithm,alpha,series,esN0Db,rawValue,isZeroError,plottedAsRegularPoint,upperBound95,plotTreatment,frames
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-5.0,522.7649999999998,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-5.0,3473.9399999999996,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-4.5,510.37999999999965,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-4.5,3121.874999999993,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-4.0,622.8599999999999,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-4.0,3291.4849999999988,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-3.5,469.5399999999994,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-3.5,3438.079999999998,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-3.0,498.02499999999986,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-3.0,3140.865,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-2.5,669.205,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-2.5,3267.2749999999996,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-2.0,747.7649999999992,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-2.0,3703.6199999999994,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-1.5,814.3999999999999,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-1.5,3663.0949999999993,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-1.0,748.7099999999999,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-1.0,3797.234999999999,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,-0.5,737.3299999999998,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,-0.5,3479.324999999999,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,0.0,606.6599999999997,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,0.0,3870.519999999996,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,0.5,576.29,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,0.5,3822.469999999999,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,1.0,534.0549999999998,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,1.0,3253.43,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,1.5,557.29,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,1.5,3256.58,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,2.0,504.02,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,2.0,2858.77,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,2.5,446.405,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,2.5,2505.435,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,3.0,425.325,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,3.0,1986.5399999999995,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,3.5,362.41499999999996,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,3.5,1602.0949999999998,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,4.0,125.91999999999844,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,4.0,150.77499999999992,false,true,,REGULAR_MEASURED_POINT,1000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,4.5,47.35999999999997,false,true,,REGULAR_MEASURED_POINT,1465
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,4.5,169.74,false,true,,REGULAR_MEASURED_POINT,1465
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,5.0,37.3,false,true,,REGULAR_MEASURED_POINT,3369
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,5.0,130.4,false,true,,REGULAR_MEASURED_POINT,3369
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,5.5,32.5,false,true,,REGULAR_MEASURED_POINT,8019
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,5.5,121.4,false,true,,REGULAR_MEASURED_POINT,8019
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,6.0,26.0,false,true,,REGULAR_MEASURED_POINT,21841
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,6.0,113.3,false,true,,REGULAR_MEASURED_POINT,21841
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,6.5,23.8,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,6.5,103.3,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,7.0,23.6,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,7.0,103.1,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,7.5,23.2,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,7.5,100.5,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,8.0,23.3,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,8.0,101.8,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,8.5,23.0,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,8.5,100.3,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,9.0,22.3,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,9.0,93.1,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,9.5,21.9,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,9.5,92.0,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_NMS,0.95,480比特 NMS（α=0.95）,10.0,21.9,false,true,,REGULAR_MEASURED_POINT,50000
480,DIRECT_LAYERED_SPA_BP,0.0,480比特 BP,10.0,90.3,false,true,,REGULAR_MEASURED_POINT,50000
560,DIRECT_LAYERED_NMS,0.95,560比特 NMS（α=0.95）,-5.0,854.2049999999998,false,true,,REGULAR_MEASURED_POINT,1000
560,DIRECT_LAYERED_SPA_BP,0.0,560比特 BP,-5.0,3695.219999999999,false,true,,REGULAR_MEASURED_POINT,1000
560,DIRECT_LAYERED_NMS,0.95,560比特 NMS（α=0.95）,-4.5,873.725,false,true,,REGULAR_MEASURED_POINT,1000
560,DIRECT_LAYERED_SPA_BP,0.0,560比特 BP,-4.5,3596.2049999999995,false,true,,REGULAR_MEASURED_POINT,1000
560,DIRECT_LAYERED_NMS,0.95,560比特 NMS（α=0.95）,-4.0,908.0399999999996,false,true,,REGULAR_MEASURED_POINT,1000
560,DIRECT_LAYERED_SPA_BP,0.0,560比特 BP,-4.0,3727.315,false,true,,REGULAR_MEASURED_POINT,1000
