caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,4.5,trueSuccessRate,0.4064,0.4064,RAW
BCH-S200,4.7000000000000002,trueSuccessRate,0.4932,0.4932,RAW
BCH-S200,4.9000000000000004,trueSuccessRate,0.5602,0.5602,RAW
BCH-S200,5.0999999999999996,trueSuccessRate,0.6424,0.6424,RAW
BCH-S200,5.2999999999999998,trueSuccessRate,0.6912,0.6912,RAW
BCH-S200,5.5,trueSuccessRate,0.7574,0.7574,RAW
BCH-S200,5.7000000000000002,trueSuccessRate,0.8008,0.8008,RAW
BCH-S200,5.9000000000000004,trueSuccessRate,0.8382,0.8382,RAW
BCH-S200,6.0999999999999996,trueSuccessRate,0.8818,0.8818,RAW
BCH-S200,6.2999999999999998,trueSuccessRate,0.9146,0.9146,RAW
BCH-S200,6.5,trueSuccessRate,0.9344,0.9344,RAW
BCH-S200,6.7000000000000002,trueSuccessRate,0.9586,0.9586,RAW
BCH-S200,6.9000000000000004,trueSuccessRate,0.9628252788104089,0.9628252788104089,RAW
BCH-S200,7.0999999999999996,trueSuccessRate,0.9753967277647927,0.9753967277647927,RAW
BCH-S200,7.2999999999999998,trueSuccessRate,0.9829467939972715,0.9829467939972715,RAW
BCH-S200,7.5,trueSuccessRate,0.9886143686667426,0.9886143686667426,RAW
BCH-S200,7.7000000000000002,trueSuccessRate,0.9913741050634003,0.9913741050634003,RAW
BCH-S200,7.9000000000000004,trueSuccessRate,0.9955991726444572,0.9955991726444572,RAW
BCH-S200,8.0999999999999996,trueSuccessRate,0.99668,0.99668,RAW
BCH-S200,8.3000000000000007,trueSuccessRate,0.99774,0.99774,RAW
BCH-S200,8.5,trueSuccessRate,0.9986,0.9986,RAW
BCH-B200,3.5,trueSuccessRate,0.4458,0.4458,RAW
BCH-B200,3.7000000000000002,trueSuccessRate,0.529,0.529,RAW
BCH-B200,3.8999999999999999,trueSuccessRate,0.6434,0.6434,RAW
BCH-B200,4.0999999999999996,trueSuccessRate,0.7378,0.7378,RAW
BCH-B200,4.2999999999999998,trueSuccessRate,0.8146,0.8146,RAW
BCH-B200,4.5,trueSuccessRate,0.8698,0.8698,RAW
BCH-B200,4.7000000000000002,trueSuccessRate,0.9288,0.9288,RAW
BCH-B200,4.9000000000000004,trueSuccessRate,0.9586,0.9586,RAW
BCH-B200,5.0999999999999996,trueSuccessRate,0.978618772717554,0.978618772717554,RAW
BCH-B200,5.2999999999999998,trueSuccessRate,0.9877847676052037,0.9877847676052037,RAW
BCH-B200,5.5,trueSuccessRate,0.9946781618370986,0.9946781618370986,RAW
BCH-B200,5.7000000000000002,trueSuccessRate,0.998,0.998,RAW
BCH-B200,5.9000000000000004,trueSuccessRate,0.99922,0.99922,RAW
BCH-B200,6,trueSuccessRate,0.99956,0.99956,RAW
