caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,4.5,avgDecodeTimeUs,14.70147999999999,14.70147999999999,RAW
BCH-S200,4.7000000000000002,avgDecodeTimeUs,15.716319999999932,15.716319999999932,RAW
BCH-S200,4.9000000000000004,avgDecodeTimeUs,15.89738000000001,15.89738000000001,RAW
BCH-S200,5.0999999999999996,avgDecodeTimeUs,13.930540000000015,13.930540000000015,RAW
BCH-S200,5.2999999999999998,avgDecodeTimeUs,14.465299999999967,14.465299999999967,RAW
BCH-S200,5.5,avgDecodeTimeUs,13.758560000000001,13.758560000000001,RAW
BCH-S200,5.7000000000000002,avgDecodeTimeUs,13.881620000000026,13.881620000000026,RAW
BCH-S200,5.9000000000000004,avgDecodeTimeUs,14.114459999999992,14.114459999999992,RAW
BCH-S200,6.0999999999999996,avgDecodeTimeUs,14.084680000000025,14.084680000000025,RAW
BCH-S200,6.2999999999999998,avgDecodeTimeUs,14.705999999999966,14.705999999999966,RAW
BCH-S200,6.5,avgDecodeTimeUs,13.374119999999992,13.374119999999992,RAW
BCH-S200,6.7000000000000002,avgDecodeTimeUs,13.41919999999993,13.41919999999993,RAW
BCH-S200,6.9000000000000004,avgDecodeTimeUs,13.589368029739775,13.589368029739775,RAW
BCH-S200,7.0999999999999996,avgDecodeTimeUs,13.146844630335824,13.146844630335824,RAW
BCH-S200,7.2999999999999998,avgDecodeTimeUs,13.443954638472023,13.443954638472023,RAW
BCH-S200,7.5,avgDecodeTimeUs,13.140845952408064,13.140845952408064,RAW
BCH-S200,7.7000000000000002,avgDecodeTimeUs,13.141443112222946,13.141443112222946,RAW
BCH-S200,7.9000000000000004,avgDecodeTimeUs,15.513345508955645,15.513345508955645,RAW
BCH-S200,8.0999999999999996,avgDecodeTimeUs,15.772884000000051,15.772884000000051,RAW
BCH-S200,8.3000000000000007,avgDecodeTimeUs,15.435189999999896,15.435189999999896,RAW
BCH-S200,8.5,avgDecodeTimeUs,15.376423999999863,15.376423999999863,RAW
BCH-B200,3.5,avgDecodeTimeUs,49.02721999999995,49.02721999999995,RAW
BCH-B200,3.7000000000000002,avgDecodeTimeUs,50.19068000000003,50.19068000000003,RAW
BCH-B200,3.8999999999999999,avgDecodeTimeUs,50.602340000000076,50.602340000000076,RAW
BCH-B200,4.0999999999999996,avgDecodeTimeUs,52.29001999999988,52.29001999999988,RAW
BCH-B200,4.2999999999999998,avgDecodeTimeUs,48.21223999999992,48.21223999999992,RAW
BCH-B200,4.5,avgDecodeTimeUs,49.63322000000009,49.63322000000009,RAW
BCH-B200,4.7000000000000002,avgDecodeTimeUs,47.84535999999998,47.84535999999998,RAW
BCH-B200,4.9000000000000004,avgDecodeTimeUs,44.348739999999935,44.348739999999935,RAW
BCH-B200,5.0999999999999996,avgDecodeTimeUs,44.39778704297625,44.39778704297625,RAW
BCH-B200,5.2999999999999998,avgDecodeTimeUs,43.74611250229021,43.74611250229021,RAW
BCH-B200,5.5,avgDecodeTimeUs,46.54754796306636,46.54754796306636,RAW
BCH-B200,5.7000000000000002,avgDecodeTimeUs,48.80857000000013,48.80857000000013,RAW
BCH-B200,5.9000000000000004,avgDecodeTimeUs,48.54762800000028,48.54762800000028,RAW
BCH-B200,6,avgDecodeTimeUs,47.522343999999485,47.522343999999485,RAW
