caseName,ebn0Db,payloadLength,encodedLength,frameRate,globalSeed,noisePolicyVersion,snrIndex,logicalFrameCount,shardCount,configHash,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,trueSuccessFrames,reportedSuccessFrames,miscorrectedFrames,decoderFailureFrames,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,frameStart,requestedFrameCount,BER,FER,trueSuccessRate,reportedSuccessRate,miscorrectionRate,decoderFailureRate,loadedShards,duplicateFrames,missingFrames,configHashStatus,stopReason
BCH-B300,4.5,300,390,0.76923076923076927,2026072201,1,45,6000,3,e08aacd40295af831af199d8f41bbd9578bf62b48a875dc672518ff82f0f0a39,6000,1800000,43716,5996,6497,701,5299,5299,0,701,4,5295,701,0,6000,0.0036094444444444446,0.11683333333333333,0.8831666666666667,0.8831666666666667,0.0,0.11683333333333333,3,0,0,PASS,SHARD_RAW_COUNTS_MERGED
