caseName,ebn0Db,snrIndex,frameIndex,noiseHash,channelHardBitErrors,decodedBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-B300,4.5,45,2500,f0dd7bbd4b8633f3621a5b6217357b7b83d4fdfd0b8607faac5d4e15d7366dee,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2501,5c4d8fc5abfc57678f24d1e039a174672845e164fcb9814c93aa329f23bdca56,3,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2502,cea385c5221ffcdb0f1a40b1189700673ad4783bc9ca5128e0c3435e9028a716,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2503,9fd653334e305228d31fb0641f301080c0fab13e87dc4f999ac4ddb1a2d37b42,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2504,d5f7f72337741080b9f26c1eb762cce5a159f9daec97e2a8bdd4c06bfcdbe693,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2505,aea233f48e62fbc82ed02e1b2a23c88e918e4b966165bfd9bb6ee8515d53473a,11,8,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,2506,3d8e9fb96d2e5dea1796ca7e9e45afb12a5272ed904b873b1d9a8118fb7727a8,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2507,1fa37d00d4beaf5dcd9fc76ae12790c5989b5bc754a0d79344d72b2e9e60f3cb,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2508,f28068994e77cd95fbb93b53dae42f65e7b809f6d0a2a619f293308fdf42b63d,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2509,e49a16e6c3e398c61b458cfcce216406ae5c9fc65e2952f0b01b05e64cc4054c,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2510,3b4ea6ea469e769d87ba724d8c863a3dc7f1186dd8830909cbd6cb739c5c1297,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2511,a3b657c7db29bd577282daaedeb40ea0b992d648a58bcdedc6ac2025bf09716a,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2512,dcc6341417c1042f62d920a232d58c3d7cb0691111336c2ce9a0e91f26539dbb,13,11,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,2513,8906295a2b3a0a2fc242983c9ea236a6bee9c7cd272f68c0a8528392bcfc3543,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2514,f597d454aa1dbfb11468942ba7078d7fffda9938dd0ed32d9de636348d0cb411,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2515,3f85228a04f3d4fff94bed23707b046477535755853e4636b553f44da15ad008,10,0,1,1,0,0,CORRECTED
