caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,13,1.500000,segmentCount,19000,19,19,19
BCH-S200,13,1.500000,initialSyndromeCount,19000,19,19,19
BCH-S200,13,1.500000,nonzeroSyndromeCount,9635,9.6349999999999998,13,16
BCH-S200,13,1.500000,syndromeCalculationCount,28635,28.635000000000002,32,35
BCH-S200,13,1.500000,syndromeBitTestCount,314985,314.98500000000001,352,385
BCH-S200,13,1.500000,syndromeXorCount,469698,469.69799999999998,549,669
BCH-S200,13,1.500000,syndromeShiftCount,156566,156.566,183,223
BCH-S200,13,1.500000,tableLookupCount,9635,9.6349999999999998,13,16
BCH-S200,13,1.500000,lookupHitCount,9635,9.6349999999999998,13,16
BCH-S200,13,1.500000,lookupMissCount,0,0,0,0
BCH-S200,13,1.500000,bitFlipCount,9635,9.6349999999999998,13,16
BCH-S200,13,1.500000,postSyndromeCheckCount,9635,9.6349999999999998,13,16
BCH-S200,13,1.500000,correctedSegmentCount,9635,9.6349999999999998,13,16
BCH-S200,13,1.500000,failedSegmentCount,0,0,0,0
BCH-S200,13,1.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,13,1.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,13,1.500000,syndromeValueCount,0,0,0,0
BCH-S200,13,1.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,13,1.500000,bmIterationCount,0,0,0,0
BCH-S200,13,1.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,13,1.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,13,1.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,13,1.500000,chienPositionTestCount,0,0,0,0
BCH-S200,13,1.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,13,1.500000,chienRootCount,0,0,0,0
BCH-S200,13,1.500000,gfAddCount,0,0,0,0
BCH-S200,13,1.500000,gfMultiplyCount,0,0,0,0
BCH-S200,13,1.500000,gfDivideCount,0,0,0,0
BCH-S200,13,1.500000,gfInverseCount,0,0,0,0
BCH-S200,13,1.500000,locatorDegree,0,0,0,0
BCH-S200,13,1.500000,rootCount,0,0,0,0
BCH-S200,13,1.500000,decoderFailureCount,0,0,0,0
BCH-S200,13,1.500000,miscorrectionCount,953,0.95299999999999996,1,1
