stageId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,initialPhaseDeg,targetEndPhaseDeg,deltaPhaseRadPerSymbol,actualEndPhaseDeg,ebn0Index,ebn0Db,snrDb,sigmaDimension2,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,decodeTimeTotalNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,noiseChecksum,stopReason,checkpointId,shardId
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,0,4.5,2.9618513565547095,0.25280453982892254,500,100000,1453,365,0,365,0,135,3860400,7720,6800,11200,15800,0.01453,0.72999999999999998,0,0.72999999999999998,0,0.27000000000000002,6995952601875976833,TRIAL_FIXED_FRAMES,stage10_K200_S15_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,1,6.5,4.9618513565547095,0.15950888112299419,500,100000,170,74,0,74,0,426,3188100,6376,6000,9000,10600,0.0016999999999999999,0.14799999999999999,0,0.14799999999999999,0,0.85199999999999998,5528891572595199932,TRIAL_FIXED_FRAMES,stage10_K200_S15_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_S15,分块200,200,285,0.70175438596491224,0,30,0.0018436576605573901,30,2,8.5,6.9618513565547095,0.10064330005437125,500,100000,4,2,0,2,0,498,3344500,6689,5800,9500,13000,4.0000000000000003e-05,0.0040000000000000001,0,0.0040000000000000001,0,0.996,13027448378849387681,TRIAL_FIXED_FRAMES,stage10_K200_S15_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,0,4.5,3.565783148377649,0.21998430132481678,500,100000,766,130,130,0,0,370,8331400,16662,16000,20600,32000,0.0076600000000000001,0.26000000000000001,0.26000000000000001,0,0,0.73999999999999999,16352407526660359040,TRIAL_FIXED_FRAMES,stage10_K200_M255K207_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,1,6.5,5.5657831483776494,0.13880071059123703,500,100000,6,1,1,0,0,499,5798500,11597,11400,14700,17600,6.0000000000000002e-05,0.002,0.002,0,0,0.998,13272679434007401692,TRIAL_FIXED_FRAMES,stage10_K200_M255K207_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M255K207,255整块200,200,248,0.80645161290322576,0,30,0.0021198330995882545,30,2,8.5,7.5657831483776494,0.087577327766610771,500,100000,0,0,0,0,0,500,5167500,10335,10000,13000,15500,0,0,0,0,0,1,15548377783728451771,TRIAL_FIXED_FRAMES,stage10_K200_M255K207_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,0,4.5,2.8863199776502517,0.25723970719434219,500,100000,1075,141,141,0,0,359,22146000,44292,43600,56100,99100,0.010749999999999999,0.28199999999999997,0.28199999999999997,0,0,0.71799999999999997,15779340619258363779,TRIAL_FIXED_FRAMES,stage10_K200_M511K421_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,1,6.5,4.8863199776502517,0.16230728254620458,500,100000,0,0,0,0,0,500,13131600,26263,25200,34100,43500,0,0,0,0,0,1,9413505303666993141,TRIAL_FIXED_FRAMES,stage10_K200_M511K421_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M511K421,421整块200,200,290,0.68965517241379315,0,30,0.0018117604691982659,30,2,8.5,6.8863199776502517,0.10240897198514967,500,100000,0,0,0,0,0,500,11015800,22031,21500,27600,32600,0,0,0,0,0,1,2922000559872134133,TRIAL_FIXED_FRAMES,stage10_K200_M511K421_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M511K385,385整块200,200,326,0.61349693251533743,0,30,0.0016110731556870732,30,0,4.5,2.3781239559604219,0.28917291222536401,500,100000,1186,129,129,0,0,371,30646300,61292,61500,78000,108700,0.011860000000000001,0.25800000000000001,0.25800000000000001,0,0,0.74199999999999999,7169533164887180459,TRIAL_FIXED_FRAMES,stage10_K200_M511K385_0,0
