stageId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,initialPhaseDeg,targetEndPhaseDeg,deltaPhaseRadPerSymbol,actualEndPhaseDeg,ebn0Index,ebn0Db,snrDb,sigmaDimension2,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,decodeTimeTotalNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,noiseChecksum,stopReason,checkpointId,shardId
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M511K385,385整块200,200,326,0.61349693251533743,0,30,0.0016110731556870732,30,1,6.5,4.3781239559604224,0.18245577279331965,500,100000,0,0,0,0,0,500,21265600,42531,41200,58200,67700,0,0,0,0,0,1,2960144843039287925,TRIAL_FIXED_FRAMES,stage10_K200_M511K385_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K200_M511K385,385整块200,200,326,0.61349693251533743,0,30,0.0016110731556870732,30,2,8.5,6.3781239559604224,0.11512180988675449,500,100000,0,0,0,0,0,500,16219100,32438,31300,40500,53400,0,0,0,0,0,1,8474554960022622465,TRIAL_FIXED_FRAMES,stage10_K200_M511K385_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_S15,分块300,300,420,0.7142857142857143,0,30,0.0012496390825735056,30,0,5,3.53871964321762,0.22135943621178655,500,150000,1277,350,0,350,0,150,5160700,10321,9300,15100,20000,0.0085133333333333328,0.69999999999999996,0,0.69999999999999996,0,0.29999999999999999,7207603545531718935,TRIAL_FIXED_FRAMES,stage10_K300_S15_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_S15,分块300,300,420,0.7142857142857143,0,30,0.0012496390825735056,30,1,7,5.53871964321762,0.1396683620478216,500,150000,98,42,0,42,0,458,5057000,10114,8700,14900,22600,0.00065333333333333335,0.084000000000000005,0,0.084000000000000005,0,0.91600000000000004,10018535570664910794,TRIAL_FIXED_FRAMES,stage10_K300_S15_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_S15,分块300,300,420,0.7142857142857143,0,30,0.0012496390825735056,30,2,9,7.53871964321762,0.088124778825591693,500,150000,0,0,0,0,0,500,5153300,10306,8500,13900,17400,0,0,0,0,0,1,15032638196431010064,TRIAL_FIXED_FRAMES,stage10_K300_S15_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M255K207,255双块300,300,396,0.75757575757575757,0,30,0.0013255665205020224,30,0,5,3.7942606879415015,0.20871032557111302,500,150000,499,89,89,0,0,411,13977800,27955,26900,38900,54400,0.0033266666666666666,0.17799999999999999,0.17799999999999999,0,0,0.82199999999999995,2878348023257603298,TRIAL_FIXED_FRAMES,stage10_K300_M255K207_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M255K207,255双块300,300,396,0.75757575757575757,0,30,0.0013255665205020224,30,1,7,5.7942606879415015,0.13168731278794607,500,150000,0,0,0,0,0,500,9974100,19948,19100,26600,32600,0,0,0,0,0,1,1854664408575668105,TRIAL_FIXED_FRAMES,stage10_K300_M255K207_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M255K207,255双块300,300,396,0.75757575757575757,0,30,0.0013255665205020224,30,2,9,7.7942606879415015,0.08308907717841503,500,150000,0,0,0,0,0,500,8958400,17916,17200,21900,27000,0,0,0,0,0,1,4404124691291707270,TRIAL_FIXED_FRAMES,stage10_K300_M255K207_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M511K421,421整块300,300,390,0.76923076923076927,0,30,0.0013460122766023107,30,0,5,3.8605664769316324,0.20554804791094461,500,150000,457,53,53,0,0,447,21187300,42374,41200,53800,71600,0.0030466666666666667,0.106,0.106,0,0,0.89400000000000002,5366588852086550407,TRIAL_FIXED_FRAMES,stage10_K300_M511K421_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M511K421,421整块300,300,390,0.76923076923076927,0,30,0.0013460122766023107,30,1,7,5.8605664769316324,0.12969205047297719,500,150000,0,0,0,0,0,500,14556700,29113,27800,35900,49200,0,0,0,0,0,1,8817720996101177576,TRIAL_FIXED_FRAMES,stage10_K300_M511K421_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M511K421,421整块300,300,390,0.76923076923076927,0,30,0.0013460122766023107,30,2,9,7.8605664769316324,0.081830151766620854,500,150000,0,0,0,0,0,500,12862200,25724,24800,30800,39600,0,0,0,0,0,1,6665939769736563741,TRIAL_FIXED_FRAMES,stage10_K300_M511K421_2,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M511K385,385整块300,300,426,0.70422535211267601,0,30,0.0012319971190548208,30,0,5,3.4771165561694346,0.22452171387195494,500,150000,326,32,32,0,0,468,31898800,63797,61500,94300,146300,0.0021733333333333335,0.064000000000000001,0.064000000000000001,0,0,0.93600000000000005,14500692672722536202,TRIAL_FIXED_FRAMES,stage10_K300_M511K385_0,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M511K385,385整块300,300,426,0.70422535211267601,0,30,0.0012319971190548208,30,1,7,5.4771165561694346,0.14166362436279048,500,150000,0,0,0,0,0,500,21597700,43195,41100,57000,67400,0,0,0,0,0,1,13341638187608350305,TRIAL_FIXED_FRAMES,stage10_K300_M511K385_1,0
stage10_cfo_formal,48ee1e8a71595dccc656a92576849fe03ff05467,K300_M511K385,385整块300,300,426,0.70422535211267601,0,30,0.0012319971190548208,30,2,9,7.4771165561694346,0.089383704237385869,500,150000,0,0,0,0,0,500,19008000,38016,35700,45100,64400,0,0,0,0,0,1,18227032398356317810,TRIAL_FIXED_FRAMES,stage10_K300_M511K385_2,0
