caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,16,3.000000,segmentCount,19000,19,19,19
BCH-S200,16,3.000000,initialSyndromeCount,19000,19,19,19
BCH-S200,16,3.000000,nonzeroSyndromeCount,5655,5.6550000000000002,9,11
BCH-S200,16,3.000000,syndromeCalculationCount,24655,24.655000000000001,28,30
BCH-S200,16,3.000000,syndromeBitTestCount,271205,271.20499999999998,308,330
BCH-S200,16,3.000000,syndromeXorCount,404493,404.49299999999999,483,531
BCH-S200,16,3.000000,syndromeShiftCount,134831,134.83099999999999,161,177
BCH-S200,16,3.000000,tableLookupCount,5655,5.6550000000000002,9,11
BCH-S200,16,3.000000,lookupHitCount,5655,5.6550000000000002,9,11
BCH-S200,16,3.000000,lookupMissCount,0,0,0,0
BCH-S200,16,3.000000,bitFlipCount,5655,5.6550000000000002,9,11
BCH-S200,16,3.000000,postSyndromeCheckCount,5655,5.6550000000000002,9,11
BCH-S200,16,3.000000,correctedSegmentCount,5655,5.6550000000000002,9,11
BCH-S200,16,3.000000,failedSegmentCount,0,0,0,0
BCH-S200,16,3.000000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,16,3.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,16,3.000000,syndromeValueCount,0,0,0,0
BCH-S200,16,3.000000,syndromeEvaluationCount,0,0,0,0
BCH-S200,16,3.000000,bmIterationCount,0,0,0,0
BCH-S200,16,3.000000,bmDiscrepancyCount,0,0,0,0
BCH-S200,16,3.000000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,16,3.000000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,16,3.000000,chienPositionTestCount,0,0,0,0
BCH-S200,16,3.000000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,16,3.000000,chienRootCount,0,0,0,0
BCH-S200,16,3.000000,gfAddCount,0,0,0,0
BCH-S200,16,3.000000,gfMultiplyCount,0,0,0,0
BCH-S200,16,3.000000,gfDivideCount,0,0,0,0
BCH-S200,16,3.000000,gfInverseCount,0,0,0,0
BCH-S200,16,3.000000,locatorDegree,0,0,0,0
BCH-S200,16,3.000000,rootCount,0,0,0,0
BCH-S200,16,3.000000,decoderFailureCount,0,0,0,0
BCH-S200,16,3.000000,miscorrectionCount,569,0.56899999999999995,1,1
