series,configurationId,channelCondition,burstRatio,x,EsN0Db,rawY,plotted,sourceType,sourceCsvAbsolutePath,sourceStage,sourceRowKey,interpolated,exclusionReason,nonMonotonicHighSnrAnomaly
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-5.0,-5.0,0.39586333333333334,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-039,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-4.5,-4.5,0.34947,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-040,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-4.0,-4.0,0.2893866666666667,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-041,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-3.5,-3.5,0.21664666666666665,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-042,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-3.0,-3.0,0.14286666666666667,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-043,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-2.5,-2.5,0.08165666666666667,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-044,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-2.0,-2.0,0.035366,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-045,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-1.5,-1.5,0.014286666666666666,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-048,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-1.0,-1.0,0.004889333333333333,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-051,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-0.5,-0.5,0.0015425158116654954,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-054,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,0.0,0.0,0.0003566997518610422,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-057,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,0.5,0.5,7.2926608423268e-05,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-058,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,1.0,1.0,1.2666666666666667e-05,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-059,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,1.5,1.5,5.333333333333333e-07,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-060,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,2.0,2.0,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-061,false,ZERO_ON_LOG_AXIS,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,2.5,2.5,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-062,false,ZERO_ON_LOG_AXIS,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,3.0,3.0,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-063,false,ZERO_ON_LOG_AXIS,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,3.5,3.5,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-064,false,ZERO_ON_LOG_AXIS,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,4.0,4.0,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-065,false,ZERO_ON_LOG_AXIS,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,4.5,4.5,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-066,false,ZERO_ON_LOG_AXIS,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,5.0,5.0,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-067,false,ZERO_ON_LOG_AXIS,false
