file,sha256
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07a_block_burst_boundary.png,0b3cd146666c65ddea7839ce2ad9e97e796a9fc92a476f30a487a58429699458
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_l2_relative_start_fer.png,b2deb08a16da7233d915fb38fab4d6638985a98b5b367929ab7ee028d72e7b37
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_s200_guarantee_binary.png,24905567694fbaf90e5ac128249637520a3ba8bdd10365e0060cf4e2022b1bd2
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_s200_heatmap.png,ef2316ba3834fb28b80f2836de69789f61eb12f1c26d46d93ff3e274c0d88770
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_s200_local_l1_l5.png,4300e74abf03a0254711105409e1711d04a563b0e706c6e6011d6cfd0eca1f61
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_s300_guarantee_binary.png,178c3e3e8a5660d8516558650d63f09793ea1e76fcff4815cb5b6f7829d64d17
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_s300_heatmap.png,f674bffb697a977d3501e109cc49e111be872d08d27a392bebdaad3fdecf1331
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07b_s300_local_l1_l5.png,169c6277aacbd3ffc62cbc2001c1c9c83a043694a8a8acfdd043ccf0953a267e
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07c_200bit_random_burst_fer.png,bbd5916d109197ba16c8f3f64ce979bd35100f421dc9eae07693c7aaeb5d39ec
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07c_300bit_random_burst_fer.png,4b6c9948779bd48d376b16138de101cfb167ef11b41fc7676d5559bf5c5c78cd
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07d_200bit_interleaving_fer.png,1ae3fde2106de312665cc26c88eb267d0f4cb97c10303e06d96f4617e437c12a
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07d_300bit_interleaving_fer.png,3778ede0205d6b9e3955c7e39340b2aff4f64f4d83ed2aaa87364d343096544f
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07d_over_capability_frame_fraction.png,aec391bf1e8c240242e0ebb1630054ac6468c6655ccb4e31f1cd86fb658759bc
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_07d_segmented_max_subblock_errors.png,23ff1bbd444779562f39bb25cba2da63b30e6ae87c1c1851e2fbc8811ca2695a
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_200bit_blockage_fer_redesigned.png,7ec836318929bfcdc801d092627c1e3eea7ca57a4e4a66854b2a62541edf370f
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_200bit_channel_fer_redesigned.png,b87998b3266c1bfce62fb1a71282c1a6d4d0411fec6443abd4967de9c81cfa36
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_300bit_blockage_fer_redesigned.png,6f6d95308c073993ee3ac7a3437d95a31c55bcac99f824b991492d783b65cb2c
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/bch_s2_300bit_channel_fer_redesigned.png,6dd82d8eecf39d2ac06fa131f164b597a66f37a1c463685c6dcd20de8a048a6a
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07a_block_burst_boundary.csv,6b415d56b7ef801cb735962d877076ad2ec67d3cfa525038e7008b3abec62fec
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_l2_relative_start_fer.csv,7e935eda94b6b94cc168951d0cbb5a2b80b37c448c183a3b3c325289e336189e
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_s200_guarantee_binary.csv,99f37c706dbb43a17f5e9518f33320cf750ef1f3da1c704249799b0641bfa99e
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_s200_heatmap.csv,4d24a29dd4355e364d6c0acdbc944046871771b5e44e5405930a50631150af1e
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_s200_local_l1_l5.csv,5bbe5259a27b796076f02249232b91f65c734c5872cb722a0689604bd664ef3d
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_s300_guarantee_binary.csv,67ecdb9f505a4faead52fa4b4c09b00a9e44a5f9508d3a2e1895b13a330df66b
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_s300_heatmap.csv,3900754256283061dd1e7fc521b936277dc6e903622849d80a1d3deb073b855b
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07b_s300_local_l1_l5.csv,2e511361f9249ef98b9e3eabc48cc90788cbe5568fa2f6d0e59927ec75a36f6c
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07c_200bit_random_burst_fer.csv,7de6048750994eb19f5cd428469dd2cd002c59179d3ed78b17924bfde138e66b
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07c_300bit_random_burst_fer.csv,c7d26eaae37797d3820499e15d09bc9e2aae66d9aa7916f91bd7ceffbe86946f
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07d_200bit_interleaving_fer.csv,868ba4b1e6daad6a90fcb876ddef5fac374ff39ed1b05f10128555393dc1ece7
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07d_300bit_interleaving_fer.csv,fde6ab58e58fc3a54ba0c8d34a0544cf34dfe6e8c1b7f0566c4c63e30805f26a
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07d_over_capability_frame_fraction.csv,8b8d3d7cd70bff0cbb40c214176283bc500b179aa6cc872adc9bd509863d88b5
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_07d_segmented_max_subblock_errors.csv,e198d166b16fa5ae0f2ace48e4538793980bd5ece897eeda0fccd38e295fa299
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_200bit_blockage_fer_redesigned.csv,72fb0c8430c6da08250bfbc58efaeb4114a9e104c350f5ee169dc9b37de250e5
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_200bit_channel_fer_redesigned.csv,440ce35aa718f1b09c0c21eacb14eb66386f89a80a9f00ee56fe02c3ddb6b0b6
Task/BCH/simulation/stages/s2_07_burst_redesign_audit/figures/figure_data_bch_s2_300bit_blockage_fer_redesigned.csv,5db5e4df19953557623189365e1d662755b2e64e4321ad2a11784a1d7c758242
