filename,caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
bch12_smoke_ber.png,BCH-S200,0,BER,0.1289,0.1289,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S200,2,BER,0.0606,0.0606,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S200,4,BER,0.014725,0.014725,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S200,6,BER,0.0011,0.0011,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S200,8,BER,0.0,7.5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_ber.png,BCH-B200,0,BER,0.10175,0.10175,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B200,2,BER,0.0539,0.0539,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B200,4,BER,0.008225,0.008225,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B200,6,BER,0.0,7.5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_ber.png,BCH-B200,8,BER,0.0,7.5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_ber.png,BCH-S300,0,BER,0.12421666666666667,0.12421666666666667,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S300,2,BER,0.05733333333333333,0.05733333333333333,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S300,4,BER,0.014466666666666666,0.014466666666666666,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S300,6,BER,0.0012833333333333334,0.0012833333333333334,RAW_POSITIVE
bch12_smoke_ber.png,BCH-S300,8,BER,5e-05,5e-05,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B300,0,BER,0.10473333333333333,0.10473333333333333,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B300,2,BER,0.05793333333333334,0.05793333333333334,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B300,4,BER,0.011833333333333333,0.011833333333333333,RAW_POSITIVE
bch12_smoke_ber.png,BCH-B300,6,BER,0.0,5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_ber.png,BCH-B300,8,BER,0.0,5e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_fer.png,BCH-S200,0,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S200,2,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S200,4,FER,0.745,0.745,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S200,6,FER,0.095,0.095,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S200,8,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_fer.png,BCH-B200,0,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B200,2,FER,0.98,0.98,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B200,4,FER,0.265,0.265,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B200,6,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_fer.png,BCH-B200,8,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_fer.png,BCH-S300,0,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S300,2,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S300,4,FER,0.88,0.88,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S300,6,FER,0.165,0.165,RAW_POSITIVE
bch12_smoke_fer.png,BCH-S300,8,FER,0.005,0.005,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B300,0,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B300,2,FER,1.0,1.0,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B300,4,FER,0.36,0.36,RAW_POSITIVE
bch12_smoke_fer.png,BCH-B300,6,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_fer.png,BCH-B300,8,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
bch12_smoke_true_success.png,BCH-S200,0,trueSuccessRate,0.0,0.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S200,2,trueSuccessRate,0.0,0.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S200,4,trueSuccessRate,0.255,0.255,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S200,6,trueSuccessRate,0.905,0.905,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S200,8,trueSuccessRate,1.0,1.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B200,0,trueSuccessRate,0.0,0.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B200,2,trueSuccessRate,0.02,0.02,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B200,4,trueSuccessRate,0.735,0.735,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B200,6,trueSuccessRate,1.0,1.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B200,8,trueSuccessRate,1.0,1.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S300,0,trueSuccessRate,0.0,0.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S300,2,trueSuccessRate,0.0,0.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S300,4,trueSuccessRate,0.12,0.12,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S300,6,trueSuccessRate,0.835,0.835,RAW_LINEAR
bch12_smoke_true_success.png,BCH-S300,8,trueSuccessRate,0.995,0.995,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B300,0,trueSuccessRate,0.0,0.0,RAW_LINEAR
bch12_smoke_true_success.png,BCH-B300,2,trueSuccessRate,0.0,0.0,RAW_LINEAR
