caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,0,FER,1.0,1.0,RAW_POSITIVE
BCH-S200,2,FER,1.0,1.0,RAW_POSITIVE
BCH-S200,4,FER,0.745,0.745,RAW_POSITIVE
BCH-S200,6,FER,0.095,0.095,RAW_POSITIVE
BCH-S200,8,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,0,FER,1.0,1.0,RAW_POSITIVE
BCH-B200,2,FER,0.98,0.98,RAW_POSITIVE
BCH-B200,4,FER,0.265,0.265,RAW_POSITIVE
BCH-B200,6,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,8,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-S300,0,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,2,FER,1.0,1.0,RAW_POSITIVE
BCH-S300,4,FER,0.88,0.88,RAW_POSITIVE
BCH-S300,6,FER,0.165,0.165,RAW_POSITIVE
BCH-S300,8,FER,0.005,0.005,RAW_POSITIVE
BCH-B300,0,FER,1.0,1.0,RAW_POSITIVE
BCH-B300,2,FER,1.0,1.0,RAW_POSITIVE
BCH-B300,4,FER,0.36,0.36,RAW_POSITIVE
BCH-B300,6,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B300,8,FER,0.0,0.015,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
