runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,windowBits,slideBits,dtb,minFrames,targetFrameErrors,maxFrames,sourceStage09RowId
prescan,C_CHANGE_D,W128-S25-D70,R23,FER_030,0.40000000000000002,128,25,70,1000,200,1000,dense-062
prescan,C_CHANGE_D,W128-S25-D84,R23,FER_030,0.40000000000000002,128,25,84,1000,200,1000,dense-062
prescan,C_CHANGE_D,W128-S25-D98,R23,FER_030,0.40000000000000002,128,25,98,1000,200,1000,dense-062
prescan,A_CHANGE_W,W96-S16-D70,R23,FER_010,1,96,16,70,1000,200,1000,dense-068
prescan,A_CHANGE_W,W128-S16-D70,R23,FER_010,1,128,16,70,1000,200,1000,dense-068
prescan,A_CHANGE_W,W160-S16-D70,R23,FER_010,1,160,16,70,1000,200,1000,dense-068
prescan,A_CHANGE_W,W192-S16-D70,R23,FER_010,1,192,16,70,1000,200,1000,dense-068
prescan,B_CHANGE_S,W128-S8-D70,R23,FER_010,1,128,8,70,1000,200,1000,dense-068
prescan,B_CHANGE_S,W128-S16-D70,R23,FER_010,1,128,16,70,1000,200,1000,dense-068
prescan,B_CHANGE_S,W128-S25-D70,R23,FER_010,1,128,25,70,1000,200,1000,dense-068
prescan,B_CHANGE_S,W128-S50-D70,R23,FER_010,1,128,50,70,1000,200,1000,dense-068
prescan,C_CHANGE_D,W128-S25-D35,R23,FER_010,1,128,25,35,1000,200,1000,dense-068
prescan,C_CHANGE_D,W128-S25-D49,R23,FER_010,1,128,25,49,1000,200,1000,dense-068
prescan,C_CHANGE_D,W128-S25-D70,R23,FER_010,1,128,25,70,1000,200,1000,dense-068
prescan,C_CHANGE_D,W128-S25-D84,R23,FER_010,1,128,25,84,1000,200,1000,dense-068
prescan,C_CHANGE_D,W128-S25-D98,R23,FER_010,1,128,25,98,1000,200,1000,dense-068
prescan,A_CHANGE_W,W96-S16-D70,R23,FER_003,1.5,96,16,70,1000,200,1000,dense-073
prescan,A_CHANGE_W,W128-S16-D70,R23,FER_003,1.5,128,16,70,1000,200,1000,dense-073
prescan,A_CHANGE_W,W160-S16-D70,R23,FER_003,1.5,160,16,70,1000,200,1000,dense-073
prescan,A_CHANGE_W,W192-S16-D70,R23,FER_003,1.5,192,16,70,1000,200,1000,dense-073
prescan,B_CHANGE_S,W128-S8-D70,R23,FER_003,1.5,128,8,70,1000,200,1000,dense-073
prescan,B_CHANGE_S,W128-S16-D70,R23,FER_003,1.5,128,16,70,1000,200,1000,dense-073
prescan,B_CHANGE_S,W128-S25-D70,R23,FER_003,1.5,128,25,70,1000,200,1000,dense-073
prescan,B_CHANGE_S,W128-S50-D70,R23,FER_003,1.5,128,50,70,1000,200,1000,dense-073
prescan,C_CHANGE_D,W128-S25-D35,R23,FER_003,1.5,128,25,35,1000,200,1000,dense-073
prescan,C_CHANGE_D,W128-S25-D49,R23,FER_003,1.5,128,25,49,1000,200,1000,dense-073
prescan,C_CHANGE_D,W128-S25-D70,R23,FER_003,1.5,128,25,70,1000,200,1000,dense-073
prescan,C_CHANGE_D,W128-S25-D84,R23,FER_003,1.5,128,25,84,1000,200,1000,dense-073
prescan,C_CHANGE_D,W128-S25-D98,R23,FER_003,1.5,128,25,98,1000,200,1000,dense-073
prescan,A_CHANGE_W,W96-S16-D70,R34,FER_030,1.3,96,16,70,1000,200,1000,dense-108
prescan,A_CHANGE_W,W128-S16-D70,R34,FER_030,1.3,128,16,70,1000,200,1000,dense-108
prescan,A_CHANGE_W,W160-S16-D70,R34,FER_030,1.3,160,16,70,1000,200,1000,dense-108
prescan,A_CHANGE_W,W192-S16-D70,R34,FER_030,1.3,192,16,70,1000,200,1000,dense-108
prescan,B_CHANGE_S,W128-S8-D70,R34,FER_030,1.3,128,8,70,1000,200,1000,dense-108
prescan,B_CHANGE_S,W128-S16-D70,R34,FER_030,1.3,128,16,70,1000,200,1000,dense-108
prescan,B_CHANGE_S,W128-S25-D70,R34,FER_030,1.3,128,25,70,1000,200,1000,dense-108
prescan,B_CHANGE_S,W128-S50-D70,R34,FER_030,1.3,128,50,70,1000,200,1000,dense-108
prescan,C_CHANGE_D,W128-S25-D35,R34,FER_030,1.3,128,25,35,1000,200,1000,dense-108
prescan,C_CHANGE_D,W128-S25-D49,R34,FER_030,1.3,128,25,49,1000,200,1000,dense-108
prescan,C_CHANGE_D,W128-S25-D70,R34,FER_030,1.3,128,25,70,1000,200,1000,dense-108
prescan,C_CHANGE_D,W128-S25-D84,R34,FER_030,1.3,128,25,84,1000,200,1000,dense-108
prescan,C_CHANGE_D,W128-S25-D98,R34,FER_030,1.3,128,25,98,1000,200,1000,dense-108
prescan,A_CHANGE_W,W96-S16-D70,R34,FER_010,1.8999999999999999,96,16,70,1000,200,1000,dense-114
prescan,A_CHANGE_W,W128-S16-D70,R34,FER_010,1.8999999999999999,128,16,70,1000,200,1000,dense-114
prescan,A_CHANGE_W,W160-S16-D70,R34,FER_010,1.8999999999999999,160,16,70,1000,200,1000,dense-114
prescan,A_CHANGE_W,W192-S16-D70,R34,FER_010,1.8999999999999999,192,16,70,1000,200,1000,dense-114
prescan,B_CHANGE_S,W128-S8-D70,R34,FER_010,1.8999999999999999,128,8,70,1000,200,1000,dense-114
prescan,B_CHANGE_S,W128-S16-D70,R34,FER_010,1.8999999999999999,128,16,70,1000,200,1000,dense-114
prescan,B_CHANGE_S,W128-S25-D70,R34,FER_010,1.8999999999999999,128,25,70,1000,200,1000,dense-114
prescan,B_CHANGE_S,W128-S50-D70,R34,FER_010,1.8999999999999999,128,50,70,1000,200,1000,dense-114
prescan,C_CHANGE_D,W128-S25-D35,R34,FER_010,1.8999999999999999,128,25,35,1000,200,1000,dense-114
prescan,C_CHANGE_D,W128-S25-D49,R34,FER_010,1.8999999999999999,128,25,49,1000,200,1000,dense-114
prescan,C_CHANGE_D,W128-S25-D70,R34,FER_010,1.8999999999999999,128,25,70,1000,200,1000,dense-114
prescan,C_CHANGE_D,W128-S25-D84,R34,FER_010,1.8999999999999999,128,25,84,1000,200,1000,dense-114
prescan,C_CHANGE_D,W128-S25-D98,R34,FER_010,1.8999999999999999,128,25,98,1000,200,1000,dense-114
prescan,A_CHANGE_W,W96-S16-D70,R34,FER_003,2.3999999999999999,96,16,70,1000,200,1000,dense-119
prescan,A_CHANGE_W,W128-S16-D70,R34,FER_003,2.3999999999999999,128,16,70,1000,200,1000,dense-119
prescan,A_CHANGE_W,W160-S16-D70,R34,FER_003,2.3999999999999999,160,16,70,1000,200,1000,dense-119
prescan,A_CHANGE_W,W192-S16-D70,R34,FER_003,2.3999999999999999,192,16,70,1000,200,1000,dense-119
prescan,B_CHANGE_S,W128-S8-D70,R34,FER_003,2.3999999999999999,128,8,70,1000,200,1000,dense-119
prescan,B_CHANGE_S,W128-S16-D70,R34,FER_003,2.3999999999999999,128,16,70,1000,200,1000,dense-119
prescan,B_CHANGE_S,W128-S25-D70,R34,FER_003,2.3999999999999999,128,25,70,1000,200,1000,dense-119
prescan,B_CHANGE_S,W128-S50-D70,R34,FER_003,2.3999999999999999,128,50,70,1000,200,1000,dense-119
prescan,C_CHANGE_D,W128-S25-D35,R34,FER_003,2.3999999999999999,128,25,35,1000,200,1000,dense-119
prescan,C_CHANGE_D,W128-S25-D49,R34,FER_003,2.3999999999999999,128,25,49,1000,200,1000,dense-119
prescan,C_CHANGE_D,W128-S25-D70,R34,FER_003,2.3999999999999999,128,25,70,1000,200,1000,dense-119
prescan,C_CHANGE_D,W128-S25-D84,R34,FER_003,2.3999999999999999,128,25,84,1000,200,1000,dense-119
prescan,C_CHANGE_D,W128-S25-D98,R34,FER_003,2.3999999999999999,128,25,98,1000,200,1000,dense-119
