sourceRowId,caseId,xRaw,yRaw,xPlot,yPlot,isZeroPoint,sourceFile,sourceHash
0,CC-C-R12-S-16-35,64.0,63.0,64.0,63.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
2,CC-C-R12-S-16-49,96.0,95.0,96.0,95.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
1,CC-C-R12-S-25-35,64.0,63.0,64.0,63.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
3,CC-C-R12-S-25-70,96.0,95.0,96.0,95.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
4,CC-C-R12-S-25-70,128.0,127.0,128.0,127.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
5,CC-C-R12-S-50-84,128.0,127.0,128.0,127.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
6,CC-C-R12-S-50-98,192.0,191.0,192.0,191.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
7,CC-C-R23-S-16-35,64.0,63.0,64.0,63.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
9,CC-C-R23-S-16-49,96.0,95.0,96.0,95.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
8,CC-C-R23-S-25-35,64.0,63.0,64.0,63.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
10,CC-C-R23-S-25-70,96.0,95.0,96.0,95.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
11,CC-C-R23-S-25-70,128.0,127.0,128.0,127.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
12,CC-C-R23-S-50-84,128.0,127.0,128.0,127.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
13,CC-C-R23-S-50-98,192.0,191.0,192.0,191.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
14,CC-C-R34-S-16-35,64.0,63.0,64.0,63.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
16,CC-C-R34-S-16-49,96.0,95.0,96.0,95.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
15,CC-C-R34-S-25-35,64.0,63.0,64.0,63.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
17,CC-C-R34-S-25-70,96.0,95.0,96.0,95.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
18,CC-C-R34-S-25-70,128.0,127.0,128.0,127.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
19,CC-C-R34-S-50-84,128.0,127.0,128.0,127.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
20,CC-C-R34-S-50-98,192.0,191.0,192.0,191.0,NO,stage13_window_figure_data_latency.csv,fcb354583729850b8210081b0fe39e1485163b93cbb7d3ad2099fbc7238a8acd
