sourceRowId,caseId,xRaw,yRaw,xPlot,yPlot,isZeroPoint,sourceFile,sourceHash
0,CC-C-R12-S-16-35,64.0,12288.0,64.0,12288.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
2,CC-C-R12-S-16-49,96.0,18432.0,96.0,18432.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
1,CC-C-R12-S-25-35,64.0,12288.0,64.0,12288.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
3,CC-C-R12-S-25-70,96.0,18432.0,96.0,18432.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
4,CC-C-R12-S-25-70,128.0,24576.0,128.0,24576.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
5,CC-C-R12-S-50-84,128.0,24576.0,128.0,24576.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
6,CC-C-R12-S-50-98,192.0,36864.0,192.0,36864.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
7,CC-C-R23-S-16-35,64.0,12288.0,64.0,12288.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
9,CC-C-R23-S-16-49,96.0,18432.0,96.0,18432.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
8,CC-C-R23-S-25-35,64.0,12288.0,64.0,12288.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
10,CC-C-R23-S-25-70,96.0,18432.0,96.0,18432.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
11,CC-C-R23-S-25-70,128.0,24576.0,128.0,24576.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
12,CC-C-R23-S-50-84,128.0,24576.0,128.0,24576.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
13,CC-C-R23-S-50-98,192.0,36864.0,192.0,36864.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
14,CC-C-R34-S-16-35,64.0,12288.0,64.0,12288.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
16,CC-C-R34-S-16-49,96.0,18432.0,96.0,18432.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
15,CC-C-R34-S-25-35,64.0,12288.0,64.0,12288.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
17,CC-C-R34-S-25-70,96.0,18432.0,96.0,18432.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
18,CC-C-R34-S-25-70,128.0,24576.0,128.0,24576.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
19,CC-C-R34-S-50-84,128.0,24576.0,128.0,24576.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
20,CC-C-R34-S-50-98,192.0,36864.0,192.0,36864.0,NO,stage13_window_figure_data_memory.csv,f11189c77bef3b21afd3c5fe90cd1fba4155ae16b678a6cf22566ef9a0177591
