caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,22,6.000000,segmentCount,0,0,0,0
BCH-B200,22,6.000000,initialSyndromeCount,0,0,0,0
BCH-B200,22,6.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,22,6.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,22,6.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,22,6.000000,syndromeXorCount,0,0,0,0
BCH-B200,22,6.000000,syndromeShiftCount,0,0,0,0
BCH-B200,22,6.000000,tableLookupCount,0,0,0,0
BCH-B200,22,6.000000,lookupHitCount,0,0,0,0
BCH-B200,22,6.000000,lookupMissCount,0,0,0,0
BCH-B200,22,6.000000,bitFlipCount,29524,0.59048,2,6
BCH-B200,22,6.000000,postSyndromeCheckCount,50000,1,1,1
BCH-B200,22,6.000000,correctedSegmentCount,0,0,0,0
BCH-B200,22,6.000000,failedSegmentCount,0,0,0,0
BCH-B200,22,6.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,22,6.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,22,6.000000,syndromeValueCount,600000,12,12,12
BCH-B200,22,6.000000,syndromeEvaluationCount,153000000,3060,3060,3060
BCH-B200,22,6.000000,bmIterationCount,268728,5.3745599999999998,12,12
BCH-B200,22,6.000000,bmDiscrepancyCount,268728,5.3745599999999998,12,12
BCH-B200,22,6.000000,bmLocatorUpdateCount,30912,0.61824000000000001,2,16
BCH-B200,22,6.000000,bmPolynomialCopyCount,29522,0.59043999999999996,2,6
BCH-B200,22,6.000000,chienPositionTestCount,5710470,114.2094,255,255
BCH-B200,22,6.000000,chienPolynomialEvaluationCount,5710470,114.2094,255,255
BCH-B200,22,6.000000,chienRootCount,29524,0.59048,2,6
BCH-B200,22,6.000000,gfAddCount,162355946,3247.1189199999999,3883,5173
BCH-B200,22,6.000000,gfMultiplyCount,13577714,271.55428000000001,787,1837
BCH-B200,22,6.000000,gfDivideCount,29522,0.59043999999999996,2,6
BCH-B200,22,6.000000,gfInverseCount,0,0,0,0
BCH-B200,22,6.000000,locatorDegree,29524,0.59048,2,6
BCH-B200,22,6.000000,rootCount,29524,0.59048,2,6
BCH-B200,22,6.000000,decoderFailureCount,0,0,0,0
BCH-B200,22,6.000000,miscorrectionCount,0,0,0,0
