plotId,caseId,legendLabel,xRaw,xDisplay,yRaw,yPlot,yIsZero,framesProcessed,payloadBitsProcessed,plotSurrogateUsed
stage15_interleaving_formal_k300_tolerance_bar,K300_S15,分块300,0,0,8.0,8.0,false,0,0,false
stage15_interleaving_formal_k300_tolerance_bar,K300_M255K207,255双块300,1,1,10.0,10.0,false,0,0,false
stage15_interleaving_formal_k300_tolerance_bar,K300_M511K421,421整块300,2,2,10.0,10.0,false,0,0,false
stage15_interleaving_formal_k300_tolerance_bar,K300_M511K385,385整块300,3,3,10.0,10.0,false,0,0,false
