stage,mode,caseName,payloadLength,encodedLength,organization,correctionCapabilityT,burstLength,relativeStartInSubblock,interleaverMode,payloadCount,legalStartCountPerPayload,totalPatterns,processedFrames,processedBits,bitErrors,frameErrors,BER,FER,trueSuccessRate,reportedSuccessRate,decoderFailureRate,miscorrectionRate,explicitFailureWithWrongPayloadPatterns,averageTouchedSubblocks,averageMaximumSubblockErrorWeight,fractionAllSubblocksWithinGuaranteedRegion,averageSubblocksWithOneError,averageSubblocksWithMoreThanOneError,minimumFailingStart,maximumSuccessfulStart,allStartsGuaranteedCorrect,theoreticalGuaranteedRegion,ferWilson95Low,ferWilson95High,masterSeed,caseSeed,lengthSeed,randomStartSeed,stopReason,runtimeSeconds,configHash,permutationHash,inversePermutationHash,errorWeightConserved,pairedFrameCount
s2-07d,formal,BCH-S200,200,285,SEGMENTED,1,0,,NONE,100000,1,100000,100000,20000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,4017947825915577414,6142472192736942299,6142472192736942299,MAXIMUM_FRAMES,1.0062968000000001,e3c52da59ef63d04,0c676aafaea3bec0,0c676aafaea3bec0,true,100000
s2-07d,formal,BCH-S200,200,285,SEGMENTED,1,0,,FIXED_RANDOM,100000,1,100000,100000,20000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,4017947825915577414,6142472192736942299,6142472192736942299,MAXIMUM_FRAMES,1.0062968000000001,e3c52da59ef63d04,086532f4a013163c,273ca9cc3e6ed03c,true,100000
s2-07d,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,0,,NONE,100000,1,100000,100000,20000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,1634736261696657812,8526850842712178510,8526850842712178510,MAXIMUM_FRAMES,1.3903964499999999,deb543204c5d568b,a2046895accb2c03,a2046895accb2c03,true,100000
s2-07d,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,0,,FIXED_RANDOM,100000,1,100000,100000,20000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,1634736261696657812,8526850842712178510,8526850842712178510,MAXIMUM_FRAMES,1.3903964499999999,deb543204c5d568b,05db3d652ddf6163,85688e52470db023,true,100000
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,0,,NONE,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,10005808911069659570,12945100786885778195,12945100786885778195,MAXIMUM_FRAMES,1.4210995500000001,2604a9d36a2c2882,dfcbe7a21278659f,dfcbe7a21278659f,true,100000
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,0,,FIXED_RANDOM,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,10005808911069659570,12945100786885778195,12945100786885778195,MAXIMUM_FRAMES,1.4210995500000001,2604a9d36a2c2882,5c10f48ddd14cd1f,c5689bc5aef68813,true,100000
s2-07d,formal,BCH-B300,300,390,WHOLE_BLOCK_SHORTENED,10,0,,NONE,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,16952284447138302587,9283658908215209779,9283658908215209779,MAXIMUM_FRAMES,3.08980275,cc1ab8a52bff98f3,b68a989ea78bd8ca,b68a989ea78bd8ca,true,100000
s2-07d,formal,BCH-B300,300,390,WHOLE_BLOCK_SHORTENED,10,0,,FIXED_RANDOM,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,16952284447138302587,9283658908215209779,9283658908215209779,MAXIMUM_FRAMES,3.08980275,cc1ab8a52bff98f3,1e102dea679dcaf2,42d21fbe2eb4ada2,true,100000
s2-07d,formal,BCH-B300-426,300,426,WHOLE_BLOCK_SHORTENED,14,0,,NONE,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,7510885276443798771,17810022656746853395,17810022656746853395,MAXIMUM_FRAMES,4.2211850499999999,23802c3e63504b5f,0118cc44fa6c75d6,0118cc44fa6c75d6,true,100000
s2-07d,formal,BCH-B300-426,300,426,WHOLE_BLOCK_SHORTENED,14,0,,FIXED_RANDOM,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,7510885276443798771,17810022656746853395,17810022656746853395,MAXIMUM_FRAMES,4.2211850499999999,23802c3e63504b5f,2917cde6155cf7d6,4bad4fe864af70da,true,100000
