runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,windowBits,slideBits,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,mismatchVsBlockBits,mismatchVsBlockFrames,relativeFerIncreaseVsBlock,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,ACSCount,tracebackOperations,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,medianWindowProcessingTimeUs,maxWindowProcessingTimeUs,timingBatchCount,windowBufferBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,lostBits,duplicateBits,outputLength,finalFlushPass,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,stopReason
formal_full_wsd_20260730,CONTROL_W,W96-S16-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,96,16,70,1000,103035,1000,0.34344999999999998,1,0.34175278051663066,0.34515122863455522,0.99617324151444497,1,0.35607894736842105,0.30345833333333333,12926,701,0,170,137.77333333333334,168,170,611,31.428571428571427,32,15,15,15,181886000,1286000,1750.997100000001,2136.4000000000001,1723,3396.0999999999999,5,18432,18432,1536,19968,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W96-S16-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,128,16,70,1000,102981,1000,0.34327000000000002,1,0.34157299530022034,0.34497101846065714,0.99617324151444497,1,0.35531122448979591,0.32057692307692309,10868,645,0,170,142.03999999999999,196,226,611,36.666666666666664,88,13,13,13,210558000,1146000,1999.7936000000018,2426.5999999999999,1983.5,3211.4000000000001,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S16-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_W,W160-S16-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,16,70,1000,103068,1000,0.34355999999999998,1,0.34186264939325356,0.3452613569408986,0.99617324151444497,1,0.35532317073170733,0.32937499999999997,8949,581,0,170,153.13333333333333,260,290,611,44,152,11,11,11,222846000,1006000,2123.3410000000003,2607.8000000000002,2097.4000000000001,5888.3000000000002,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S16-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_W,W192-S16-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,192,16,70,1000,103021,1000,0.34340333333333334,1,0.3417061695086025,0.34510450750435534,0.99617324151444497,1,0.35262121212121211,0.33616071428571431,7106,504,0,170,171.05333333333334,324,354,611,55,216,9,9,9,218750000,866000,2088.4092000000023,2548.4000000000001,2070.4000000000001,4470.8999999999996,5,36864,36864,1536,38400,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W192-S16-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_S,W160-S8-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,8,70,1000,103309,1000,0.34436333333333335,1,0.34266502819131811,0.34606562423661807,0.99617324151444497,1,0.34814197530864199,0.33992753623188404,9254,654,0,154,152.91999999999999,276,306,611,24,168,20,20,20,408190000,1636000,3850.3754000000072,4699.5,3828.8000000000002,9918.7999999999993,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S8-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_S,W160-S16-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,16,70,1000,103068,1000,0.34355999999999998,1,0.34186264939325356,0.3452613569408986,0.99617324151444497,1,0.35532317073170733,0.32937499999999997,8949,581,0,170,153.13333333333333,260,290,611,44,152,11,11,11,222846000,1006000,2131.5430999999971,2615.6999999999998,2100.1999999999998,8163.1999999999998,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S16-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_S,W160-S25-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,25,70,1000,103026,1000,0.34342,1,0.34172281629509521,0.3451211936243726,0.99617324151444497,1,0.35883333333333334,0.33314444444444447,7339,465,0,188,162.5,280,310,611,70.333333333333329,172,7,7,7,142206000,726000,1369.6694999999991,1721.5,1349.9000000000001,6733.5,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S25-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_S,W160-S50-D70,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,50,70,1000,102856,1000,0.34285333333333334,1,0.34115682685686238,0.34455386424126405,0.99617324151444497,1,0.36044999999999999,0.33845416666666667,5779,307,0,238,175,280,310,611,124,172,4,4,4,80766000,516000,783.19700000000137,988.10000000000002,772.5,3016.8000000000002,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S50-D70,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_D,W160-S16-D35,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,16,35,1000,103116,1000,0.34372000000000003,1,0.34202245884875138,0.34542154338789721,0.99617324151444497,1,0.35581097560975611,0.32913970588235292,19575,912,0,100,115.8,260,290,611,51,222,11,11,11,222846000,656000,2123.9635999999973,2582.3000000000002,2101.5999999999999,5397.8999999999996,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S16-D35,STAGE13-1200,TARGET_ERRORS_REACHED
formal_full_wsd_20260730,CONTROL_D,W160-S16-D49,R12,FULL_GRID,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,160,16,49,1000,103299,1000,0.34433000000000002,1,0.34263173435818228,0.34603225225673384,0.99617324151444497,1,0.35678048780487803,0.32931617647058825,14194,775,0,128,130.73333333333332,260,290,611,48.200000000000003,194,11,11,11,222846000,796000,2120.1232000000005,2573.0999999999999,2103.9000000000001,3982.6999999999998,5,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S16-D49,STAGE13-1200,TARGET_ERRORS_REACHED
