runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,windowBits,slideBits,dtb,minFrames,targetFrameErrors,maxFrames,sourceStage09RowId
formal_full_wsd_20260730,CONTROL_W,W96-S16-D70,R12,FULL_GRID,-0.5,96,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R12,FULL_GRID,-0.5,128,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W160-S16-D70,R12,FULL_GRID,-0.5,160,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W192-S16-D70,R12,FULL_GRID,-0.5,192,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S8-D70,R12,FULL_GRID,-0.5,160,8,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S16-D70,R12,FULL_GRID,-0.5,160,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S25-D70,R12,FULL_GRID,-0.5,160,25,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S50-D70,R12,FULL_GRID,-0.5,160,50,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D35,R12,FULL_GRID,-0.5,160,16,35,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D49,R12,FULL_GRID,-0.5,160,16,49,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D70,R12,FULL_GRID,-0.5,160,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D84,R12,FULL_GRID,-0.5,160,16,84,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D98,R12,FULL_GRID,-0.5,160,16,98,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D112,R12,FULL_GRID,-0.5,160,16,112,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W96-S16-D70,R12,FULL_GRID,-4.5,96,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R12,FULL_GRID,-4.5,128,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W160-S16-D70,R12,FULL_GRID,-4.5,160,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_W,W192-S16-D70,R12,FULL_GRID,-4.5,192,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S8-D70,R12,FULL_GRID,-4.5,160,8,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S16-D70,R12,FULL_GRID,-4.5,160,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S25-D70,R12,FULL_GRID,-4.5,160,25,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_S,W160-S50-D70,R12,FULL_GRID,-4.5,160,50,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D35,R12,FULL_GRID,-4.5,160,16,35,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D49,R12,FULL_GRID,-4.5,160,16,49,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D70,R12,FULL_GRID,-4.5,160,16,70,1000,200,50000,FULL_WSD_20260730
formal_full_wsd_20260730,CONTROL_D,W160-S16-D84,R12,FULL_GRID,-4.5,160,16,84,1000,200,50000,FULL_WSD_20260730
