caseName,processedFrames,weightedAvgDecodeTimeUs,weightedAvgTotalReceiverTimeUs
BCH-S200,1890000,20.31833291005293,40.54528566137563
BCH-B200,1890000,42.660262486772524,60.43612306878309
BCH-S300,1890000,28.04368835978835,56.464252857142846
BCH-B300,1890000,107.71804021164023,133.2691816931217
BCH-B300-426,1890000,146.25418724867725,173.6508124867725
