caseName,burstMode,sourcePayloadEbN0Db,burstLength,burstStartPolicy,processedFrames,processedPayloadBits,decodedBitErrors,decodedFrameErrors,BER,FER,aggregation
BCH-B300-426,PURE,0,14,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,0,0,0.0,0.0,RAW_COUNTS
BCH-B300-426,PURE,0,14,ON_SEGMENT_BOUNDARY,5000,1500000,0,0,0.0,0.0,RAW_COUNTS
BCH-B300-426,PURE,0,15,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,75000,5000,0.05,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,15,ON_SEGMENT_BOUNDARY,5000,1500000,75000,5000,0.05,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,16,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,80000,5000,0.05333333333333334,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,16,ON_SEGMENT_BOUNDARY,5000,1500000,80000,5000,0.05333333333333334,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,20,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,100000,5000,0.06666666666666667,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,20,ON_SEGMENT_BOUNDARY,5000,1500000,100000,5000,0.06666666666666667,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,24,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,120000,5000,0.08,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,24,ON_SEGMENT_BOUNDARY,5000,1500000,120000,5000,0.08,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,29,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,145000,5000,0.09666666666666666,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,29,ON_SEGMENT_BOUNDARY,5000,1500000,145000,5000,0.09666666666666666,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,30,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,150000,5000,0.1,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,30,ON_SEGMENT_BOUNDARY,5000,1500000,150000,5000,0.1,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,31,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,155000,5000,0.10333333333333333,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,31,ON_SEGMENT_BOUNDARY,5000,1500000,155000,5000,0.10333333333333333,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,32,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,160000,5000,0.10666666666666667,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,32,ON_SEGMENT_BOUNDARY,5000,1500000,160000,5000,0.10666666666666667,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,48,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,240000,5000,0.16,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,48,ON_SEGMENT_BOUNDARY,5000,1500000,240000,5000,0.16,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,64,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,320000,5000,0.21333333333333335,1.0,RAW_COUNTS
BCH-B300-426,PURE,0,64,ON_SEGMENT_BOUNDARY,5000,1500000,320000,5000,0.21333333333333335,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,1,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,403,227,0.000403,0.0454,RAW_COUNTS
BCH-S200,AWGN,7.5,1,ON_SEGMENT_BOUNDARY,5000,1000000,555,231,0.000555,0.0462,RAW_COUNTS
BCH-S200,AWGN,7.5,2,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,793,379,0.000793,0.0758,RAW_COUNTS
BCH-S200,AWGN,7.5,2,ON_SEGMENT_BOUNDARY,5000,1000000,10333,4980,0.010333,0.996,RAW_COUNTS
BCH-S200,AWGN,7.5,3,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,10571,4981,0.010571,0.9962,RAW_COUNTS
BCH-S200,AWGN,7.5,3,ON_SEGMENT_BOUNDARY,5000,1000000,20122,5000,0.020122,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,4,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,20360,5000,0.02036,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,4,ON_SEGMENT_BOUNDARY,5000,1000000,25057,5000,0.025057,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,5,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,25295,5000,0.025295,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,5,ON_SEGMENT_BOUNDARY,5000,1000000,25171,5000,0.025171,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,6,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,25409,5000,0.025409,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,6,ON_SEGMENT_BOUNDARY,5000,1000000,30149,5000,0.030149,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,7,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,30387,5000,0.030387,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,7,ON_SEGMENT_BOUNDARY,5000,1000000,30265,5000,0.030265,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,8,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,30503,5000,0.030503,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,8,ON_SEGMENT_BOUNDARY,5000,1000000,44858,5000,0.044858,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,10,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,40397,5000,0.040397,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,10,ON_SEGMENT_BOUNDARY,5000,1000000,45148,5000,0.045148,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,12,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,50333,5000,0.050333,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,12,ON_SEGMENT_BOUNDARY,5000,1000000,50099,5000,0.050099,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,14,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,50334,5000,0.050334,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,14,ON_SEGMENT_BOUNDARY,5000,1000000,54917,5000,0.054917,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,15,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,55155,5000,0.055155,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,15,ON_SEGMENT_BOUNDARY,5000,1000000,55155,5000,0.055155,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,16,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,55393,5000,0.055393,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,16,ON_SEGMENT_BOUNDARY,5000,1000000,55576,5000,0.055576,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,20,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,80280,5000,0.08028,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,20,ON_SEGMENT_BOUNDARY,5000,1000000,80176,5000,0.080176,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,24,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,100093,5000,0.100093,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,24,ON_SEGMENT_BOUNDARY,5000,1000000,95181,5000,0.095181,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,29,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,105324,5000,0.105324,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,29,ON_SEGMENT_BOUNDARY,5000,1000000,109888,5000,0.109888,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,30,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,110126,5000,0.110126,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,30,ON_SEGMENT_BOUNDARY,5000,1000000,110151,5000,0.110151,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,31,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,110389,5000,0.110389,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,31,ON_SEGMENT_BOUNDARY,5000,1000000,110527,5000,0.110527,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,32,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,110765,5000,0.110765,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,32,ON_SEGMENT_BOUNDARY,5000,1000000,120312,5000,0.120312,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,48,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,175526,5000,0.175526,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,48,ON_SEGMENT_BOUNDARY,5000,1000000,185050,5000,0.18505,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,64,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,240246,5000,0.240246,1.0,RAW_COUNTS
BCH-S200,AWGN,7.5,64,ON_SEGMENT_BOUNDARY,5000,1000000,244980,5000,0.24498,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,1,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,91,58,9.1e-05,0.0116,RAW_COUNTS
BCH-S200,AWGN,8.5,1,ON_SEGMENT_BOUNDARY,5000,1000000,102,46,0.000102,0.0092,RAW_COUNTS
BCH-S200,AWGN,8.5,2,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,183,99,0.000183,0.0198,RAW_COUNTS
BCH-S200,AWGN,8.5,2,ON_SEGMENT_BOUNDARY,5000,1000000,10041,4991,0.010041,0.9982,RAW_COUNTS
BCH-S200,AWGN,8.5,3,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,10122,4992,0.010122,0.9984,RAW_COUNTS
BCH-S200,AWGN,8.5,3,ON_SEGMENT_BOUNDARY,5000,1000000,19991,5000,0.019991,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,4,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,20072,5000,0.020072,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,4,ON_SEGMENT_BOUNDARY,5000,1000000,24975,5000,0.024975,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,5,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,25056,5000,0.025056,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,5,ON_SEGMENT_BOUNDARY,5000,1000000,25017,5000,0.025017,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,6,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,25098,5000,0.025098,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,6,ON_SEGMENT_BOUNDARY,5000,1000000,30021,5000,0.030021,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,7,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,30102,5000,0.030102,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,7,ON_SEGMENT_BOUNDARY,5000,1000000,30052,5000,0.030052,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,8,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,30133,5000,0.030133,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,8,ON_SEGMENT_BOUNDARY,5000,1000000,44925,5000,0.044925,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,10,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,40102,5000,0.040102,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,10,ON_SEGMENT_BOUNDARY,5000,1000000,45012,5000,0.045012,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,12,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,50073,5000,0.050073,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,12,ON_SEGMENT_BOUNDARY,5000,1000000,49990,5000,0.04999,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,14,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,50075,5000,0.050075,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,14,ON_SEGMENT_BOUNDARY,5000,1000000,54950,5000,0.05495,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,15,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,55031,5000,0.055031,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,15,ON_SEGMENT_BOUNDARY,5000,1000000,55010,5000,0.05501,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,16,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,55091,5000,0.055091,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,16,ON_SEGMENT_BOUNDARY,5000,1000000,55145,5000,0.055145,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,20,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,80060,5000,0.08006,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,20,ON_SEGMENT_BOUNDARY,5000,1000000,80022,5000,0.080022,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,24,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,99995,5000,0.099995,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,24,ON_SEGMENT_BOUNDARY,5000,1000000,95021,5000,0.095021,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,29,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,105067,5000,0.105067,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,29,ON_SEGMENT_BOUNDARY,5000,1000000,109923,5000,0.109923,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,30,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,110004,5000,0.110004,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,30,ON_SEGMENT_BOUNDARY,5000,1000000,110006,5000,0.110006,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,31,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,110087,5000,0.110087,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,31,ON_SEGMENT_BOUNDARY,5000,1000000,110190,5000,0.11019,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,32,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,110271,5000,0.110271,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,32,ON_SEGMENT_BOUNDARY,5000,1000000,120091,5000,0.120091,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,48,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,175147,5000,0.175147,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,48,ON_SEGMENT_BOUNDARY,5000,1000000,184974,5000,0.184974,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,64,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,240052,5000,0.240052,1.0,RAW_COUNTS
BCH-S200,AWGN,8.5,64,ON_SEGMENT_BOUNDARY,5000,1000000,244968,5000,0.244968,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,1,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,1160,186,0.00116,0.0372,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,1,ON_SEGMENT_BOUNDARY,5000,1000000,1144,184,0.001144,0.0368,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,2,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,3179,496,0.003179,0.0992,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,2,ON_SEGMENT_BOUNDARY,5000,1000000,3198,497,0.003198,0.0994,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,3,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,7301,1077,0.007301,0.2154,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,3,ON_SEGMENT_BOUNDARY,5000,1000000,7321,1082,0.007321,0.2164,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,4,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,14708,2068,0.014708,0.4136,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,4,ON_SEGMENT_BOUNDARY,5000,1000000,14716,2072,0.014716,0.4144,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,5,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,25233,3360,0.025233,0.672,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,5,ON_SEGMENT_BOUNDARY,5000,1000000,25188,3356,0.025188,0.6712,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,6,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,35820,4436,0.03582,0.8872,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,6,ON_SEGMENT_BOUNDARY,5000,1000000,35749,4429,0.035749,0.8858,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,7,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,43866,4968,0.043866,0.9936,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,7,ON_SEGMENT_BOUNDARY,5000,1000000,43868,4969,0.043868,0.9938,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,8,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,48971,4997,0.048971,0.9994,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,8,ON_SEGMENT_BOUNDARY,5000,1000000,48966,4998,0.048966,0.9996,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,10,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,58777,5000,0.058777,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,10,ON_SEGMENT_BOUNDARY,5000,1000000,58791,5000,0.058791,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,12,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,68594,5000,0.068594,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,12,ON_SEGMENT_BOUNDARY,5000,1000000,68566,5000,0.068566,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,14,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,78388,5000,0.078388,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,14,ON_SEGMENT_BOUNDARY,5000,1000000,78369,5000,0.078369,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,15,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,83299,5000,0.083299,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,15,ON_SEGMENT_BOUNDARY,5000,1000000,83283,5000,0.083283,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,16,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,88190,5000,0.08819,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,16,ON_SEGMENT_BOUNDARY,5000,1000000,88144,5000,0.088144,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,20,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,107772,5000,0.107772,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,20,ON_SEGMENT_BOUNDARY,5000,1000000,107767,5000,0.107767,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,24,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,127392,5000,0.127392,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,24,ON_SEGMENT_BOUNDARY,5000,1000000,127389,5000,0.127389,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,29,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,151958,5000,0.151958,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,29,ON_SEGMENT_BOUNDARY,5000,1000000,151914,5000,0.151914,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,30,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,156825,5000,0.156825,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,30,ON_SEGMENT_BOUNDARY,5000,1000000,156794,5000,0.156794,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,31,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,161697,5000,0.161697,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,31,ON_SEGMENT_BOUNDARY,5000,1000000,161667,5000,0.161667,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,32,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,166589,5000,0.166589,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,32,ON_SEGMENT_BOUNDARY,5000,1000000,166585,5000,0.166585,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,48,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,244980,5000,0.24498,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,48,ON_SEGMENT_BOUNDARY,5000,1000000,244975,5000,0.244975,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,64,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,323396,5000,0.323396,1.0,RAW_COUNTS
BCH-B200,AWGN,5.2999999999999998,64,ON_SEGMENT_BOUNDARY,5000,1000000,323389,5000,0.323389,1.0,RAW_COUNTS
BCH-B200,AWGN,6,1,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,115,19,0.000115,0.0038,RAW_COUNTS
BCH-B200,AWGN,6,1,ON_SEGMENT_BOUNDARY,5000,1000000,115,19,0.000115,0.0038,RAW_COUNTS
BCH-B200,AWGN,6,2,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,500,79,0.0005,0.0158,RAW_COUNTS
BCH-B200,AWGN,6,2,ON_SEGMENT_BOUNDARY,5000,1000000,494,78,0.000494,0.0156,RAW_COUNTS
BCH-B200,AWGN,6,3,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,1807,278,0.001807,0.0556,RAW_COUNTS
BCH-B200,AWGN,6,3,ON_SEGMENT_BOUNDARY,5000,1000000,1832,281,0.001832,0.0562,RAW_COUNTS
BCH-B200,AWGN,6,4,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,5500,810,0.0055,0.162,RAW_COUNTS
BCH-B200,AWGN,6,4,ON_SEGMENT_BOUNDARY,5000,1000000,5516,813,0.005516,0.1626,RAW_COUNTS
BCH-B200,AWGN,6,5,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,13787,1943,0.013787,0.3886,RAW_COUNTS
BCH-B200,AWGN,6,5,ON_SEGMENT_BOUNDARY,5000,1000000,13840,1951,0.01384,0.3902,RAW_COUNTS
BCH-B200,AWGN,6,6,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,27309,3655,0.027309,0.731,RAW_COUNTS
BCH-B200,AWGN,6,6,ON_SEGMENT_BOUNDARY,5000,1000000,27374,3661,0.027374,0.7322,RAW_COUNTS
BCH-B200,AWGN,6,7,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,40018,4955,0.040018,0.991,RAW_COUNTS
BCH-B200,AWGN,6,7,ON_SEGMENT_BOUNDARY,5000,1000000,40077,4958,0.040077,0.9916,RAW_COUNTS
BCH-B200,AWGN,6,8,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,45247,4999,0.045247,0.9998,RAW_COUNTS
BCH-B200,AWGN,6,8,ON_SEGMENT_BOUNDARY,5000,1000000,45278,4999,0.045278,0.9998,RAW_COUNTS
BCH-B200,AWGN,6,10,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,55153,5000,0.055153,1.0,RAW_COUNTS
BCH-B200,AWGN,6,10,ON_SEGMENT_BOUNDARY,5000,1000000,55177,5000,0.055177,1.0,RAW_COUNTS
BCH-B200,AWGN,6,12,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,65064,5000,0.065064,1.0,RAW_COUNTS
BCH-B200,AWGN,6,12,ON_SEGMENT_BOUNDARY,5000,1000000,65070,5000,0.06507,1.0,RAW_COUNTS
BCH-B200,AWGN,6,14,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,74924,5000,0.074924,1.0,RAW_COUNTS
BCH-B200,AWGN,6,14,ON_SEGMENT_BOUNDARY,5000,1000000,74956,5000,0.074956,1.0,RAW_COUNTS
BCH-B200,AWGN,6,15,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,79877,5000,0.079877,1.0,RAW_COUNTS
BCH-B200,AWGN,6,15,ON_SEGMENT_BOUNDARY,5000,1000000,79890,5000,0.07989,1.0,RAW_COUNTS
BCH-B200,AWGN,6,16,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,84815,5000,0.084815,1.0,RAW_COUNTS
BCH-B200,AWGN,6,16,ON_SEGMENT_BOUNDARY,5000,1000000,84829,5000,0.084829,1.0,RAW_COUNTS
BCH-B200,AWGN,6,20,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,104587,5000,0.104587,1.0,RAW_COUNTS
BCH-B200,AWGN,6,20,ON_SEGMENT_BOUNDARY,5000,1000000,104627,5000,0.104627,1.0,RAW_COUNTS
BCH-B200,AWGN,6,24,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,124365,5000,0.124365,1.0,RAW_COUNTS
BCH-B200,AWGN,6,24,ON_SEGMENT_BOUNDARY,5000,1000000,124401,5000,0.124401,1.0,RAW_COUNTS
BCH-B200,AWGN,6,29,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,149145,5000,0.149145,1.0,RAW_COUNTS
BCH-B200,AWGN,6,29,ON_SEGMENT_BOUNDARY,5000,1000000,149142,5000,0.149142,1.0,RAW_COUNTS
BCH-B200,AWGN,6,30,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,154055,5000,0.154055,1.0,RAW_COUNTS
BCH-B200,AWGN,6,30,ON_SEGMENT_BOUNDARY,5000,1000000,154064,5000,0.154064,1.0,RAW_COUNTS
BCH-B200,AWGN,6,31,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,158987,5000,0.158987,1.0,RAW_COUNTS
BCH-B200,AWGN,6,31,ON_SEGMENT_BOUNDARY,5000,1000000,159015,5000,0.159015,1.0,RAW_COUNTS
BCH-B200,AWGN,6,32,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,163950,5000,0.16395,1.0,RAW_COUNTS
BCH-B200,AWGN,6,32,ON_SEGMENT_BOUNDARY,5000,1000000,163969,5000,0.163969,1.0,RAW_COUNTS
BCH-B200,AWGN,6,48,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,242994,5000,0.242994,1.0,RAW_COUNTS
BCH-B200,AWGN,6,48,ON_SEGMENT_BOUNDARY,5000,1000000,243021,5000,0.243021,1.0,RAW_COUNTS
BCH-B200,AWGN,6,64,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1000000,322027,5000,0.322027,1.0,RAW_COUNTS
BCH-B200,AWGN,6,64,ON_SEGMENT_BOUNDARY,5000,1000000,322049,5000,0.322049,1.0,RAW_COUNTS
BCH-S300,AWGN,7.7999999999999998,1,ONE_BEFORE_SEGMENT_BOUNDARY,5000,1500000,232,140,0.00015466666666666667,0.028,RAW_COUNTS
BCH-S300,AWGN,7.7999999999999998,1,ON_SEGMENT_BOUNDARY,5000,1500000,396,164,0.000264,0.0328,RAW_COUNTS
