rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,tracebackMode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,mismatchVsBlockBits,mismatchVsBlockFrames,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,tracebackOperations,ACSCount,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId
R12,-3.5,-3.5,-0.40369832574101228,0.49019607843137253,1.1193605692841697,BLOCK_FULL_TRACEBACK,306,1000,62846,993,0.20948666666666665,0.99299999999999999,0.20803419375644736,0.21094657944833181,0.98562168453423338,0.99660513159900921,0,0,58752,1536,60288,306000,39168000,610,311,580,611,485.52339999999992,451.5,656,9449.1000000000004,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--3.5,STAGE13-REFERENCE
R12,-3.5,-3.5,-0.40369832574101228,0.49019607843137253,1.1193605692841697,CONTINUOUS_TRUNCATED_D84,84,1000,62931,993,0.20977000000000001,0.99299999999999999,0.20831680021088267,0.21123063240456724,0.98562168453423338,0.99660513159900921,4737,489,16128,1536,17664,18732000,39168000,166,145.97999999999999,166,611,588.11949999999911,536,790.89999999999998,6875.8000000000002,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--3.5,STAGE13-REFERENCE
R12,-3.5,-3.5,-0.40369832574101228,0.49019607843137253,1.1193605692841697,CONTINUOUS_TRUNCATED_D112,112,1000,62885,993,0.20961666666666667,0.99299999999999999,0.20816386011509974,0.21107690976045779,0.98562168453423338,0.99660513159900921,1707,207,21504,1536,23040,21840000,39168000,222,184.90000000000001,222,611,629.89410000000044,549.60000000000002,853.20000000000005,29359.700000000001,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--3.5,STAGE13-REFERENCE
R12,-1.5,-1.5,1.5963016742589877,0.49019607843137253,0.70626877231137719,BLOCK_FULL_TRACEBACK,306,1000,3827,345,0.012756666666666666,0.34499999999999997,0.012361283388059094,0.01316452795349944,0.31618050448770851,0.37500579064281347,0,0,58752,1536,60288,306000,39168000,610,311,580,611,526.33009999999967,468.19999999999999,751.60000000000002,10800.1,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--1.5,STAGE13-REFERENCE
R12,-1.5,-1.5,1.5963016742589877,0.49019607843137253,0.70626877231137719,CONTINUOUS_TRUNCATED_D84,84,1000,3829,346,0.012763333333333333,0.34599999999999997,0.012367846421365111,0.01317129808279744,0.31715666010206423,0.37602198151148669,4,3,16128,1536,17664,18732000,39168000,166,145.97999999999999,166,611,632.83580000000029,556.10000000000002,889.89999999999998,6371.3999999999996,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--1.5,STAGE13-REFERENCE
R12,-1.5,-1.5,1.5963016742589877,0.49019607843137253,0.70626877231137719,CONTINUOUS_TRUNCATED_D112,112,1000,3827,345,0.012756666666666666,0.34499999999999997,0.012361283388059094,0.01316452795349944,0.31618050448770851,0.37500579064281347,0,0,21504,1536,23040,21840000,39168000,222,184.90000000000001,222,611,621.21189999999979,568.5,871.70000000000005,4157.6999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--1.5,STAGE13-REFERENCE
R12,0.5,0.5,3.5963016742589877,0.49019607843137253,0.44562546906687278,BLOCK_FULL_TRACEBACK,306,39747,949,200,7.9586719333115283e-05,0.0050318263013560769,7.4681859181411955e-05,8.4813687327349281e-05,0.0043824441025831469,0.0057768743923233773,0,0,58752,1536,60288,12162582,1556810496,610,311,580,611,412.0158225778041,418,513.29999999999995,3596.0999999999999,5,2026072001,2026072903,0-39746,STAGE13-REFERENCE-R12-0.5,STAGE13-REFERENCE
R12,0.5,0.5,3.5963016742589877,0.49019607843137253,0.44562546906687278,CONTINUOUS_TRUNCATED_D84,84,39747,949,200,7.9586719333115283e-05,0.0050318263013560769,7.4681859181411955e-05,8.4813687327349281e-05,0.0043824441025831469,0.0057768743923233773,0,0,16128,1536,17664,744540804,1556810496,166,145.97999999999999,166,611,494.65473620651011,494.5,611.89999999999998,7349.8999999999996,5,2026072001,2026072903,0-39746,STAGE13-REFERENCE-R12-0.5,STAGE13-REFERENCE
R12,0.5,0.5,3.5963016742589877,0.49019607843137253,0.44562546906687278,CONTINUOUS_TRUNCATED_D112,112,39747,949,200,7.9586719333115283e-05,0.0050318263013560769,7.4681859181411955e-05,8.4813687327349281e-05,0.0043824441025831469,0.0057768743923233773,0,0,21504,1536,23040,868074480,1556810496,222,184.90000000000001,222,611,506.67601579993436,505,628,8254.6000000000004,5,2026072001,2026072903,0-39746,STAGE13-REFERENCE-R12-0.5,STAGE13-REFERENCE
R12,2.5,2.5,5.5963016742589877,0.49019607843137253,0.28117066259517454,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,344.60773599999942,373.80000000000001,437.80000000000001,1730.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-2.5,STAGE13-REFERENCE
