rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,tracebackMode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,mismatchVsBlockBits,mismatchVsBlockFrames,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,tracebackOperations,ACSCount,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId
R12,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,BLOCK_FULL_TRACEBACK,306,1000,103025,1000,0.34341666666666665,1,0.34171948693761101,0.34511785640055481,0.99617324151444497,1,0,0,58752,1536,60288,306000,39168000,610,311,580,611,501.76509999999962,441.19999999999999,688.79999999999995,16214.1,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--4.5,STAGE13-REFERENCE
R12,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,CONTINUOUS_TRUNCATED_D84,84,1000,103133,1000,0.34377666666666667,1,0.34207905808216915,0.34547827603661357,0.99617324151444497,1,11108,756,16128,1536,17664,18732000,39168000,166,145.97999999999999,166,611,603.46329999999966,528.60000000000002,894.60000000000002,9588.6000000000004,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--4.5,STAGE13-REFERENCE
R12,-4.5,-4.5,-1.4036983257410123,0.49019607843137253,1.4091914656322269,CONTINUOUS_TRUNCATED_D112,112,1000,103238,1000,0.34412666666666669,1,0.34242864217672925,0.3458286829787644,0.99617324151444497,1,4985,458,21504,1536,23040,21840000,39168000,222,184.90000000000001,222,611,627.60849999999891,537.70000000000005,914.10000000000002,27954.700000000001,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--4.5,STAGE13-REFERENCE
R12,-2.5,-2.5,0.59630167425898772,0.49019607843137253,0.88913970501946138,BLOCK_FULL_TRACEBACK,306,1000,22999,865,0.076663333333333333,0.86499999999999999,0.075716691195227545,0.077620816868431766,0.84241784479720494,0.88478862150833992,0,0,58752,1536,60288,306000,39168000,610,311,580,611,475.38860000000039,447.30000000000001,560.89999999999998,6583.8999999999996,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--2.5,STAGE13-REFERENCE
R12,-2.5,-2.5,0.59630167425898772,0.49019607843137253,0.88913970501946138,CONTINUOUS_TRUNCATED_D84,84,1000,23085,873,0.076950000000000005,0.873,0.076001723984990791,0.077909110070641233,0.85092524742821429,0.89221999074156155,964,152,16128,1536,17664,18732000,39168000,166,145.97999999999999,166,611,594.03369999999984,531.5,750.60000000000002,11498.5,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--2.5,STAGE13-REFERENCE
R12,-2.5,-2.5,0.59630167425898772,0.49019607843137253,0.88913970501946138,CONTINUOUS_TRUNCATED_D112,112,1000,22996,865,0.076653333333333337,0.86499999999999999,0.075706748261272716,0.077610760058480582,0.84241784479720494,0.88478862150833992,183,37,21504,1536,23040,21840000,39168000,222,184.90000000000001,222,611,581.10089999999991,541.39999999999998,745.5,4366.5,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--2.5,STAGE13-REFERENCE
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,BLOCK_FULL_TRACEBACK,306,2974,1358,200,0.0015220802510647836,0.067249495628782782,0.0014433063053097086,0.0016051466741950062,0.05879495960011321,0.076820540555031486,0,0,58752,1536,60288,910044,116485632,610,311,580,611,484.96005379959632,459.39999999999998,653.29999999999995,11411.200000000001,5,2026072001,2026072903,0-2973,STAGE13-REFERENCE-R12--0.5,STAGE13-REFERENCE
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,CONTINUOUS_TRUNCATED_D84,84,2974,1358,200,0.0015220802510647836,0.067249495628782782,0.0014433063053097086,0.0016051466741950062,0.05879495960011321,0.076820540555031486,0,0,16128,1536,17664,55708968,116485632,166,145.97999999999999,166,611,571.71845998655022,537.39999999999998,788.89999999999998,4018.3000000000002,5,2026072001,2026072903,0-2973,STAGE13-REFERENCE-R12--0.5,STAGE13-REFERENCE
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,CONTINUOUS_TRUNCATED_D112,112,2974,1358,200,0.0015220802510647836,0.067249495628782782,0.0014433063053097086,0.0016051466741950062,0.05879495960011321,0.076820540555031486,0,0,21504,1536,23040,64952160,116485632,222,184.90000000000001,222,611,593.05174848688603,551.29999999999995,825.39999999999998,7315.5,5,2026072001,2026072903,0-2973,STAGE13-REFERENCE-R12--0.5,STAGE13-REFERENCE
R12,1.5,1.5,4.5963016742589877,0.49019607843137253,0.35397289219206896,BLOCK_FULL_TRACEBACK,306,50000,32,7,2.1333333333333334e-06,0.00013999999999999999,1.5112241931851212e-06,3.0115385699273595e-06,6.781887437968768e-05,0.00028898288924855225,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,400.93627199999906,409.39999999999998,497.30000000000001,9615.2999999999993,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-1.5,STAGE13-REFERENCE
R12,1.5,1.5,4.5963016742589877,0.49019607843137253,0.35397289219206896,CONTINUOUS_TRUNCATED_D84,84,50000,32,7,2.1333333333333334e-06,0.00013999999999999999,1.5112241931851212e-06,3.0115385699273595e-06,6.781887437968768e-05,0.00028898288924855225,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,482.837895999995,487.19999999999999,595.20000000000005,6732.8999999999996,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-1.5,STAGE13-REFERENCE
R12,1.5,1.5,4.5963016742589877,0.49019607843137253,0.35397289219206896,CONTINUOUS_TRUNCATED_D112,112,50000,32,7,2.1333333333333334e-06,0.00013999999999999999,1.5112241931851212e-06,3.0115385699273595e-06,6.781887437968768e-05,0.00028898288924855225,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,494.50575599999956,497.80000000000001,610.89999999999998,3724.6999999999998,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-1.5,STAGE13-REFERENCE
R12,3.5,3.5,6.5963016742589877,0.49019607843137253,0.22334179607548157,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,354.09028400000147,378.80000000000001,440.60000000000002,2378.6999999999998,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-3.5,STAGE13-REFERENCE
R12,3.5,3.5,6.5963016742589877,0.49019607843137253,0.22334179607548157,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,429.87650600000183,449.89999999999998,522.70000000000005,1974.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-3.5,STAGE13-REFERENCE
R12,3.5,3.5,6.5963016742589877,0.49019607843137253,0.22334179607548157,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,441.11465400000094,459.30000000000001,539.5,2562,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-3.5,STAGE13-REFERENCE
