rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,tracebackMode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,mismatchVsBlockBits,mismatchVsBlockFrames,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,tracebackOperations,ACSCount,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId
R12,-4,-4,-0.90369832574101228,0.49019607843137253,1.2559432157547903,BLOCK_FULL_TRACEBACK,306,1000,84246,1000,0.28082000000000001,1,0.27921468760955753,0.28243092545819676,0.99617324151444497,1,0,0,58752,1536,60288,306000,39168000,610,311,580,611,479.73940000000022,453.30000000000001,654.39999999999998,4799.1999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--4,STAGE13-REFERENCE
R12,-4,-4,-0.90369832574101228,0.49019607843137253,1.2559432157547903,CONTINUOUS_TRUNCATED_D84,84,1000,84174,1000,0.28058,1,0.2789751098159361,0.28219050939807355,0.99617324151444497,1,7776,654,16128,1536,17664,18732000,39168000,166,145.97999999999999,166,611,599.37630000000013,528.60000000000002,835.79999999999995,8317.5,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--4,STAGE13-REFERENCE
R12,-4,-4,-0.90369832574101228,0.49019607843137253,1.2559432157547903,CONTINUOUS_TRUNCATED_D112,112,1000,84214,1000,0.28071333333333331,1,0.27910820852005386,0.28232407394603615,0.99617324151444497,1,2974,337,21504,1536,23040,21840000,39168000,222,184.90000000000001,222,611,590.64970000000062,538.60000000000002,758.60000000000002,14153.1,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--4,STAGE13-REFERENCE
R12,-2,-2,1.0963016742589877,0.49019607843137253,0.79244659623055669,BLOCK_FULL_TRACEBACK,306,1000,10272,633,0.03424,0.63300000000000001,0.033595228553792274,0.034896699279208972,0.60267062647511083,0.66231145576773154,0,0,58752,1536,60288,306000,39168000,610,311,580,611,531.33139999999969,466.80000000000001,841.39999999999998,3524.8000000000002,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--2,STAGE13-REFERENCE
R12,-2,-2,1.0963016742589877,0.49019607843137253,0.79244659623055669,CONTINUOUS_TRUNCATED_D84,84,1000,10327,640,0.034423333333333334,0.64000000000000001,0.033776881825116893,0.035081707979494801,0.60976623739594105,0.6691622702281036,237,50,16128,1536,17664,18732000,39168000,166,145.97999999999999,166,611,623.71949999999902,553,954.89999999999998,7298.6999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--2,STAGE13-REFERENCE
R12,-2,-2,1.0963016742589877,0.49019607843137253,0.79244659623055669,CONTINUOUS_TRUNCATED_D112,112,1000,10269,633,0.034229999999999997,0.63300000000000001,0.033585320336981,0.034886607752114218,0.60267062647511083,0.66231145576773154,5,4,21504,1536,23040,21840000,39168000,222,184.90000000000001,222,611,653.40480000000105,564.70000000000005,1037.5,9917.2999999999993,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R12--2,STAGE13-REFERENCE
R12,0,0,3.0963016742589877,0.49019607843137253,0.5,BLOCK_FULL_TRACEBACK,306,10066,1042,200,0.00034505596397112393,0.019868865487780649,0.00032473460445723689,0.00036664853445952472,0.017320258802909917,0.022783794520287996,0,0,58752,1536,60288,3080196,394265088,610,311,580,611,459.62550168885326,446.39999999999998,596.79999999999995,5356.6999999999998,5,2026072001,2026072903,0-10065,STAGE13-REFERENCE-R12-0,STAGE13-REFERENCE
R12,0,0,3.0963016742589877,0.49019607843137253,0.5,CONTINUOUS_TRUNCATED_D84,84,10066,1042,200,0.00034505596397112393,0.019868865487780649,0.00032473460445723689,0.00036664853445952472,0.017320258802909917,0.022783794520287996,0,0,16128,1536,17664,188556312,394265088,166,145.97999999999999,166,611,545.42396185177722,526.5,704.20000000000005,6396.1000000000004,5,2026072001,2026072903,0-10065,STAGE13-REFERENCE-R12-0,STAGE13-REFERENCE
R12,0,0,3.0963016742589877,0.49019607843137253,0.5,CONTINUOUS_TRUNCATED_D112,112,10066,1042,200,0.00034505596397112393,0.019868865487780649,0.00032473460445723689,0.00036664853445952472,0.017320258802909917,0.022783794520287996,0,0,21504,1536,23040,219841440,394265088,222,184.90000000000001,222,611,560.87373335982238,538.60000000000002,727.29999999999995,17729.5,5,2026072001,2026072903,0-10065,STAGE13-REFERENCE-R12-0,STAGE13-REFERENCE
R12,2,2,5.0963016742589877,0.49019607843137253,0.31547867224009662,BLOCK_FULL_TRACEBACK,306,50000,8,2,5.3333333333333334e-07,4.0000000000000003e-05,2.7025329288736554e-07,1.0525102897361208e-06,1.0969511301390302e-05,0.00014584761698167861,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,391.93554799999782,403.10000000000002,482.19999999999999,4254.8999999999996,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-2,STAGE13-REFERENCE
R12,2,2,5.0963016742589877,0.49019607843137253,0.31547867224009662,CONTINUOUS_TRUNCATED_D84,84,50000,8,2,5.3333333333333334e-07,4.0000000000000003e-05,2.7025329288736554e-07,1.0525102897361208e-06,1.0969511301390302e-05,0.00014584761698167861,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,470.71471999999983,478.39999999999998,571.10000000000002,4161.1000000000004,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-2,STAGE13-REFERENCE
R12,2,2,5.0963016742589877,0.49019607843137253,0.31547867224009662,CONTINUOUS_TRUNCATED_D112,112,50000,8,2,5.3333333333333334e-07,4.0000000000000003e-05,2.7025329288736554e-07,1.0525102897361208e-06,1.0969511301390302e-05,0.00014584761698167861,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,482.02253399999381,488.10000000000002,589.39999999999998,2898.1999999999998,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-2,STAGE13-REFERENCE
R12,4,4,7.0963016742589877,0.49019607843137253,0.19905358527674863,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,349.66036600000001,375.39999999999998,435.60000000000002,1605.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-4,STAGE13-REFERENCE
R12,4,4,7.0963016742589877,0.49019607843137253,0.19905358527674863,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,423.1124640000005,446.10000000000002,516.39999999999998,2146.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-4,STAGE13-REFERENCE
R12,4,4,7.0963016742589877,0.49019607843137253,0.19905358527674863,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,434.07543399999474,455.69999999999999,530.79999999999995,2263.9000000000001,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-4,STAGE13-REFERENCE
R12,6,6,9.0963016742589886,0.49019607843137253,0.12559432157547901,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,349.59811999999971,376.10000000000002,435.60000000000002,2432.3000000000002,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-6,STAGE13-REFERENCE
R12,6,6,9.0963016742589886,0.49019607843137253,0.12559432157547901,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,422.68205399999857,445.10000000000002,516.60000000000002,1771.5999999999999,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-6,STAGE13-REFERENCE
R12,6,6,9.0963016742589886,0.49019607843137253,0.12559432157547901,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,433.00982199999714,454.19999999999999,529.79999999999995,2773.8000000000002,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-6,STAGE13-REFERENCE
R12,8,8,11.096301674258989,0.49019607843137253,0.079244659623055658,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,336.95855400000045,359.80000000000001,421.39999999999998,2049.3000000000002,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-8,STAGE13-REFERENCE
R12,8,8,11.096301674258989,0.49019607843137253,0.079244659623055658,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,407.66198799999938,429.39999999999998,499.80000000000001,2184.8000000000002,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-8,STAGE13-REFERENCE
R12,8,8,11.096301674258989,0.49019607843137253,0.079244659623055658,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,418.39046799999704,441.30000000000001,513.29999999999995,2854.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-8,STAGE13-REFERENCE
R12,10,10,13.096301674258989,0.49019607843137253,0.050000000000000003,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,610,311,580,611,342.81797199999971,363.89999999999998,426.60000000000002,8281.8999999999996,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-10,STAGE13-REFERENCE
R12,10,10,13.096301674258989,0.49019607843137253,0.050000000000000003,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,16128,1536,17664,936600000,1958400000,166,145.97999999999999,166,611,413.79268000000059,434.80000000000001,505.60000000000002,4895,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-10,STAGE13-REFERENCE
R12,10,10,13.096301674258989,0.49019607843137253,0.050000000000000003,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,21504,1536,23040,1092000000,1958400000,222,184.90000000000001,222,611,423.40927799999798,445.80000000000001,518.5,3918.9000000000001,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R12-10,STAGE13-REFERENCE
R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183007,1.1193605692841697,BLOCK_FULL_TRACEBACK,306,1000,129195,1000,0.43064999999999998,1,0.42887899854105743,0.43242277747066232,0.99617324151444497,1,0,0,58752,1536,60288,306000,39168000,457,233,435,458,340.93180000000012,358.39999999999998,427.39999999999998,842,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--3.5,STAGE13-REFERENCE
R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183007,1.1193605692841697,CONTINUOUS_TRUNCATED_D84,84,1000,129236,1000,0.43078666666666665,1,0.42901559503512499,0.43255951080997712,0.99617324151444497,1,22721,934,16128,1536,17664,18732000,39168000,124,109.42,125,458,397.41739999999982,414.39999999999998,483.39999999999998,775,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--3.5,STAGE13-REFERENCE
R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183007,1.1193605692841697,CONTINUOUS_TRUNCATED_D112,112,1000,129307,1000,0.43102333333333331,1,0.42925214050885363,0.43279629260869112,0.99617324151444497,1,13092,756,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,410.14330000000035,426.10000000000002,500.30000000000001,944,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--3.5,STAGE13-REFERENCE
R23,-1.5,-1.5,0.34691430817598778,0.65359477124183007,0.70626877231137719,BLOCK_FULL_TRACEBACK,306,1000,69063,994,0.23021,0.99399999999999999,0.22870707628223655,0.23171983287712747,0.98697183175814784,0.99724733085812367,0,0,58752,1536,60288,306000,39168000,457,233,435,458,333.73169999999999,355.5,411.60000000000002,706.10000000000002,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--1.5,STAGE13-REFERENCE
R23,-1.5,-1.5,0.34691430817598778,0.65359477124183007,0.70626877231137719,CONTINUOUS_TRUNCATED_D84,84,1000,69296,997,0.23098666666666667,0.997,0.22948195550827352,0.23249826709445845,0.99121698594649688,0.99897921611886142,12959,735,16128,1536,17664,18732000,39168000,124,109.42,125,458,393.15939999999966,412,482.60000000000002,1288.4000000000001,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--1.5,STAGE13-REFERENCE
R23,-1.5,-1.5,0.34691430817598778,0.65359477124183007,0.70626877231137719,CONTINUOUS_TRUNCATED_D112,112,1000,69196,995,0.23065333333333332,0.995,0.22914938843244906,0.23216417604008202,0.98834904462662487,0.99786246447267557,6527,500,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,407.50189999999986,422,499.19999999999999,1484,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--1.5,STAGE13-REFERENCE
R23,0.5,0.5,2.3469143081759878,0.65359477124183007,0.44562546906687278,BLOCK_FULL_TRACEBACK,306,1000,3521,260,0.011736666666666666,0.26000000000000001,0.011357484261496601,0.012128353201647431,0.23376861850763092,0.28806822556543549,0,0,58752,1536,60288,306000,39168000,457,233,435,458,345.97390000000041,366.89999999999998,428.80000000000001,861.89999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.5,STAGE13-REFERENCE
R23,0.5,0.5,2.3469143081759878,0.65359477124183007,0.44562546906687278,CONTINUOUS_TRUNCATED_D84,84,1000,3645,275,0.012149999999999999,0.27500000000000002,0.011764167889143782,0.012548325655449263,0.24822587402252644,0.30349616729597334,280,49,16128,1536,17664,18732000,39168000,124,109.42,125,458,404.44709999999941,423.19999999999999,499,1370.5,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.5,STAGE13-REFERENCE
R23,0.5,0.5,2.3469143081759878,0.65359477124183007,0.44562546906687278,CONTINUOUS_TRUNCATED_D112,112,1000,3528,261,0.01176,0.26100000000000001,0.011380439009673357,0.012152064522584735,0.23473118426217232,0.28909800629392302,49,10,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,415.59069999999912,433.69999999999999,514.5,692.89999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.5,STAGE13-REFERENCE
R23,2.5,2.5,4.3469143081759878,0.65359477124183007,0.28117066259517454,BLOCK_FULL_TRACEBACK,306,50000,460,79,3.0666666666666669e-05,0.00158,2.7989390897919999e-05,3.3600023917246219e-05,0.0012680687046281339,0.0019685118079705685,0,0,58752,1536,60288,15300000,1958400000,457,233,435,458,337.7749960000001,364.30000000000001,420.60000000000002,2191.3000000000002,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-2.5,STAGE13-REFERENCE
R23,2.5,2.5,4.3469143081759878,0.65359477124183007,0.28117066259517454,CONTINUOUS_TRUNCATED_D84,84,50000,460,79,3.0666666666666669e-05,0.00158,2.7989390897919999e-05,3.3600023917246219e-05,0.0012680687046281339,0.0019685118079705685,0,0,16128,1536,17664,936600000,1958400000,124,109.42,125,458,398.66225399999826,424.30000000000001,487.30000000000001,2717.5999999999999,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-2.5,STAGE13-REFERENCE
R23,2.5,2.5,4.3469143081759878,0.65359477124183007,0.28117066259517454,CONTINUOUS_TRUNCATED_D112,112,50000,460,79,3.0666666666666669e-05,0.00158,2.7989390897919999e-05,3.3600023917246219e-05,0.0012680687046281339,0.0019685118079705685,0,0,21504,1536,23040,1092000000,1958400000,166,138.58666666666667,167,458,410.76740799999988,435,501.30000000000001,1722.4000000000001,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-2.5,STAGE13-REFERENCE
R23,4.5,4.5,6.3469143081759878,0.65359477124183007,0.17740669461678774,BLOCK_FULL_TRACEBACK,306,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,58752,1536,60288,15300000,1958400000,457,233,435,458,341.77819599999748,367.30000000000001,429.60000000000002,2120.5999999999999,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-4.5,STAGE13-REFERENCE
R23,4.5,4.5,6.3469143081759878,0.65359477124183007,0.17740669461678774,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,16128,1536,17664,936600000,1958400000,124,109.42,125,458,403.99955600000129,427.19999999999999,500.39999999999998,1988.5999999999999,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-4.5,STAGE13-REFERENCE
R23,4.5,4.5,6.3469143081759878,0.65359477124183007,0.17740669461678774,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0,0,0,2.5609718912715457e-07,0,7.6823274145000517e-05,0,0,21504,1536,23040,1092000000,1958400000,166,138.58666666666667,167,458,415.64521599999591,437.89999999999998,512.89999999999998,1867,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-4.5,STAGE13-REFERENCE
