stage,mode,caseName,payloadLength,encodedLength,organization,correctionCapabilityT,burstLength,relativeStartInSubblock,interleaverMode,payloadCount,legalStartCountPerPayload,totalPatterns,processedFrames,processedBits,bitErrors,frameErrors,BER,FER,trueSuccessRate,reportedSuccessRate,decoderFailureRate,miscorrectionRate,explicitFailureWithWrongPayloadPatterns,averageTouchedSubblocks,averageMaximumSubblockErrorWeight,fractionAllSubblocksWithinGuaranteedRegion,averageSubblocksWithOneError,averageSubblocksWithMoreThanOneError,minimumFailingStart,maximumSuccessfulStart,allStartsGuaranteedCorrect,theoreticalGuaranteedRegion,ferWilson95Low,ferWilson95High,masterSeed,caseSeed,lengthSeed,randomStartSeed,stopReason,runtimeSeconds,configHash,permutationHash,inversePermutationHash,errorWeightConserved,pairedFrameCount
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,0,,NONE,100,1,100,100,20000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,3.4694469519536142e-18,0.036993498206985678,2026072607,1634736261696657812,8526850842712178510,8526850842712178510,EXHAUSTIVE_ALL_STARTS,0.0015307999999999999,e164fe1ad4acff90,,,true,0
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,1,,NONE,100,248,24800,24800,4960000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,247,true,true,0,0.00015487354356266591,2026072607,1634736261696657812,889119839000955771,889119839000955771,EXHAUSTIVE_ALL_STARTS,0.29862090000000002,df00c6472d7efd8a,,,true,0
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,2,,NONE,100,247,24700,24700,4940000,0,0,0,0,1,1,0,0,0,1,2,1,0,1,,246,true,true,0,0.00015550046445600481,2026072607,1634736261696657812,3316911228337861567,3316911228337861567,EXHAUSTIVE_ALL_STARTS,0.32098840000000001,be980ceec31a9839,,,true,0
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,3,,NONE,100,246,24600,24600,4920000,0,0,0,0,1,1,0,0,0,1,3,1,0,1,,245,true,true,0,0.00015613248147138131,2026072607,1634736261696657812,14070308680367686239,14070308680367686239,EXHAUSTIVE_ALL_STARTS,0.33626790000000001,dcb71d9b60832140,,,true,0
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,4,,NONE,100,245,24500,24500,4900000,0,0,0,0,1,1,0,0,0,1,4,1,0,1,,244,true,true,0,0.0001567696570005071,2026072607,1634736261696657812,17305703104608333416,17305703104608333416,EXHAUSTIVE_ALL_STARTS,0.38343719999999998,16afbff803e11994,,,true,0
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,5,,NONE,100,244,24400,24400,4880000,0,0,0,0,1,1,0,0,0,1,5,1,0,1,,243,true,true,0,0.00015741205445774772,2026072607,1634736261696657812,900375294139292588,900375294139292588,EXHAUSTIVE_ALL_STARTS,0.4166009,deb543204c5d568b,,,true,0
s2-07a,formal,BCH-B200,200,248,WHOLE_BLOCK_SHORTENED,6,6,,NONE,100,243,24300,24300,4860000,0,0,0,0,1,1,0,0,0,1,6,1,0,1,,242,true,true,1.3552527156068805e-20,0.0001580597383011618,2026072607,1634736261696657812,5804698399771143140,5804698399771143140,EXHAUSTIVE_ALL_STARTS,0.42367899999999997,130a76379aa02c4e,,,true,0
s2-07a,formal,BCH-B300,300,390,WHOLE_BLOCK_SHORTENED,10,0,,NONE,100,1,100,100,30000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,3.4694469519536142e-18,0.036993498206985678,2026072607,16952284447138302587,9283658908215209779,9283658908215209779,EXHAUSTIVE_ALL_STARTS,0.0032406000000000002,8f91433b755fc1a0,,,true,0
s2-07a,formal,BCH-B300,300,390,WHOLE_BLOCK_SHORTENED,10,1,,NONE,100,390,39000,39000,11700000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,389,true,true,0,9.8489243033916138e-05,2026072607,16952284447138302587,17537140417558812087,17537140417558812087,EXHAUSTIVE_ALL_STARTS,1.1066042,f02c48a910aa97ab,,,true,0
s2-07a,formal,BCH-B300,300,390,WHOLE_BLOCK_SHORTENED,10,2,,NONE,100,389,38900,38900,11670000,0,0,0,0,1,1,0,0,0,1,2,1,0,1,,388,true,true,0,9.8742403748490205e-05,2026072607,16952284447138302587,3276565547809796431,3276565547809796431,EXHAUSTIVE_ALL_STARTS,1.1974994999999999,2f58df597280e5b4,,,true,0
