schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,medianReceiverTimeUs,p95ReceiverTimeUs,p99ReceiverTimeUs,maxReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit,resultClass,experimentAxis,physicalFrequencyNote,seriesKey,plotted
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,12105,4533,0.0097620967741935492,318,53,0.00031799999999999998,0.0106,4947,0.98939999999999995,4947,0.98939999999999995,0,0,53,0.0106,37.206279999999971,31.100000000000001,52.810000000000031,176.32800000000063,1259.8,92.191780000000023,75.700000000000003,148.81000000000006,476.61600000000038,3688.5999999999999,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,aeb282ab39a729f0d906726cec928a5f25dbf735a9ef41602efd79c269c5a72c,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,5,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,12183,4532,0.0098250000000000004,342,58,0.00034200000000000002,0.011599999999999999,4942,0.98839999999999995,4942,0.98839999999999995,0,0,58,0.011599999999999999,28.840079999999986,25.800000000000001,42.705000000000027,84.229000000000639,861.20000000000005,73.994500000000244,66,109.40500000000003,206.24100000000089,1609.8,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,14f1787575020cbdd6e0c9fa04fefe96fcd14b4b9608105a982158df28dfcb2e,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,10,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,12491,4567,0.010073387096774194,359,62,0.000359,0.0124,4938,0.98760000000000003,4938,0.98760000000000003,0,0,62,0.0124,26.320099999999954,24.399999999999999,38.5,51.5,273,67.73441999999983,64,86.099999999999994,123.80100000000002,405.80000000000001,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,e782f8132ff75aaad05d9bd42e96430bc90e6793a72d5f88bff02df859533d4f,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,15,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,13004,4610,0.010487096774193549,438,77,0.00043800000000000002,0.0154,4923,0.98460000000000003,4923,0.98460000000000003,0,0,77,0.0154,29.261199999999967,26.699999999999999,42.805000000000014,76.704000000000093,441.39999999999998,73.036859999999962,67.299999999999997,97.599999999999994,173.00500000000011,991.60000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,0bb17ba1cdc171588d3caf3b101eef01f7740dbafe4323addabc0e15f0bbfc5b,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,20,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,13784,4682,0.011116129032258065,552,98,0.00055199999999999997,0.019599999999999999,4902,0.98040000000000005,4902,0.98040000000000005,0,0,98,0.019599999999999999,28.008559999999957,25.899999999999999,41.100000000000001,60.224000000000522,597.10000000000002,70.333500000000029,65.799999999999997,89.599999999999994,145.20200000000003,822.60000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,a4e0009299dd9be5fe0f876eda23333f04bd5d684cfbc59cbbecea8bf926c393,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,16327,4807,0.013166935483870967,1246,229,0.0012459999999999999,0.0458,4771,0.95420000000000005,4772,0.95440000000000003,1,0.00020000000000000001,228,0.045600000000000002,28.051859999999991,26.399999999999999,40.299999999999997,64.502000000000038,235.90000000000001,70.028299999999831,66.099999999999994,88.910000000000053,149.71500000000032,570.10000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,45a3cc1f12fd41677c5c6c5460ca9cabeb0eda07c8fbd7be0d500c99c7d71328,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,45,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,24601,4969,0.019839516129032259,5550,1111,0.0055500000000000002,0.22220000000000001,3889,0.77780000000000005,3889,0.77780000000000005,0,0,1111,0.22220000000000001,30.476580000000009,29,43,55.702000000000048,579.70000000000005,71.921740000000042,68,89.900000000000006,119.30200000000004,625.60000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,51ccac39e438d08307511b4fac0ef4db468c704e9e1230f405600068d42fd717,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,60,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,43372,5000,0.03497741935483871,19485,3881,0.019484999999999999,0.7762,1119,0.2238,1122,0.22439999999999999,8,0.0016000000000000001,3878,0.77559999999999996,37.581939999999975,33,51.100000000000001,103.81200000000025,820.5,84.00094,74.599999999999994,121.59999999999999,231.00600000000014,1010.2,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,fdf10b6bcea93466e004916c5438e310c9cd0c202dc2adc652159e9473458627,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,75,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,81601,5000,0.065807258064516136,35527,4988,0.035527000000000003,0.99760000000000004,12,0.0023999999999999998,13,0.0025999999999999999,4,0.00080000000000000004,4987,0.99739999999999995,38.75404000000001,31.699999999999999,48.600000000000001,88.608000000000175,13526.299999999999,83.607079999999755,73.5,104.2,171.40100000000004,13573.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,a42e8e5c357c2ecc543a45cfba2988167cf7ba871384e58750b1368a6d17a047,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,90,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,147660,5000,0.11908064516129033,59401,5000,0.059401000000000002,1,0,0,6,0.0011999999999999999,6,0.0011999999999999999,4994,0.99880000000000002,34.877480000000048,30.399999999999999,47.100000000000001,91.701000000000036,522.20000000000005,79.489920000000069,72.299999999999997,99.90500000000003,173.02100000000047,1024.8,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,18b02b0528c3b5a194dd53a721ed7551ae5d36bedd69f0110dccfa3d7b2f18f0,WORKTREE,RESIDUAL_CFO_PHI0_ZERO,FRAME_ROTATION,FRAME_TOTAL_ROTATION;SAME_ANGLE_IS_NOT_SAME_NORMALIZED_CFO,BCH-B200,true
