schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,medianReceiverTimeUs,p95ReceiverTimeUs,p99ReceiverTimeUs,maxReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit,resultClass,experimentAxis,seriesKey,plotted
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,12105,4533,0.0097620967741935492,318,53,0.00031799999999999998,0.0106,4947,0.98939999999999995,4947,0.98939999999999995,0,0,53,0.0106,37.787559999999914,32,51.005000000000017,159.90200000000007,3585.4000000000001,90.611199999999869,77.400000000000006,131.61500000000004,366.03500000000076,3624.5999999999999,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,aeb282ab39a729f0d906726cec928a5f25dbf735a9ef41602efd79c269c5a72c,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,61011,5000,0.049202419354838711,48390,4815,0.048390000000000002,0.96299999999999997,185,0.036999999999999998,190,0.037999999999999999,5,0.001,4810,0.96199999999999997,37.100420000000177,32.299999999999997,50.600000000000001,99.009000000000199,1262.8,83.746400000000008,73.799999999999997,124.2,209.70800000000017,1308.4000000000001,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,63fbbf00aebb354a7c51aeb73ce2e88ae932c944ca186b926477b94a879bbfbc,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,620170,5000,0.5001370967741936,499968,5000,0.49996800000000002,1,0,0,6,0.0011999999999999999,6,0.0011999999999999999,4994,0.99880000000000002,37.45691999999994,32.399999999999999,51.705000000000027,113.91600000000035,527.5,88.483880000000028,77.099999999999994,132.30500000000004,267.45000000000107,1301.7,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,a606ac96fa77fa687ef7590d6aaee5cd2f0473f6ecb55766a1087e45620129a3,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,1179206,5000,0.95097258064516133,950863,5000,0.95086300000000001,1,0,0,5,0.001,5,0.001,4995,0.999,34.031639999999975,30.199999999999999,46.605000000000018,78.339000000000837,333,79.591980000000035,72.400000000000006,101.30500000000001,171.40700000000018,843.79999999999995,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,b3e1252e82c60f2458e64aae057000b3b245b64d3ebd2e2480c62b97d114b08d,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,23293,4952,0.011945128205128205,410,46,0.00027333333333333333,0.0091999999999999998,4954,0.99080000000000001,4954,0.99080000000000001,0,0,46,0.0091999999999999998,68.484999999999985,64.349999999999994,97.5,134.70300000000006,515.29999999999995,132.98958000000027,125.34999999999999,172.80000000000001,247.20800000000017,1002.9,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6fc1be4713de4d1b91e03152933d6e21db33c621f929775352bb30054ffe1458,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,108205,5000,0.055489743589743588,82945,4979,0.055296666666666668,0.99580000000000002,21,0.0041999999999999997,21,0.0041999999999999997,0,0,4979,0.99580000000000002,92.717499999999959,86.599999999999994,122.91000000000005,169.50100000000003,887.29999999999995,158.90583999999976,149.09999999999999,203.40500000000003,275.89999999999998,964,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,f33fb08a9fb95b7dbfb0d48cd65d01bddbc6b61a7e973324c27af64ea7e0906f,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,974266,5000,0.49962358974358972,749245,5000,0.49949666666666664,1,0,0,0,0,0,0,5000,1,92.649180000000044,86.5,117.00500000000002,184.90200000000007,499.30000000000001,164.28622000000058,153.80000000000001,205.51500000000004,319.93800000000084,791.39999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,f3a1c37fffe0a55b10610a28389244a8394ac7d65ce713ff81023437f4cac6a7,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1842130,5000,0.94468205128205129,1417132,5000,0.94475466666666663,1,0,0,0,0,0,0,5000,1,95.405800000000099,87.5,126.90000000000001,199.10700000000014,860,165.64632000000012,153.09999999999999,214.41000000000005,360.50600000000014,1229.4000000000001,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,d3c6caf239749b46de45a9a1f70a65739525305053f28baee15caef45f934a56,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,5,3.4771165561694346,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,36948,4998,0.017346478873239438,440,40,0.00029333333333333333,0.0080000000000000002,4960,0.99199999999999999,4960,0.99199999999999999,0,0,40,0.0080000000000000002,103.68154000000038,97.799999999999997,144.30500000000004,211.32200000000049,828.29999999999995,175.79455999999999,164.90000000000001,236.11000000000001,381.3310000000007,963.89999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,eea1bfe7d88a551e3af1e0c3c7aaa08dd26f96629a802093e7a99bfc725668b4,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300-426,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,5,3.4771165561694346,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,144374,5000,0.067781220657277,101672,4993,0.067781333333333332,0.99860000000000004,7,0.0014,7,0.0014,0,0,4993,0.99860000000000004,134.74825999999973,124.90000000000001,179.00500000000002,247.10600000000011,730.29999999999995,208.33037999999988,194.5,267.10000000000002,356.1040000000001,845.20000000000005,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,bace4572af60b15d481e30b8bb172a7db2e34bb3577106a54af6e8e476b4ec25,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300-426,true
