figureName,caseId,seriesLabel,payloadGroup,codeType,configuration,configurationId,snrIndex,snr,derivedEbN0Db,actualRate,ber,fer,payloadErrorBits,payloadBitsProcessed,payloadErrorFrames,framesProcessed,sourceBer,sourceFer
l8_s16_org_k200_ber_overview,K200_S15,分块-无交织突发,200,分块,无交织突发,NONE_LREP,36,18,19.53814864344529,0.70175438596491224,0.031315000000000003,0.98599999999999999,6263,200000,986,1000,0.031315000000000003,0.98599999999999999
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,0,0,1.5381486434452905,0.70175438596491224,0.107985,1,21597,200000,1000,1000,0.107985,1
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,1,0.5,2.0381486434452905,0.70175438596491224,0.090440000000000006,1,18088,200000,1000,1000,0.090440000000000006,1
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,2,1,2.5381486434452905,0.70175438596491224,0.07578,1,15156,200000,1000,1000,0.07578,1
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,3,1.5,3.0381486434452905,0.70175438596491224,0.061945,0.999,12389,200000,999,1000,0.061945,0.999
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,4,2,3.5381486434452905,0.70175438596491224,0.049369999999999997,0.995,9874,200000,995,1000,0.049369999999999997,0.995
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,5,2.5,4.0381486434452905,0.70175438596491224,0.038245000000000001,0.97799999999999998,7649,200000,978,1000,0.038245000000000001,0.97799999999999998
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,6,3,4.5381486434452905,0.70175438596491224,0.028850000000000001,0.93899999999999995,5770,200000,939,1000,0.028850000000000001,0.93899999999999995
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,7,3.5,5.0381486434452905,0.70175438596491224,0.021184999999999999,0.88200000000000001,4237,200000,882,1000,0.021184999999999999,0.88200000000000001
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,8,4,5.5381486434452905,0.70175438596491224,0.015435000000000001,0.76800000000000002,3087,200000,768,1000,0.015435000000000001,0.76800000000000002
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,9,4.5,6.0381486434452905,0.70175438596491224,0.0114,0.65100000000000002,2280,200000,651,1000,0.0114,0.65100000000000002
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,10,5,6.5381486434452905,0.70175438596491224,0.0071000000000000004,0.5,1420,200000,500,1000,0.0071000000000000004,0.5
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,11,5.5,7.0381486434452905,0.70175438596491224,0.0043899999999999998,0.32800000000000001,878,200000,328,1000,0.0043899999999999998,0.32800000000000001
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,12,6,7.5381486434452905,0.70175438596491224,0.0029650000000000002,0.23200000000000001,593,200000,232,1000,0.0029650000000000002,0.23200000000000001
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,13,6.5,8.0381486434452896,0.70175438596491224,0.0016725726435152374,0.14174344436569808,472,282200,200,1411,0.0016725726435152374,0.14174344436569808
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,14,7,8.5381486434452896,0.70175438596491224,0.00086159305993690853,0.078864353312302835,437,507200,200,2536,0.00086159305993690853,0.078864353312302835
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,15,7.5,9.0381486434452896,0.70175438596491224,0.00047097480832420589,0.043811610076670317,430,913000,200,4565,0.00047097480832420589,0.043811610076670317
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,16,8,9.5381486434452896,0.70175438596491224,0.00023272430335817088,0.020414412575278148,456,1959400,200,9797,0.00023272430335817088,0.020414412575278148
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,17,8.5,10.03814864344529,0.70175438596491224,0.00010063068076423669,0.0092747171211278057,434,4312800,200,21564,0.00010063068076423669,0.0092747171211278057
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,18,9,10.53814864344529,0.70175438596491224,4.1600000000000002e-05,0.0038400000000000001,416,10000000,192,50000,4.1600000000000002e-05,0.0038400000000000001
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,19,9.5,11.03814864344529,0.70175438596491224,1.73e-05,0.0015399999999999999,173,10000000,77,50000,1.73e-05,0.0015399999999999999
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,20,10,11.53814864344529,0.70175438596491224,3.0000000000000001e-06,0.00027999999999999998,30,10000000,14,50000,3.0000000000000001e-06,0.00027999999999999998
