scheme,rowCount,comparisonGroups,sourceAbsolutePath,sourceSha256,configHash,useForFinalConclusion
CC,2232,558,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage11_cc_formal\results\formal_results.csv,86f7ff8e46712406714887050d06de8ccd55e0c47ed7e6facd92c09556db886d,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e,true
