scheme,method,parameter,fairnessGroupId,spanBits,spanTrellisSteps,bufferBits,mappingHash,EsN0Db,sigmaSquared,burstRatioRequested,burstLengthBits,burstRatioActual,burstPositionType,framesProcessed,totalBits,bitErrors,frameErrors,BER,FER,interleaveTimeMeanNs,deinterleaveTimeMeanNs,decodeTimeMeanNs,payloadChecksum,noiseChecksum,burstStartChecksum,frameSequenceHash
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.050000000000000003,14,0.04912280701754386,HEAD,20,4000,483,20,0.12075,1,345,310,9375,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,ced106efed8c0de25ed150f35962fd58ff8ed2389511f2526e6843a1b71a2a85,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.050000000000000003,14,0.04912280701754386,QUARTER,20,4000,462,20,0.11550000000000001,1,300,275,6600,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,e569eff90b6194deea05ebe4a28fe4e068f8730bcbf7366a61027e7b4837b39d,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.050000000000000003,14,0.04912280701754386,MIDDLE,20,4000,476,20,0.11899999999999999,1,405,415,8675,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,9497274cb76f3075631111eac898bf025914dec0037e20ce74dd60adef157eaa,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.050000000000000003,14,0.04912280701754386,THREE_QUARTER,20,4000,471,20,0.11774999999999999,1,275,305,7035,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,7f956fad188e8c7b5290a8f4c8a397ff9f3c7283b9ab68abd3fc2249c757a384,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.050000000000000003,14,0.04912280701754386,TAIL,20,4000,329,20,0.082250000000000004,1,340,275,7145,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,ef5fb0b8ecc578e8b4548657acc44b92783515fbb387fea53f3d179f198ca96b,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.050000000000000003,14,0.04912280701754386,RANDOM,20,4000,464,20,0.11600000000000001,1,285,285,6390,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,a468697e499b1ef9cf4a013e38797570bb8e9effb25cee25c6000d5f711a5468,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.10000000000000001,29,0.10175438596491228,HEAD,20,4000,674,20,0.16850000000000001,1,395,305,7010,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,a76ab11760765fe85ca6d4f1f993546f5bd3b1ccf19596c87d68848daacbaaac,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.10000000000000001,29,0.10175438596491228,QUARTER,20,4000,636,20,0.159,1,330,265,6415,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,ce024cec3039d8376b80ffca13c448b1c86e3a18af98f9f212fcc6180885dd25,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.10000000000000001,29,0.10175438596491228,MIDDLE,20,4000,656,20,0.16400000000000001,1,330,270,6885,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,f69cb313ae5f97e61970144c547f409743e6ba6369bb0aea469f64c20af41bf4,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
BCH,NONE,0,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,0,0.5,0.10000000000000001,29,0.10175438596491228,THREE_QUARTER,20,4000,689,20,0.17224999999999999,1,335,275,6495,bf1fc16d5fc514efe08be59a87a1f169d4069d94797f972a5bdb45dc8d319a62,d1a6e1d17bf38828d88e721a2dfb26633b5227b0164806a0ce9f1e529c953afc,6c579f3aa1be4c3f1507810235d2b9a5541aa14e824826c7a7651a35ca6da639,919b72beabada894915be0c8ef9b467998c1abf5a29ea83e2f0fe54581c7efdb
