figureId,sourceCsv,sourceRowId,sourceRowSha256,caseId,payloadLength,legendLabel,styleId,snrIndex,snrDb,snrLinear,ebn0Db,actualRate,encodedLength,metric,rawNumerator,rawDenominator,rawY,plotY,isZeroObserved,zeroObservedStatus,plotSurrogateUsed,plotSurrogateFormula,oneSided95UpperBound,totalFrames,stopReason
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,70,7fcd5f2f301c069049f42775f96381b724c9c18e688ea7cedaa001e56aa87d94,K200_M255K207,200,255整块200,STYLE_2,32,16,39.810717055349734,13.92391689498254,0.80645161290322576,248,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,71,7607eb5c7512e2865a8245e3f1a24742d26e0528112de73cfa762b4d08776769,K200_M255K207,200,255整块200,STYLE_2,33,16.5,44.668359215096302,14.42391689498254,0.80645161290322576,248,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,72,1114b56ffd498610b0e06d4f0485aa31ee4852fd7c085bd03a66abcff4d60c4f,K200_M255K207,200,255整块200,STYLE_2,34,17,50.118723362727224,14.92391689498254,0.80645161290322576,248,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,73,f169bfe88f7ad0db605bcc796926a31e08279ed67c4d31398258f57cb12fae6e,K200_M255K207,200,255整块200,STYLE_2,35,17.5,56.234132519034908,15.42391689498254,0.80645161290322576,248,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,74,5ed531ffe9d2021cd3ac99b7839b6f8a27ecb330beca4120c50ca3790e315918,K200_M255K207,200,255整块200,STYLE_2,36,18,63.095734448019329,15.92391689498254,0.80645161290322576,248,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,112,ca06efa06e79057a78f2639e087457ccdeb41ccccaf4b48cfe684dea64ee7e2e,K200_M511K385,200,385整块200,STYLE_4,0,0,1,-0.88842391260023401,0.61349693251533743,326,fer,1000,1000,1,1,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,113,81e35063463c2da9ba0a7aef5ac4c951cdcd7b5a7afe5beb2cc5fbd218c5effe,K200_M511K385,200,385整块200,STYLE_4,1,0.5,1.1220184543019633,-0.38842391260023401,0.61349693251533743,326,fer,1000,1000,1,1,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,114,5c734ff52dc04e09878e6c07a5aa26595cc642a91524f4c382fba908c73c5f25,K200_M511K385,200,385整块200,STYLE_4,2,1,1.2589254117941673,0.11157608739976599,0.61349693251533743,326,fer,1000,1000,1,1,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,115,b56cd2af193b979b1c4ebed617abcab8321be686856a19a7df9100fb5c9bdbe3,K200_M511K385,200,385整块200,STYLE_4,3,1.5,1.4125375446227544,0.61157608739976599,0.61349693251533743,326,fer,1000,1000,1,1,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,116,56d53a7e21312342a64e01660e131ce59742c21a5f147675ae950eabec622936,K200_M511K385,200,385整块200,STYLE_4,4,2,1.5848931924611136,1.111576087399766,0.61349693251533743,326,fer,1000,1000,1,1,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,117,a3d682443e4b0d43495a9b6cda8c82780dec2da551ab27bf57ef61afa67f0108,K200_M511K385,200,385整块200,STYLE_4,5,2.5,1.7782794100389228,1.611576087399766,0.61349693251533743,326,fer,1000,1000,1,1,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,118,0d3a188dfc044ca57e0a91cfb39200ebed19db6f8aca2154d875752c11a1bd7c,K200_M511K385,200,385整块200,STYLE_4,6,3,1.9952623149688795,2.111576087399766,0.61349693251533743,326,fer,989,1000,0.98899999999999999,0.98899999999999999,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,119,94244578d1793e81c75155bfeab2fdd48617e9d803fdc43679d892b184ffb5d2,K200_M511K385,200,385整块200,STYLE_4,7,3.5,2.2387211385683394,2.611576087399766,0.61349693251533743,326,fer,962,1000,0.96199999999999997,0.96199999999999997,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,120,c48ce1d6b0007f202e6d66ac9b5b07d0a4f37a19e619d3d165ee5bc0c869b764,K200_M511K385,200,385整块200,STYLE_4,8,4,2.5118864315095801,3.111576087399766,0.61349693251533743,326,fer,823,1000,0.82299999999999995,0.82299999999999995,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,121,7b0ec4b56bfd47538c51701150f4b5940663eb145ae74aba15f71af966fbd9dd,K200_M511K385,200,385整块200,STYLE_4,9,4.5,2.8183829312644537,3.611576087399766,0.61349693251533743,326,fer,561,1000,0.56100000000000005,0.56100000000000005,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,122,d8f9584ced0bcad9b3ca6cdf6bb5d07da62d3da0325b0439dad64699442f02bc,K200_M511K385,200,385整块200,STYLE_4,10,5,3.1622776601683795,4.111576087399766,0.61349693251533743,326,fer,235,1000,0.23499999999999999,0.23499999999999999,false,OBSERVED_ERROR_RATE,false,none,0.0030000000000000001,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,123,c40d3a00b1e0356f44e9e00766a54c86ad1dce6389dcf7e633f326ee8ead560d,K200_M511K385,200,385整块200,STYLE_4,11,5.5,3.548133892335755,4.611576087399766,0.61349693251533743,326,fer,200,2963,0.067499156260546742,0.067499156260546742,false,OBSERVED_ERROR_RATE,false,none,0.0010124873439082012,2963,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,124,0f0a3033d27133ccb00a27e4fa6b95b3f80be2e1d9df9d590c7bc80ec515855f,K200_M511K385,200,385整块200,STYLE_4,12,6,3.9810717055349722,5.111576087399766,0.61349693251533743,326,fer,200,23451,0.0085284209628587269,0.0085284209628587269,false,OBSERVED_ERROR_RATE,false,none,0.00012792631444288091,23451,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,125,89d6bcc90d4f891672925ce3fb48d5f8473a43b9d864f012cd77118c1248d8bb,K200_M511K385,200,385整块200,STYLE_4,13,6.5,4.4668359215096318,5.611576087399766,0.61349693251533743,326,fer,42,50000,0.00084000000000000003,0.00084000000000000003,false,OBSERVED_ERROR_RATE,false,none,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,126,e60267eb0a5ce53bdbff2fe391c2293d92a32f54e151734cf82687f5e14ffdf1,K200_M511K385,200,385整块200,STYLE_4,14,7,5.011872336272722,6.111576087399766,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,127,4688729923e70dbc1f24dd45740780cd5b98158cfc90e0e4516fee8d27a7713e,K200_M511K385,200,385整块200,STYLE_4,15,7.5,5.6234132519034912,6.611576087399766,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,128,a6f157fde01ca2b6f7b333cf9e1b74f8c9c332f1fffe783f6d117d92ed17aabe,K200_M511K385,200,385整块200,STYLE_4,16,8,6.3095734448019334,7.111576087399766,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,129,bc3d75afb0f5460ae222e972bb9f6d66ca166367dd29430d89b3732363d86f2f,K200_M511K385,200,385整块200,STYLE_4,17,8.5,7.0794578438413787,7.611576087399766,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,130,dac76cf573643116fe23a5c56c888b058e224d8f80d14cfb8d1c8d74a9bba0c3,K200_M511K385,200,385整块200,STYLE_4,18,9,7.9432823472428158,8.1115760873997651,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,131,fe9ba17cba4c29f0589a3880b4a794f9b4241db458886a4cbb7dce03e9b31b9b,K200_M511K385,200,385整块200,STYLE_4,19,9.5,8.9125093813374541,8.6115760873997651,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,132,0baba4ed23b292e9ded261c58c823fcb7214e05662d35cd164b4c97576e4ee20,K200_M511K385,200,385整块200,STYLE_4,20,10,10,9.1115760873997651,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,133,d2d322d39d16785fc707f4fc564d8c3d2d2518b1f89e7c51d08e6ae88ce019bf,K200_M511K385,200,385整块200,STYLE_4,21,10.5,11.220184543019636,9.6115760873997651,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,134,4b0ccaa09733af2f332aee30d7c4f7703a9285b86ceddccb6c1dd79b3e159f83,K200_M511K385,200,385整块200,STYLE_4,22,11,12.589254117941675,10.111576087399765,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,135,49cddb6d789bc85c79e42d7eafc09c7fb114165b4bae020e8730747d41259942,K200_M511K385,200,385整块200,STYLE_4,23,11.5,14.12537544622754,10.611576087399765,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
stage07_awgn_dense_formal_k200_fer,stage07_awgn_dense_formal_results.csv,136,cf9fce6c543b73af7dec2b093de0dbd38697e961df81c92e02611f39d7436db0,K200_M511K385,200,385整块200,STYLE_4,24,12,15.848931924611133,11.111576087399765,0.61349693251533743,326,fer,0,50000,0,6.0000000000000002e-05,true,ZERO_OBSERVED_CENSORED,true,3/totalFrames,6.0000000000000002e-05,50000,MAX_FRAMES_REACHED
