figureId,sourceCsv,sourceRowId,sourceRowSha256,caseId,payloadLength,legendLabel,styleId,snrIndex,snrDb,snrLinear,ebn0Db,actualRate,encodedLength,metric,rawNumerator,rawDenominator,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,totalFrames,stopReason
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,38,fe3a8dde58b70a91f516c43583690890b0d7839c650f5c0b1b7d99bbef96fc6f,K200_M255K207,200,255整块200,STYLE_2,0,0,1,-2.0760831050174611,0.80645161290322576,248,decodeTimeMeanNs,46226700,1000,46.225999999999999,46.225999999999999,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,39,3ca93613951da26375a829514c15339b1950ee54dfae6bb23ca454d079598cdb,K200_M255K207,200,255整块200,STYLE_2,1,0.5,1.1220184543019633,-1.5760831050174611,0.80645161290322576,248,decodeTimeMeanNs,36574100,1000,36.573999999999998,36.573999999999998,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,40,ae1043acb67e0bb7ef41782871be4fb1e37d3b895ae194bd9922f036aa31307b,K200_M255K207,200,255整块200,STYLE_2,2,1,1.2589254117941673,-1.0760831050174611,0.80645161290322576,248,decodeTimeMeanNs,35431800,1000,35.430999999999997,35.430999999999997,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,41,7a98c8eec34393b7f61be682aef175f738df1171ac16c0be9063f3780288f5b7,K200_M255K207,200,255整块200,STYLE_2,3,1.5,1.4125375446227544,-0.57608310501746107,0.80645161290322576,248,decodeTimeMeanNs,108320700,1000,108.31999999999999,108.31999999999999,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,42,ee9b6ae123d64cfbf99d90e71ed51d4692a6076bc83cb089884b7b37aa5ec59f,K200_M255K207,200,255整块200,STYLE_2,4,2,1.5848931924611136,-0.076083105017461072,0.80645161290322576,248,decodeTimeMeanNs,48540400,1000,48.539999999999999,48.539999999999999,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,43,26a89b16592e3028ff9cb2d96fb73c355ea7c0052b5f8b69fa6d4ee98ea2c317,K200_M255K207,200,255整块200,STYLE_2,5,2.5,1.7782794100389228,0.42391689498253893,0.80645161290322576,248,decodeTimeMeanNs,39430800,1000,39.43,39.43,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,44,398ae6e2585f217a80ea5f59091951bc0fa636e95836eea5d38cb50e5da52ec2,K200_M255K207,200,255整块200,STYLE_2,6,3,1.9952623149688795,0.92391689498253893,0.80645161290322576,248,decodeTimeMeanNs,32744600,1000,32.744,32.744,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,45,e7fd5ed2919c72098c6979616538d6243c5bb4c47b05ef1697f8bd7b3fd4e28d,K200_M255K207,200,255整块200,STYLE_2,7,3.5,2.2387211385683394,1.4239168949825389,0.80645161290322576,248,decodeTimeMeanNs,42393000,1000,42.393000000000001,42.393000000000001,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,46,02d82275075d3fbf5632e893d7caa34a59b98ddfe24ba9999d9283b30c1a5e83,K200_M255K207,200,255整块200,STYLE_2,8,4,2.5118864315095801,1.9239168949825389,0.80645161290322576,248,decodeTimeMeanNs,43466300,1000,43.466000000000001,43.466000000000001,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
stage07_awgn_dense_formal_k200_latency,stage07_awgn_dense_formal_results.csv,47,da2d94a2df63422204685fb1af892aa3310cbfecadfd6834c76e2ab799351d58,K200_M255K207,200,255整块200,STYLE_2,9,4.5,2.8183829312644537,2.4239168949825389,0.80645161290322576,248,decodeTimeMeanNs,31186400,1000,31.186,31.186,false,false,none,1000,TARGET_FRAME_ERRORS_REACHED
