runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,windowBits,slideBits,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,mismatchVsBlockBits,mismatchVsBlockFrames,relativeFerIncreaseVsBlock,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,ACSCount,tracebackOperations,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,medianWindowProcessingTimeUs,maxWindowProcessingTimeUs,timingBatchCount,windowBufferBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,lostBits,duplicateBits,outputLength,finalFlushPass,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,stopReason,normalizedGoodput,runId,configId
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-5.0,-5.0,-3.664610916297825,0.7352941176470588,1.5811388300841895,128,16,70,1000,144680,1000,0.4822666666666666,1.0,0.4804788366802366,0.4840549507930799,0.9961732415144448,1.0,0.4926071428571428,0.4627788461538461,25393,888,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,2587.7388999999976,3829.6,2348.9,19081.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-4.5,-4.5,-3.1646109162978253,0.7352941176470588,1.4091914656322269,128,16,70,1000,143749,1000,0.4791633333333333,1.0,0.4773759717141466,0.4809512285670001,0.9961732415144448,1.0,0.4900969387755101,0.4585576923076923,25174,871,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,1969.2522,2455.6,1966.8,5300.4,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,128,16,70,1000,142639,1000,0.4754633333333333,1.0,0.4736766204480487,0.4772506745878691,0.9961732415144448,1.0,0.4877397959183673,0.452326923076923,24949,874,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,1909.226099999997,2384.6,1948.1,3760.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-3.5,-3.5,-2.1646109162978253,0.7352941176470588,1.1193605692841695,128,16,70,1000,139802,1000,0.4660066666666666,1.0,0.4642220589569227,0.4677921449251979,0.9961732415144448,1.0,0.4794438775510204,0.4406826923076923,24178,874,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,1937.0329000000036,2294.3,1976.2,3509.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-3.0,-3.0,-1.664610916297825,0.7352941176470588,0.9976311574844398,128,16,70,1000,136314,1000,0.45438,1.0,0.4525988641680916,0.4561623041326244,0.9961732415144448,1.0,0.4675663265306122,0.4295288461538461,24327,876,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,1936.6289000000013,2270.1,1970.5,3393.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-2.5,-2.5,-1.164610916297825,0.7352941176470588,0.8891397050194613,128,16,70,1000,130858,1000,0.4361933333333333,1.0,0.4344195958482813,0.437968704868678,0.9961732415144448,1.0,0.4509489795918367,0.4083846153846154,23644,872,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,2326.6539000000007,3105.2,2233.2,5780.7,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,128,16,70,1000,123579,1000,0.41193,1.0,0.4101699183068519,0.41369233711279,0.9961732415144448,1.0,0.4276836734693877,0.3822403846153846,22573,868,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,2411.912700000003,3449.2,2280.6,6842.1,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-1.5,-1.5,-0.1646109162978253,0.7352941176470588,0.7062687723113771,128,16,70,1000,112512,1000,0.3750399999999999,1.0,0.3733091936962399,0.3767740064540773,0.9961732415144448,1.0,0.3917448979591836,0.3435576923076922,22038,856,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,2280.1811000000016,3043.8,2195.4,7535.6,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-1.0,-1.0,0.3353890837021746,0.7352941176470588,0.6294627058970836,128,16,70,1000,96073,1000,0.3202433333333333,1.0,0.3185760756350552,0.3219151944915497,0.9961732415144448,1.0,0.3358724489795918,0.2907884615384615,19503,823,0.0,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,2522.2339000000006,3769.0,2360.4,13730.9,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.0,stage13_full_wsd_20260730,W128-S16-D70
formal_full_wsd_20260730,CONTROL_W,W128-S16-D70,R34,FULL_GRID,-0.5,-0.5,0.8353890837021746,0.7352941176470588,0.5610092271509816,128,16,70,1000,74753,993,0.2491766666666666,0.993,0.247632102112134,0.2507276546556565,0.9856216845342332,0.9966051315990092,0.2636938775510204,0.2218173076923077,15739,726,0.0040444893832153,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,2011.8269000000005,2459.4,2011.1,4567.2,5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,TARGET_FRAME_ERRORS_REACHED,0.005147058823529416,stage13_full_wsd_20260730,W128-S16-D70
