runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,windowBits,slideBits,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,mismatchVsBlockBits,mismatchVsBlockFrames,relativeFerIncreaseVsBlock,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,ACSCount,tracebackOperations,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,windowBufferBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,lostBits,duplicateBits,outputLength,finalFlushPass,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,stopReason
prescan,A_CHANGE_W,W96-S16-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,96,16,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.0019780701754385,0.0022916666666666,0,0,0.0,170,137.77333333333334,168,170,611,31.428571428571427,32,15,15,15,181886000,1286000,1723.317899999998,2341.2,18432,18432,1536,19968,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W96-S16-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W128-S16-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,16,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.001938775510204,0.0022692307692307,0,0,0.0,170,142.04,196,226,611,36.66666666666666,88,13,13,13,210558000,1146000,1976.6817,2699.6,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S16-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W160-S16-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,160,16,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.00175,0.0024191176470588,0,0,0.0,170,153.13333333333333,260,290,611,44.0,152,11,11,11,222846000,1006000,2067.3027000000006,2830.3,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W160-S16-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W192-S16-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,192,16,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.0016515151515151,0.0023690476190476,0,0,0.0,170,171.05333333333334,324,354,611,55.0,216,9,9,9,218750000,866000,2031.2173999999984,2801.8,36864,36864,1536,38400,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W192-S16-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W96-S16-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,96,16,70,1000,955,100,0.0031833333333333,0.1,0.0029880210844452,0.0033913687577457,0.0829094435930957,0.1201519631953484,0.0035131578947368,0.0021388888888888,97,12,0.0989010989010989,127,103.08,126,127,458,23.571428571428573,24,15,15,15,181886000,1286000,1566.6052000000009,2207.6,18432,18432,1536,19968,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W96-S16-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W128-S16-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,16,70,1000,948,99,0.00316,0.099,0.0029654254311012,0.0033672983419757,0.0819954413686653,0.1190736189367498,0.0032806122448979,0.0029326923076923,90,11,0.0879120879120879,127,106.28,147,169,458,27.5,66,13,13,13,210558000,1146000,1816.1655000000007,2536.6,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S16-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W160-S16-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,160,16,70,1000,946,99,0.0031533333333333,0.099,0.0029589700340648,0.003360420576408,0.0819954413686653,0.1190736189367498,0.0033414634146341,0.0029264705882352,88,10,0.0879120879120879,127,114.6,195,217,458,33.0,114,11,11,11,222846000,1006000,1915.9904999999997,2664.7,30720,30720,1536,32256,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W160-S16-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W192-S16-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,192,16,70,1000,929,98,0.0030966666666666,0.098,0.0029041083267695,0.0033019504015693,0.0810820115233503,0.1179947022990359,0.0032348484848484,0.0029880952380952,71,9,0.0769230769230769,127,128.04,243,265,458,41.25,162,9,9,9,218750000,866000,1879.5458999999996,2585.4,36864,36864,1536,38400,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W192-S16-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W96-S16-D70,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,96,16,70,1000,1206,110,0.00402,0.11,0.0037998375335631,0.0042528642154318,0.092079372671857,0.1309054989468758,0.0043552631578947,0.0029583333333333,181,25,0.1578947368421052,113,91.74666666666668,112,114,407,20.928571428571427,22,15,15,15,181886000,1286000,1474.7786999999992,2076.5,18432,18432,1536,19968,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W96-S16-D70,STAGE13-3400,PRESCAN_FIXED_FRAMES
prescan,A_CHANGE_W,W128-S16-D70,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,128,16,70,1000,1170,104,0.0038999999999999,0.104,0.0036832293085516,0.0041294755135711,0.086571028098268,0.1244597646222915,0.0043061224489795,0.0031346153846153,117,16,0.094736842105263,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,1706.5622999999985,2397.7,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,PRESCAN_FIXED_FRAMES
