runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,windowBits,slideBits,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,mismatchVsBlockBits,mismatchVsBlockFrames,relativeFerIncreaseVsBlock,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,ACSCount,tracebackOperations,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,windowBufferBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,lostBits,duplicateBits,outputLength,finalFlushPass,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,stopReason
prescan,B_CHANGE_S,W128-S8-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,8,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.001860824742268,0.0024056603773584,0,0,0.0,154,139.26666666666668,212,242,611,19.826086956521735,16,24,24,24,391806000,1916000,3590.0679999999975,4775.5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S8-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S16-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,16,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.001938775510204,0.0022692307692307,0,0,0.0,170,142.04,196,226,611,36.66666666666666,88,13,13,13,210558000,1146000,1946.9158999999995,2630.1,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S16-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S25-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,25,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.00196875,0.00215,0,0,0.0,188,146.33333333333334,188,210,611,52.75,72,9,9,9,143998000,866000,1349.083200000002,1865.9,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S25-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S50-D70,R12,FER_010,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,128,50,70,1000,616,79,0.0020533333333333,0.079,0.0018976014571268,0.0022218173236833,0.0638472157608291,0.0973749148840082,0.001925,0.0020999999999999,0,0,0.0,238,163.0,232,238,611,93.0,100,5,5,5,78462000,586000,743.5816999999997,1095.5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R12-S-W128-S50-D70,STAGE13-1200,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S8-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,8,70,1000,958,101,0.0031933333333333,0.101,0.0029977057704882,0.0034016838156088,0.0838240106523991,0.1212297426190738,0.0032731958762886,0.0030471698113207,100,14,0.1098901098901099,115,104.2,159,181,458,14.869565217391305,12,24,24,24,391806000,1916000,3279.402200000001,4492.5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S8-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S16-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,16,70,1000,948,99,0.00316,0.099,0.0029654254311012,0.0033672983419757,0.0819954413686653,0.1190736189367498,0.0032806122448979,0.0029326923076923,90,11,0.0879120879120879,127,106.28,147,169,458,27.5,66,13,13,13,210558000,1146000,1795.2000000000016,2484.9,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S16-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S25-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,25,70,1000,926,95,0.0030866666666666,0.095,0.0028944285719788,0.0032916304124539,0.0783452345790474,0.1147544397942522,0.003225,0.0029285714285714,68,7,0.0439560439560439,141,109.66666666666669,141,157,458,39.5,54,9,9,9,143998000,866000,1237.0293999999983,1763.8,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S25-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S50-D70,R23,FER_010,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,128,50,70,1000,908,94,0.0030266666666666,0.094,0.0028363611217556,0.003229699399241,0.0774341735737637,0.113673154316507,0.0037,0.0027818181818181,44,5,0.0329670329670329,178,122.0,174,178,458,69.75,75,5,5,5,78462000,586000,684.3128000000006,1002.6,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R23-S-W128-S50-D70,STAGE13-2300,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S8-D70,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,128,8,70,1000,1159,107,0.0038633333333333,0.107,0.0036476095061038,0.0040917629216968,0.08932287430802,0.1276849578616262,0.0041907216494845,0.0032641509433962,146,19,0.1263157894736841,102,92.70666666666665,141,161,407,13.217391304347826,11,24,24,24,391806000,1916000,3128.4419000000025,4272.5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S8-D70,STAGE13-3400,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S16-D70,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,128,16,70,1000,1170,104,0.0038999999999999,0.104,0.0036832293085516,0.0041294755135711,0.086571028098268,0.1244597646222915,0.0043061224489795,0.0031346153846153,117,16,0.094736842105263,113,94.57333333333331,130,150,407,24.416666666666668,58,13,13,13,210558000,1146000,1728.2703999999972,2448.5,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S16-D70,STAGE13-3400,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S25-D70,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,128,25,70,1000,1173,106,0.00391,0.106,0.0036929446641032,0.0041397599019255,0.0884050668630515,0.1266104188235658,0.0046249999999999,0.0030928571428571,132,18,0.1157894736842104,125,97.41666666666669,125,140,407,35.125,48,9,9,9,143998000,866000,1152.3064,1655.1,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S25-D70,STAGE13-3400,PRESCAN_FIXED_FRAMES
prescan,B_CHANGE_S,W128-S50-D70,R34,FER_010,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,128,50,70,1000,1154,103,0.0038466666666666,0.1029999999999999,0.0036314203459012,0.0040746191753894,0.0856548100050871,0.1233836362324436,0.0044124999999999,0.003640909090909,93,12,0.0842105263157894,158,108.5,154,159,407,62.0,67,5,5,5,78462000,586000,643.1691999999999,958.0,24576,24576,1536,26112,0,0,300,1,2026072001,2026072903,0-999,CC-C-R34-S-W128-S50-D70,STAGE13-3400,PRESCAN_FIXED_FRAMES
