payloadLength,caseId,waveformSnrIndex,waveformSnrDb,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,observedBer,observedFer,errorFloorCensoringStatus,berOneSided95Upper,ferOneSided95Upper,interpretation
200,K200_M511K421,4,2,1000,200000,28085,1000,0.14042499999999999,1,OBSERVED_ERRORS,0.14042499999999999,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,5,2.5,1000,200000,25518,1000,0.12759000000000001,1,OBSERVED_ERRORS,0.12759000000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,6,3,1000,200000,23647,1000,0.11823500000000001,1,OBSERVED_ERRORS,0.11823500000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,7,3.5,1000,200000,21053,1000,0.105265,1,OBSERVED_ERRORS,0.105265,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,8,4,1000,200000,18756,1000,0.093780000000000002,1,OBSERVED_ERRORS,0.093780000000000002,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,9,4.5,1000,200000,17012,997,0.085059999999999997,0.997,OBSERVED_ERRORS,0.085059999999999997,0.997,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,10,5,1000,200000,15047,990,0.075234999999999996,0.98999999999999999,OBSERVED_ERRORS,0.075234999999999996,0.98999999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,11,5.5,1000,200000,13133,982,0.065665000000000001,0.98199999999999998,OBSERVED_ERRORS,0.065665000000000001,0.98199999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,12,6,1000,200000,11182,928,0.055910000000000001,0.92800000000000005,OBSERVED_ERRORS,0.055910000000000001,0.92800000000000005,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,13,6.5,1000,200000,8907,822,0.044534999999999998,0.82199999999999995,OBSERVED_ERRORS,0.044534999999999998,0.82199999999999995,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,14,7,1000,200000,6706,679,0.033529999999999997,0.67900000000000005,OBSERVED_ERRORS,0.033529999999999997,0.67900000000000005,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,15,7.5,1000,200000,4617,473,0.023085000000000001,0.47299999999999998,OBSERVED_ERRORS,0.023085000000000001,0.47299999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,16,8,1000,200000,2613,291,0.013065,0.29099999999999998,OBSERVED_ERRORS,0.013065,0.29099999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,17,8.5,1566,313200,1704,200,0.0054406130268199234,0.1277139208173691,OBSERVED_ERRORS,0.0054406130268199234,0.1277139208173691,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,18,9,3417,683400,1654,200,0.0024202516827626572,0.058530875036581796,OBSERVED_ERRORS,0.0024202516827626572,0.058530875036581796,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,19,9.5,8953,1790600,1623,200,0.00090640008935552333,0.022338880822070813,OBSERVED_ERRORS,0.00090640008935552333,0.022338880822070813,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,20,10,25324,5064800,1625,200,0.00032084188911704311,0.0078976465013426006,OBSERVED_ERRORS,0.00032084188911704311,0.0078976465013426006,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,21,10.5,50000,10000000,1103,129,0.0001103,0.0025799999999999998,OBSERVED_ERRORS,0.0001103,0.0025799999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,22,11,50000,10000000,379,47,3.79e-05,0.00093999999999999997,OBSERVED_ERRORS,3.79e-05,0.00093999999999999997,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,23,11.5,50000,10000000,103,14,1.03e-05,0.00027999999999999998,OBSERVED_ERRORS,1.03e-05,0.00027999999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,24,12,50000,10000000,8,2,7.9999999999999996e-07,4.0000000000000003e-05,OBSERVED_ERRORS,7.9999999999999996e-07,4.0000000000000003e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,25,12.5,50000,10000000,25,3,2.5000000000000002e-06,6.0000000000000002e-05,OBSERVED_ERRORS,2.5000000000000002e-06,6.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K421,26,13,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,27,13.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,28,14,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,29,14.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,30,15,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,31,15.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,32,16,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,33,16.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,34,17,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,35,17.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K421,36,18,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,0,0,1000,200000,37438,1000,0.18719,1,OBSERVED_ERRORS,0.18719,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,1,0.5,1000,200000,35001,1000,0.17500499999999999,1,OBSERVED_ERRORS,0.17500499999999999,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,2,1,1000,200000,32612,1000,0.16306000000000001,1,OBSERVED_ERRORS,0.16306000000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,3,1.5,1000,200000,30406,1000,0.15203,1,OBSERVED_ERRORS,0.15203,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,4,2,1000,200000,28371,1000,0.14185500000000001,1,OBSERVED_ERRORS,0.14185500000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,5,2.5,1000,200000,25851,1000,0.12925500000000001,1,OBSERVED_ERRORS,0.12925500000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,6,3,1000,200000,23295,1000,0.116475,1,OBSERVED_ERRORS,0.116475,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,7,3.5,1000,200000,21172,1000,0.10586,1,OBSERVED_ERRORS,0.10586,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,8,4,1000,200000,18864,1000,0.094320000000000001,1,OBSERVED_ERRORS,0.094320000000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,9,4.5,1000,200000,16976,997,0.084879999999999997,0.997,OBSERVED_ERRORS,0.084879999999999997,0.997,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,10,5,1000,200000,14884,983,0.07442,0.98299999999999998,OBSERVED_ERRORS,0.07442,0.98299999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,11,5.5,1000,200000,12807,924,0.064034999999999995,0.92400000000000004,OBSERVED_ERRORS,0.064034999999999995,0.92400000000000004,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,12,6,1000,200000,10275,823,0.051374999999999997,0.82299999999999995,OBSERVED_ERRORS,0.051374999999999997,0.82299999999999995,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,13,6.5,1000,200000,7413,639,0.037065000000000001,0.63900000000000001,OBSERVED_ERRORS,0.037065000000000001,0.63900000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,14,7,1000,200000,4423,415,0.022114999999999999,0.41499999999999998,OBSERVED_ERRORS,0.022114999999999999,0.41499999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,15,7.5,1000,200000,2195,207,0.010975,0.20699999999999999,OBSERVED_ERRORS,0.010975,0.20699999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,16,8,1999,399800,2094,200,0.0052376188094047024,0.10005002501250625,OBSERVED_ERRORS,0.0052376188094047024,0.10005002501250625,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,17,8.5,5559,1111800,1938,200,0.0017431192660550458,0.035977693829825505,OBSERVED_ERRORS,0.0017431192660550458,0.035977693829825505,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,18,9,15766,3153200,2027,200,0.00064283902067740703,0.012685525815045033,OBSERVED_ERRORS,0.00064283902067740703,0.012685525815045033,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,19,9.5,50000,10000000,1554,160,0.00015540000000000001,0.0032000000000000002,OBSERVED_ERRORS,0.00015540000000000001,0.0032000000000000002,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,20,10,50000,10000000,388,38,3.8800000000000001e-05,0.00076000000000000004,OBSERVED_ERRORS,3.8800000000000001e-05,0.00076000000000000004,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,21,10.5,50000,10000000,117,12,1.17e-05,0.00024000000000000001,OBSERVED_ERRORS,1.17e-05,0.00024000000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,22,11,50000,10000000,33,3,3.3000000000000002e-06,6.0000000000000002e-05,OBSERVED_ERRORS,3.3000000000000002e-06,6.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
200,K200_M511K385,23,11.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,24,12,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,25,12.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,26,13,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,27,13.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,28,14,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,29,14.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,30,15,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
