caseId,waveformSnrIndex,waveformSnrDb,snrLinear,actualRate,derivedEbn0Db,sigma2,gridType
K200_S15,0,0.0,1,0.70175438596491224,-1.4721513131945216,1,BASE_0P5DB
K200_S15,1,0.5,1.1220184543019633,0.70175438596491224,-0.97215131319452164,0.89125093813374556,BASE_0P5DB
K200_S15,2,1.0,1.2589254117941673,0.70175438596491224,-0.47215131319452164,0.79432823472428149,BASE_0P5DB
K200_S15,3,1.5,1.4125375446227544,0.70175438596491224,0.027848686805478362,0.70794578438413791,BASE_0P5DB
K200_S15,4,2.0,1.5848931924611136,0.70175438596491224,0.52784868680547836,0.63095734448019325,BASE_0P5DB
K200_S15,5,2.5,1.7782794100389228,0.70175438596491224,1.0278486868054784,0.56234132519034907,BASE_0P5DB
K200_S15,6,3.0,1.9952623149688795,0.70175438596491224,1.5278486868054784,0.50118723362727235,BASE_0P5DB
K200_S15,7,3.5,2.2387211385683394,0.70175438596491224,2.0278486868054784,0.44668359215096315,BASE_0P5DB
K200_S15,8,4.0,2.5118864315095801,0.70175438596491224,2.5278486868054784,0.39810717055349726,BASE_0P5DB
K200_S15,9,4.5,2.8183829312644537,0.70175438596491224,3.0278486868054784,0.35481338923357547,BASE_0P5DB
K200_S15,10,5.0,3.1622776601683795,0.70175438596491224,3.5278486868054784,0.31622776601683794,BASE_0P5DB
K200_S15,11,5.5,3.548133892335755,0.70175438596491224,4.0278486868054788,0.28183829312644537,BASE_0P5DB
K200_S15,12,6.0,3.9810717055349722,0.70175438596491224,4.5278486868054788,0.25118864315095801,BASE_0P5DB
K200_S15,13,6.5,4.4668359215096318,0.70175438596491224,5.0278486868054788,0.22387211385683392,BASE_0P5DB
K200_S15,14,7.0,5.011872336272722,0.70175438596491224,5.5278486868054788,0.199526231496888,BASE_0P5DB
K200_S15,15,7.5,5.6234132519034912,0.70175438596491224,6.0278486868054788,0.17782794100389226,BASE_0P5DB
K200_S15,16,8.0,6.3095734448019334,0.70175438596491224,6.5278486868054788,0.15848931924611132,BASE_0P5DB
K200_S15,17,8.5,7.0794578438413787,0.70175438596491224,7.0278486868054788,0.14125375446227545,BASE_0P5DB
K200_S15,18,9.0,7.9432823472428158,0.70175438596491224,7.5278486868054788,0.1258925411794167,BASE_0P5DB
K200_S15,19,9.5,8.9125093813374541,0.70175438596491224,8.0278486868054788,0.11220184543019636,BASE_0P5DB
K200_S15,20,10.0,10,0.70175438596491224,8.5278486868054788,0.10000000000000001,BASE_0P5DB
K200_S15,21,10.5,11.220184543019636,0.70175438596491224,9.0278486868054788,0.089125093813374537,BASE_0P5DB
K200_S15,22,11.0,12.589254117941675,0.70175438596491224,9.5278486868054788,0.079432823472428138,BASE_0P5DB
K200_S15,23,11.5,14.12537544622754,0.70175438596491224,10.027848686805479,0.070794578438413802,BASE_0P5DB
K200_S15,24,12.0,15.848931924611133,0.70175438596491224,10.527848686805479,0.063095734448019331,BASE_0P5DB
K200_S15,25,12.5,17.782794100389228,0.70175438596491224,11.027848686805479,0.056234132519034905,BASE_0P5DB
K200_S15,26,13.0,19.952623149688797,0.70175438596491224,11.527848686805479,0.050118723362727227,BASE_0P5DB
K200_S15,27,13.5,22.387211385683401,0.70175438596491224,12.027848686805479,0.0446683592150963,BASE_0P5DB
K200_S15,28,14.0,25.118864315095795,0.70175438596491224,12.527848686805479,0.039810717055349734,BASE_0P5DB
K200_S15,29,14.5,28.183829312644534,0.70175438596491224,13.027848686805479,0.035481338923357551,BASE_0P5DB
K200_S15,30,15.0,31.622776601683793,0.70175438596491224,13.527848686805479,0.031622776601683791,BASE_0P5DB
K200_S15,31,15.5,35.481338923357548,0.70175438596491224,14.027848686805479,0.028183829312644536,BASE_0P5DB
K200_S15,32,16.0,39.810717055349734,0.70175438596491224,14.527848686805479,0.025118864315095794,BASE_0P5DB
