stageId,gitCommit,configHash,caseId,displayName,legendLabel,styleId,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,snrIndex,snrDb,snrLinear,ebn0Db,sigma2,masterSeed,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,encodeTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,noiseChecksum,stopReason,checkpointId,pointRunId
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.701754,12,6,3.98107,4.52785,0.251189,2026072707,1000,200000,1838,586,0,586,0,414,0.00919,0.586,0,0.586,0,0.414,3833600,7383000,3833,7383,6200,10600,12300,37000,6233534750159162711,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_12,stage07_awgn_dense_formal_K200_S15_12
