caseId,payloadLength,snrIndex,snrDb,metric,rawNumerator,rawDenominator,rawRate,zeroObservedStatus,oneSided95UpperBound,upperBoundFormula,stopReason,totalFrames
K200_M511K421,200,10,5,fer,562,1000,0.56200000000000006,OBSERVED_ERROR_RATE,0.56200000000000006,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K421,200,11,5.5,ber,2081,200000,0.010404999999999999,OBSERVED_ERROR_RATE,0.010404999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K421,200,11,5.5,fer,243,1000,0.24299999999999999,OBSERVED_ERROR_RATE,0.24299999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K421,200,12,6,ber,1592,508000,0.0031338582677165354,OBSERVED_ERROR_RATE,0.0031338582677165354,not_censored,TARGET_FRAME_ERRORS_REACHED,2540
K200_M511K421,200,12,6,fer,200,2540,0.07874015748031496,OBSERVED_ERROR_RATE,0.07874015748031496,not_censored,TARGET_FRAME_ERRORS_REACHED,2540
K200_M511K421,200,13,6.5,ber,1596,3515600,0.00045397656161110477,OBSERVED_ERROR_RATE,0.00045397656161110477,not_censored,TARGET_FRAME_ERRORS_REACHED,17578
K200_M511K421,200,13,6.5,fer,200,17578,0.011377858686995108,OBSERVED_ERROR_RATE,0.011377858686995108,not_censored,TARGET_FRAME_ERRORS_REACHED,17578
K200_M511K421,200,14,7,ber,381,10000000,3.8099999999999998e-05,OBSERVED_ERROR_RATE,3.8099999999999998e-05,not_censored,MAX_FRAMES_REACHED,50000
K200_M511K421,200,14,7,fer,49,50000,0.00097999999999999997,OBSERVED_ERROR_RATE,0.00097999999999999997,not_censored,MAX_FRAMES_REACHED,50000
K200_M511K421,200,15,7.5,ber,27,10000000,2.7e-06,OBSERVED_ERROR_RATE,2.7e-06,not_censored,MAX_FRAMES_REACHED,50000
K200_M511K421,200,15,7.5,fer,3,50000,6.0000000000000002e-05,OBSERVED_ERROR_RATE,6.0000000000000002e-05,not_censored,MAX_FRAMES_REACHED,50000
K200_M511K421,200,16,8,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,16,8,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,17,8.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,17,8.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,18,9,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,18,9,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,19,9.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,19,9.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,20,10,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,20,10,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,21,10.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,21,10.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,22,11,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,22,11,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,23,11.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,23,11.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,24,12,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,24,12,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,25,12.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,25,12.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,26,13,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,26,13,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,27,13.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,27,13.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,28,14,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,28,14,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,29,14.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,29,14.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,30,15,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,30,15,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,31,15.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,31,15.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,32,16,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,32,16,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,33,16.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,33,16.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,34,17,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,34,17,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,35,17.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,35,17.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,36,18,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K421,200,36,18,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,0,0,ber,31798,200000,0.15898999999999999,OBSERVED_ERROR_RATE,0.15898999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,0,0,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,1,0.5,ber,29331,200000,0.14665500000000001,OBSERVED_ERROR_RATE,0.14665500000000001,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,1,0.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,2,1,ber,26172,200000,0.13086,OBSERVED_ERROR_RATE,0.13086,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,2,1,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,3,1.5,ber,23334,200000,0.11667,OBSERVED_ERROR_RATE,0.11667,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,3,1.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,4,2,ber,20876,200000,0.10438,OBSERVED_ERROR_RATE,0.10438,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,4,2,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,5,2.5,ber,18123,200000,0.090615000000000001,OBSERVED_ERROR_RATE,0.090615000000000001,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,5,2.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,6,3,ber,15624,200000,0.078119999999999995,OBSERVED_ERROR_RATE,0.078119999999999995,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,6,3,fer,989,1000,0.98899999999999999,OBSERVED_ERROR_RATE,0.98899999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,7,3.5,ber,13152,200000,0.065759999999999999,OBSERVED_ERROR_RATE,0.065759999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,7,3.5,fer,962,1000,0.96199999999999997,OBSERVED_ERROR_RATE,0.96199999999999997,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,8,4,ber,10040,200000,0.050200000000000002,OBSERVED_ERROR_RATE,0.050200000000000002,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,8,4,fer,823,1000,0.82299999999999995,OBSERVED_ERROR_RATE,0.82299999999999995,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,9,4.5,ber,6182,200000,0.03091,OBSERVED_ERROR_RATE,0.03091,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,9,4.5,fer,561,1000,0.56100000000000005,OBSERVED_ERROR_RATE,0.56100000000000005,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,10,5,ber,2438,200000,0.012189999999999999,OBSERVED_ERROR_RATE,0.012189999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,10,5,fer,235,1000,0.23499999999999999,OBSERVED_ERROR_RATE,0.23499999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K200_M511K385,200,11,5.5,ber,1970,592600,0.003324333445831927,OBSERVED_ERROR_RATE,0.003324333445831927,not_censored,TARGET_FRAME_ERRORS_REACHED,2963
K200_M511K385,200,11,5.5,fer,200,2963,0.067499156260546742,OBSERVED_ERROR_RATE,0.067499156260546742,not_censored,TARGET_FRAME_ERRORS_REACHED,2963
K200_M511K385,200,12,6,ber,1939,4690200,0.0004134152061745768,OBSERVED_ERROR_RATE,0.0004134152061745768,not_censored,TARGET_FRAME_ERRORS_REACHED,23451
K200_M511K385,200,12,6,fer,200,23451,0.0085284209628587269,OBSERVED_ERROR_RATE,0.0085284209628587269,not_censored,TARGET_FRAME_ERRORS_REACHED,23451
K200_M511K385,200,13,6.5,ber,397,10000000,3.9700000000000003e-05,OBSERVED_ERROR_RATE,3.9700000000000003e-05,not_censored,MAX_FRAMES_REACHED,50000
K200_M511K385,200,13,6.5,fer,42,50000,0.00084000000000000003,OBSERVED_ERROR_RATE,0.00084000000000000003,not_censored,MAX_FRAMES_REACHED,50000
K200_M511K385,200,14,7,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,14,7,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,15,7.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,15,7.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,16,8,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,16,8,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,17,8.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,17,8.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,18,9,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,18,9,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,19,9.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,19,9.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,20,10,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,20,10,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,21,10.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,21,10.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,22,11,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,22,11,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,23,11.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,23,11.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,24,12,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,24,12,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,25,12.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,25,12.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,26,13,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,26,13,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,27,13.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,27,13.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,28,14,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,28,14,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,29,14.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,29,14.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,30,15,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,30,15,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,31,15.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,31,15.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,32,16,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,32,16,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,33,16.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,33,16.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,34,17,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,34,17,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,35,17.5,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,35,17.5,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,36,18,ber,0,10000000,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,3/rawDenominator,MAX_FRAMES_REACHED,50000
K200_M511K385,200,36,18,fer,0,50000,0,ZERO_OBSERVED_CENSORED,6.0000000000000002e-05,3/rawDenominator,MAX_FRAMES_REACHED,50000
K300_S15,300,0,0,ber,54271,300000,0.18090333333333333,OBSERVED_ERROR_RATE,0.18090333333333333,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,0,0,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,1,0.5,ber,49035,300000,0.16345000000000001,OBSERVED_ERROR_RATE,0.16345000000000001,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,1,0.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,2,1,ber,43482,300000,0.14494000000000001,OBSERVED_ERROR_RATE,0.14494000000000001,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,2,1,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,3,1.5,ber,38487,300000,0.12828999999999999,OBSERVED_ERROR_RATE,0.12828999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,3,1.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,4,2,ber,33002,300000,0.11000666666666667,OBSERVED_ERROR_RATE,0.11000666666666667,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,4,2,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,5,2.5,ber,27420,300000,0.091399999999999995,OBSERVED_ERROR_RATE,0.091399999999999995,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,5,2.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,6,3,ber,21999,300000,0.073330000000000006,OBSERVED_ERROR_RATE,0.073330000000000006,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,6,3,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,7,3.5,ber,17184,300000,0.057279999999999998,OBSERVED_ERROR_RATE,0.057279999999999998,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,7,3.5,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,8,4,ber,13566,300000,0.045220000000000003,OBSERVED_ERROR_RATE,0.045220000000000003,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,8,4,fer,1000,1000,1,OBSERVED_ERROR_RATE,1,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,9,4.5,ber,9550,300000,0.031833333333333332,OBSERVED_ERROR_RATE,0.031833333333333332,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,9,4.5,fer,990,1000,0.98999999999999999,OBSERVED_ERROR_RATE,0.98999999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,10,5,ber,6829,300000,0.022763333333333333,OBSERVED_ERROR_RATE,0.022763333333333333,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,10,5,fer,947,1000,0.94699999999999995,OBSERVED_ERROR_RATE,0.94699999999999995,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,11,5.5,ber,4615,300000,0.015383333333333334,OBSERVED_ERROR_RATE,0.015383333333333334,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,11,5.5,fer,872,1000,0.872,OBSERVED_ERROR_RATE,0.872,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,12,6,ber,2820,300000,0.0094000000000000004,OBSERVED_ERROR_RATE,0.0094000000000000004,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,12,6,fer,717,1000,0.71699999999999997,OBSERVED_ERROR_RATE,0.71699999999999997,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,13,6.5,ber,1670,300000,0.0055666666666666668,OBSERVED_ERROR_RATE,0.0055666666666666668,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,13,6.5,fer,522,1000,0.52200000000000002,OBSERVED_ERROR_RATE,0.52200000000000002,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,14,7,ber,828,300000,0.0027599999999999999,OBSERVED_ERROR_RATE,0.0027599999999999999,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,14,7,fer,308,1000,0.308,OBSERVED_ERROR_RATE,0.308,not_censored,TARGET_FRAME_ERRORS_REACHED,1000
K300_S15,300,15,7.5,ber,482,326700,0.0014753596571778389,OBSERVED_ERROR_RATE,0.0014753596571778389,not_censored,TARGET_FRAME_ERRORS_REACHED,1089
K300_S15,300,15,7.5,fer,200,1089,0.18365472910927455,OBSERVED_ERROR_RATE,0.18365472910927455,not_censored,TARGET_FRAME_ERRORS_REACHED,1089
K300_S15,300,16,8,ber,474,705900,0.00067148321291967696,OBSERVED_ERROR_RATE,0.00067148321291967696,not_censored,TARGET_FRAME_ERRORS_REACHED,2353
K300_S15,300,16,8,fer,200,2353,0.084997875053123673,OBSERVED_ERROR_RATE,0.084997875053123673,not_censored,TARGET_FRAME_ERRORS_REACHED,2353
K300_S15,300,17,8.5,ber,436,1371900,0.00031780742036591588,OBSERVED_ERROR_RATE,0.00031780742036591588,not_censored,TARGET_FRAME_ERRORS_REACHED,4573
K300_S15,300,17,8.5,fer,200,4573,0.043734966105401271,OBSERVED_ERROR_RATE,0.043734966105401271,not_censored,TARGET_FRAME_ERRORS_REACHED,4573
K300_S15,300,18,9,ber,432,4137900,0.00010440078300587255,OBSERVED_ERROR_RATE,0.00010440078300587255,not_censored,TARGET_FRAME_ERRORS_REACHED,13793
K300_S15,300,18,9,fer,200,13793,0.014500108750815631,OBSERVED_ERROR_RATE,0.014500108750815631,not_censored,TARGET_FRAME_ERRORS_REACHED,13793
K300_S15,300,19,9.5,ber,450,10915500,4.1225779854335581e-05,OBSERVED_ERROR_RATE,4.1225779854335581e-05,not_censored,TARGET_FRAME_ERRORS_REACHED,36385
K300_S15,300,19,9.5,fer,200,36385,0.0054967706472447437,OBSERVED_ERROR_RATE,0.0054967706472447437,not_censored,TARGET_FRAME_ERRORS_REACHED,36385
K300_S15,300,20,10,ber,184,15000000,1.2266666666666667e-05,OBSERVED_ERROR_RATE,1.2266666666666667e-05,not_censored,MAX_FRAMES_REACHED,50000
