payloadLength,manifestSha256,overallHash,shardFile,sizeBytes,sha256
200,66afcbe9771e3a7b544d3bc64693af2a0771c74889efec9329081ee8e09395d6,b4c77918425fd7fa269df1d42a43a9f91623bcfcae6e13e439acb72df37739a6,frames_000000_000009.bin,250,7a6a05e938bd1697e421d9297750fb9c1285b02a396dc23addff30eb2c910b33
200,66afcbe9771e3a7b544d3bc64693af2a0771c74889efec9329081ee8e09395d6,b4c77918425fd7fa269df1d42a43a9f91623bcfcae6e13e439acb72df37739a6,frames_000010_000019.bin,250,b56d489693eaf6d7e234ee5973d979662e50bfefdab2f4e82072619e085c437d
200,66afcbe9771e3a7b544d3bc64693af2a0771c74889efec9329081ee8e09395d6,b4c77918425fd7fa269df1d42a43a9f91623bcfcae6e13e439acb72df37739a6,frames_000020_000023.bin,100,4a1f5b33c2dbf0c15e14ed25fc31f31f81d976e593378bc74e1175afb7166404
300,d6fda1f92a9df0330c6f9012d40b1aa30d77f0f4bb1efe8fa1edd049aaf33d4e,026a29c0c501f9dfaffb8369325007e53b7041566ab31763b0c6aa17d0b9bfb5,frames_000000_000009.bin,380,c5faa198d81bf71c5019d1e300421a0c40f588ad6c86cb377b81e915c581693d
300,d6fda1f92a9df0330c6f9012d40b1aa30d77f0f4bb1efe8fa1edd049aaf33d4e,026a29c0c501f9dfaffb8369325007e53b7041566ab31763b0c6aa17d0b9bfb5,frames_000010_000019.bin,380,feef2fb8930a01cddb2a2383ecc33b7a17d9db23e0044027bd635d9157b474cf
300,d6fda1f92a9df0330c6f9012d40b1aa30d77f0f4bb1efe8fa1edd049aaf33d4e,026a29c0c501f9dfaffb8369325007e53b7041566ab31763b0c6aa17d0b9bfb5,frames_000020_000023.bin,152,28c6959e193ab2410433a4bf49e9985d30bda7194486eb8f08eeca6933691fe1
