caseName,payloadLength,encodedLength,frameRate,sourceEbN0Db,sourceSnrIndex,repetition,warmupFrames,timedFrames,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,decodedBitErrors,decodedFrameErrors,configHash
BCH-S200,200,285,0.70175438596491224,5.0999999999999996,51,2,500,5000,15.38698000000004,11.6,22.199999999999999,56.008000000000173,759.70000000000005,4901,1788,f0723a27c020a0d6bdca731bbf57907e3b6fdf0e4e20f63e3f8ce75ee5e1c3d7
BCH-S200,200,285,0.70175438596491224,5.0999999999999996,51,3,500,5000,17.067999999999991,13.9,23.5,75.410000000000224,526.29999999999995,4901,1788,f0723a27c020a0d6bdca731bbf57907e3b6fdf0e4e20f63e3f8ce75ee5e1c3d7
BCH-S200,200,285,0.70175438596491224,5.2999999999999998,53,1,500,5000,17.943239999999989,16,24.199999999999999,90.831000000000671,610.89999999999998,4053,1544,fbc472b29b8b6c6a1f497e24772b86f5e6029a2a5493d25bdfed9795d99b6682
BCH-S200,200,285,0.70175438596491224,5.2999999999999998,53,2,500,5000,14.903239999999979,11.9,21,38.904000000000082,728.79999999999995,4053,1544,fbc472b29b8b6c6a1f497e24772b86f5e6029a2a5493d25bdfed9795d99b6682
BCH-S200,200,285,0.70175438596491224,5.2999999999999998,53,3,500,5000,13.536519999999937,11,19.800000000000001,33.709000000000195,240.19999999999999,4053,1544,fbc472b29b8b6c6a1f497e24772b86f5e6029a2a5493d25bdfed9795d99b6682
BCH-S200,200,285,0.70175438596491224,5.5,55,1,500,5000,13.106840000000028,10.9,19.399999999999999,24.901000000000021,394,3109,1213,e7fd138bccfcf1803a18c6b529c3876c269fef8b5adaebe26bbbe1cccea1fba5
BCH-S200,200,285,0.70175438596491224,5.5,55,2,500,5000,16.372660000000014,14.9,22.699999999999999,57.823000000000498,516.89999999999998,3109,1213,e7fd138bccfcf1803a18c6b529c3876c269fef8b5adaebe26bbbe1cccea1fba5
BCH-S200,200,285,0.70175438596491224,5.5,55,3,500,5000,15.770419999999984,13.050000000000001,22.5,48.209000000000195,897.60000000000002,3109,1213,e7fd138bccfcf1803a18c6b529c3876c269fef8b5adaebe26bbbe1cccea1fba5
BCH-S200,200,285,0.70175438596491224,5.7000000000000002,57,1,500,5000,13.563020000000026,10.800000000000001,20.300000000000001,32.603000000000073,279.30000000000001,2475,996,e78a8706b24af1198a78b8acd8501ad91a37bd1661e49c95c8937c5906eb7d15
BCH-S200,200,285,0.70175438596491224,5.7000000000000002,57,2,500,5000,14.42911999999995,11.199999999999999,20.300000000000001,30.003000000000064,1591.3,2475,996,e78a8706b24af1198a78b8acd8501ad91a37bd1661e49c95c8937c5906eb7d15
BCH-S200,200,285,0.70175438596491224,5.7000000000000002,57,3,500,5000,16.918460000000014,12.4,23.105000000000022,81.023000000000508,2505.5999999999999,2475,996,e78a8706b24af1198a78b8acd8501ad91a37bd1661e49c95c8937c5906eb7d15
BCH-S200,200,285,0.70175438596491224,5.9000000000000004,59,1,500,5000,13.700799999999974,10.9,19.5,29.716000000000346,431.89999999999998,1940,809,f5c5a405c8c98b18f0db70517eccbe6edce9692175b57a5e348c6eeb1ce96f0b
BCH-S200,200,285,0.70175438596491224,5.9000000000000004,59,2,500,5000,12.762040000000043,10.6,18.600000000000001,23.902000000000044,210.30000000000001,1940,809,f5c5a405c8c98b18f0db70517eccbe6edce9692175b57a5e348c6eeb1ce96f0b
BCH-S200,200,285,0.70175438596491224,5.9000000000000004,59,3,500,5000,14.366120000000027,11,20.005000000000017,34.601000000000028,795.20000000000005,1940,809,f5c5a405c8c98b18f0db70517eccbe6edce9692175b57a5e348c6eeb1ce96f0b
BCH-S200,200,285,0.70175438596491224,6.0999999999999996,61,1,500,5000,14.279099999999968,11.300000000000001,20.5,37.802000000000042,560.29999999999995,1393,591,ea612aece8ee21f8e605b760016cf4f056afee483de368c8c861f74a9cfc12e7
BCH-S200,200,285,0.70175438596491224,6.0999999999999996,61,2,500,5000,18.926699999999997,16.399999999999999,25.800000000000001,102.63500000000076,848,1393,591,ea612aece8ee21f8e605b760016cf4f056afee483de368c8c861f74a9cfc12e7
BCH-S200,200,285,0.70175438596491224,6.0999999999999996,61,3,500,5000,12.954859999999966,10.6,19,28.802000000000046,370.30000000000001,1393,591,ea612aece8ee21f8e605b760016cf4f056afee483de368c8c861f74a9cfc12e7
BCH-S200,200,285,0.70175438596491224,6.2999999999999998,63,1,500,5000,13.656279999999986,10.9,19.800000000000001,31.204000000000086,441.19999999999999,976,427,afdcd51aa7c2d69b72149147df689b8e4c9ad1a2f5adcd9fe1f6b6bc058bb46c
BCH-S200,200,285,0.70175438596491224,6.2999999999999998,63,2,500,5000,15.092099999999995,11.300000000000001,22.305000000000021,53.109000000000201,742.79999999999995,976,427,afdcd51aa7c2d69b72149147df689b8e4c9ad1a2f5adcd9fe1f6b6bc058bb46c
BCH-S200,200,285,0.70175438596491224,6.2999999999999998,63,3,500,5000,16.169479999999961,14.9,23.100000000000001,62.100000000000001,394.80000000000001,976,427,afdcd51aa7c2d69b72149147df689b8e4c9ad1a2f5adcd9fe1f6b6bc058bb46c
BCH-S200,200,285,0.70175438596491224,6.5,65,1,500,5000,14.543399999999945,10.9,20.800000000000001,45.301000000000023,947.10000000000002,755,328,471bb18d785cf4dc24ffa4e3ed755bf501c951b9eeeaf7e3adea66da3c1dec4d
BCH-S200,200,285,0.70175438596491224,6.5,65,2,500,5000,13.056580000000039,10.5,19.399999999999999,29.408000000000175,221,755,328,471bb18d785cf4dc24ffa4e3ed755bf501c951b9eeeaf7e3adea66da3c1dec4d
BCH-S200,200,285,0.70175438596491224,6.5,65,3,500,5000,13.828999999999985,10.6,21.199999999999999,47.801000000000023,624.10000000000002,755,328,471bb18d785cf4dc24ffa4e3ed755bf501c951b9eeeaf7e3adea66da3c1dec4d
BCH-S200,200,285,0.70175438596491224,6.7000000000000002,67,1,500,5000,14.81385999999998,11,21.699999999999999,57.200000000000003,640.20000000000005,468,207,1c8272d672ae923800e4c430e5351a3e7869599b023f288bf86e34bfb5ff09d2
BCH-S200,200,285,0.70175438596491224,6.7000000000000002,67,2,500,5000,13.931900000000017,10.800000000000001,20.300000000000001,39.602000000000046,452,468,207,1c8272d672ae923800e4c430e5351a3e7869599b023f288bf86e34bfb5ff09d2
BCH-S200,200,285,0.70175438596491224,6.7000000000000002,67,3,500,5000,13.77943999999999,10.800000000000001,19.800000000000001,32.804000000000087,600.70000000000005,468,207,1c8272d672ae923800e4c430e5351a3e7869599b023f288bf86e34bfb5ff09d2
BCH-S200,200,285,0.70175438596491224,6.9000000000000004,69,1,500,5000,18.716100000000015,15.9,25.005000000000017,93.401000000000025,1745.2,442,191,6da4f28f78e875f836978f0efeeba011275007ff5ed6b08c57e980674e6d1e8a
BCH-S200,200,285,0.70175438596491224,6.9000000000000004,69,2,500,5000,13.455140000000005,10.6,19.605000000000022,29.408000000000175,896.20000000000005,442,191,6da4f28f78e875f836978f0efeeba011275007ff5ed6b08c57e980674e6d1e8a
BCH-S200,200,285,0.70175438596491224,6.9000000000000004,69,3,500,5000,14.374759999999998,11,21.199999999999999,47.719000000000413,497.80000000000001,442,191,6da4f28f78e875f836978f0efeeba011275007ff5ed6b08c57e980674e6d1e8a
BCH-S200,200,285,0.70175438596491224,7.0999999999999996,71,1,500,5000,12.685839999999986,10.300000000000001,18.800000000000001,30.606000000000133,291.5,260,117,40884b4e0564e172484cd1c7b7b66953622d902bc1f48fb85741b9d766908994
BCH-S200,200,285,0.70175438596491224,7.0999999999999996,71,2,500,5000,16.076180000000058,13.850000000000001,22.199999999999999,62.609000000000201,919.60000000000002,260,117,40884b4e0564e172484cd1c7b7b66953622d902bc1f48fb85741b9d766908994
BCH-S200,200,285,0.70175438596491224,7.0999999999999996,71,3,500,5000,13.946660000000024,10.6,20.199999999999999,44.00400000000009,602.20000000000005,260,117,40884b4e0564e172484cd1c7b7b66953622d902bc1f48fb85741b9d766908994
BCH-S200,200,285,0.70175438596491224,7.2999999999999998,73,1,500,5000,13.300400000000018,10.5,19.800000000000001,40.202000000000048,264.10000000000002,163,76,35adc010b49ceefe0574f916bf88edddf6edc92da0ecf31caf6cd0ee8d4fc5ad
BCH-S200,200,285,0.70175438596491224,7.2999999999999998,73,2,500,5000,12.750540000000029,10.4,19,28.5,526.20000000000005,163,76,35adc010b49ceefe0574f916bf88edddf6edc92da0ecf31caf6cd0ee8d4fc5ad
BCH-S200,200,285,0.70175438596491224,7.2999999999999998,73,3,500,5000,12.24306,10.300000000000001,18.699999999999999,26.600000000000001,257.10000000000002,163,76,35adc010b49ceefe0574f916bf88edddf6edc92da0ecf31caf6cd0ee8d4fc5ad
BCH-S200,200,285,0.70175438596491224,7.5,75,1,500,5000,13.461080000000004,10.6,19.699999999999999,34.901000000000018,279.19999999999999,126,54,37f3cbfc1b9bd2618bd7d920fb311778944c2bbb85572d050e9199d5daec59a6
BCH-S200,200,285,0.70175438596491224,7.5,75,2,500,5000,11.952699999999973,10.1,18.300000000000001,24.5,113.2,126,54,37f3cbfc1b9bd2618bd7d920fb311778944c2bbb85572d050e9199d5daec59a6
BCH-S200,200,285,0.70175438596491224,7.5,75,3,500,5000,11.879359999999998,10.199999999999999,17.899999999999999,24,303.30000000000001,126,54,37f3cbfc1b9bd2618bd7d920fb311778944c2bbb85572d050e9199d5daec59a6
BCH-S200,200,285,0.70175438596491224,7.7000000000000002,77,1,500,5000,14.499399999999966,11.199999999999999,21.300000000000001,46.207000000000157,338,93,40,1b0e4c17bd02fb325d5791060c1fd041238c4909b15536235a86d24716a59126
BCH-S200,200,285,0.70175438596491224,7.7000000000000002,77,2,500,5000,12.689560000000027,10.300000000000001,18.699999999999999,27.409000000000194,316.69999999999999,93,40,1b0e4c17bd02fb325d5791060c1fd041238c4909b15536235a86d24716a59126
BCH-S200,200,285,0.70175438596491224,7.7000000000000002,77,3,500,5000,13.446259999999997,10.6,19.199999999999999,26.801000000000023,525.70000000000005,93,40,1b0e4c17bd02fb325d5791060c1fd041238c4909b15536235a86d24716a59126
BCH-S200,200,285,0.70175438596491224,7.9000000000000004,79,1,500,5000,11.526959999999971,10,17.5,22.802000000000046,257.39999999999998,68,30,23f0ecf80c2cfd98a41b8e855cb448cb18bb2e9c5fbf7da1b3c5f6a142592dcb
BCH-S200,200,285,0.70175438596491224,7.9000000000000004,79,2,500,5000,12.758359999999991,10.300000000000001,18.699999999999999,25.310000000000219,327.19999999999999,68,30,23f0ecf80c2cfd98a41b8e855cb448cb18bb2e9c5fbf7da1b3c5f6a142592dcb
BCH-S200,200,285,0.70175438596491224,7.9000000000000004,79,3,500,5000,13.16744000000002,11,18.899999999999999,29.803000000000068,268.10000000000002,68,30,23f0ecf80c2cfd98a41b8e855cb448cb18bb2e9c5fbf7da1b3c5f6a142592dcb
BCH-S200,200,285,0.70175438596491224,8.0999999999999996,81,1,500,5000,12.803019999999995,10.199999999999999,18.399999999999999,26.811000000000242,590.20000000000005,47,21,c71517f8de5d3a7f52e0b3e7084beb366ca28858ddbb39058316457be7f9957f
BCH-S200,200,285,0.70175438596491224,8.0999999999999996,81,2,500,5000,14.610119999999998,10.9,21,45.804000000000087,848.5,47,21,c71517f8de5d3a7f52e0b3e7084beb366ca28858ddbb39058316457be7f9957f
BCH-S200,200,285,0.70175438596491224,8.0999999999999996,81,3,500,5000,12.59449999999997,10.199999999999999,18.600000000000001,30.399999999999999,215.5,47,21,c71517f8de5d3a7f52e0b3e7084beb366ca28858ddbb39058316457be7f9957f
BCH-S200,200,285,0.70175438596491224,8.3000000000000007,83,1,500,5000,12.40706000000001,10.199999999999999,18.399999999999999,25.002000000000045,234.80000000000001,24,12,53cfa8c6f8c3b16371cb6980631df1f4baff587d1a264506dad66cb0cbdf346b
BCH-S200,200,285,0.70175438596491224,8.3000000000000007,83,2,500,5000,12.429640000000017,10.5,18.300000000000001,25.502000000000045,200.30000000000001,24,12,53cfa8c6f8c3b16371cb6980631df1f4baff587d1a264506dad66cb0cbdf346b
BCH-S200,200,285,0.70175438596491224,8.3000000000000007,83,3,500,5000,12.324499999999995,10.1,18.300000000000001,29.006000000000132,582,24,12,53cfa8c6f8c3b16371cb6980631df1f4baff587d1a264506dad66cb0cbdf346b
BCH-S200,200,285,0.70175438596491224,8.5,85,1,500,5000,12.664039999999995,10.300000000000001,18.399999999999999,24.300000000000001,650.79999999999995,15,8,9b0eeedc71802f5310e50468de0c14cff403e5fb20077a7c7f339b9a4b9651e4
BCH-S200,200,285,0.70175438596491224,8.5,85,2,500,5000,12.461320000000017,10.199999999999999,18.600000000000001,25.300000000000001,245.59999999999999,15,8,9b0eeedc71802f5310e50468de0c14cff403e5fb20077a7c7f339b9a4b9651e4
BCH-S200,200,285,0.70175438596491224,8.5,85,3,500,5000,13.780300000000029,10.699999999999999,19.800000000000001,45.700000000000003,401.60000000000002,15,8,9b0eeedc71802f5310e50468de0c14cff403e5fb20077a7c7f339b9a4b9651e4
BCH-B200,200,248,0.80645161290322576,3.5,35,1,500,5000,31.977300000000053,29.300000000000001,42.600000000000001,70.711000000000254,434.39999999999998,19910,2771,76d3fcbc18f098ce555880ac06f73a6de48cab16d3bc924beff278ee99d07b4f
BCH-B200,200,248,0.80645161290322576,3.5,35,2,500,5000,33.562840000000001,29.600000000000001,45.299999999999997,92.309000000000182,453.19999999999999,19910,2771,76d3fcbc18f098ce555880ac06f73a6de48cab16d3bc924beff278ee99d07b4f
BCH-B200,200,248,0.80645161290322576,3.5,35,3,500,5000,40.607459999999953,36.200000000000003,59.020000000000074,172.00900000000019,886.10000000000002,19910,2771,76d3fcbc18f098ce555880ac06f73a6de48cab16d3bc924beff278ee99d07b4f
BCH-B200,200,248,0.80645161290322576,3.7000000000000002,37,1,500,5000,34.538119999999964,30.600000000000001,46.5,86.602000000000046,669.5,16460,2355,cd81d3841d8bae69868a7b59d93b6723087ba1a3b884f57784c37cce754b94ed
BCH-B200,200,248,0.80645161290322576,3.7000000000000002,37,2,500,5000,32.38771999999998,29.399999999999999,43.399999999999999,69.711000000000254,298.60000000000002,16460,2355,cd81d3841d8bae69868a7b59d93b6723087ba1a3b884f57784c37cce754b94ed
BCH-B200,200,248,0.80645161290322576,3.7000000000000002,37,3,500,5000,35.077360000000084,31,46.899999999999999,93.501000000000019,867.10000000000002,16460,2355,cd81d3841d8bae69868a7b59d93b6723087ba1a3b884f57784c37cce754b94ed
BCH-B200,200,248,0.80645161290322576,3.8999999999999999,39,1,500,5000,36.715200000000046,31.199999999999999,53.5,131.80600000000013,1050.7,11990,1783,1312e51f3a527b952b662a57513319594ae443a0f8b253eae5dc9c14a29346d7
BCH-B200,200,248,0.80645161290322576,3.8999999999999999,39,2,500,5000,33.487580000000079,30.199999999999999,44.5,71.509000000000199,539.20000000000005,11990,1783,1312e51f3a527b952b662a57513319594ae443a0f8b253eae5dc9c14a29346d7
BCH-B200,200,248,0.80645161290322576,3.8999999999999999,39,3,500,5000,31.729560000000063,29.100000000000001,43.100000000000001,62.604000000000092,523.60000000000002,11990,1783,1312e51f3a527b952b662a57513319594ae443a0f8b253eae5dc9c14a29346d7
BCH-B200,200,248,0.80645161290322576,4.0999999999999996,41,1,500,5000,33.005440000000057,29.300000000000001,44.700000000000003,97.827000000000581,805.29999999999995,8577,1311,0455d86fe38d44d4e8e4b0704ddb63ac5d1a46f36708e7798d998bba852c52f7
BCH-B200,200,248,0.80645161290322576,4.0999999999999996,41,2,500,5000,36.302439999999969,31.399999999999999,53.705000000000027,136.86200000000136,745.10000000000002,8577,1311,0455d86fe38d44d4e8e4b0704ddb63ac5d1a46f36708e7798d998bba852c52f7
BCH-B200,200,248,0.80645161290322576,4.0999999999999996,41,3,500,5000,33.251019999999961,30,44.405000000000015,68.706000000000145,2582.9000000000001,8577,1311,0455d86fe38d44d4e8e4b0704ddb63ac5d1a46f36708e7798d998bba852c52f7
BCH-B200,200,248,0.80645161290322576,4.2999999999999998,43,1,500,5000,31.841499999999964,29.199999999999999,43.700000000000003,78.003000000000071,584.89999999999998,5885,927,1c8c5a8826c54bcc4bc4db62184e1d320275f6610d3b8ba6e79e963158e9cef6
BCH-B200,200,248,0.80645161290322576,4.2999999999999998,43,2,500,5000,31.042220000000047,28.699999999999999,43.100000000000001,76.003000000000071,757.29999999999995,5885,927,1c8c5a8826c54bcc4bc4db62184e1d320275f6610d3b8ba6e79e963158e9cef6
BCH-B200,200,248,0.80645161290322576,4.2999999999999998,43,3,500,5000,34.929660000000133,30.5,51,112.24000000000088,863.89999999999998,5885,927,1c8c5a8826c54bcc4bc4db62184e1d320275f6610d3b8ba6e79e963158e9cef6
BCH-B200,200,248,0.80645161290322576,4.5,45,1,500,5000,30.500779999999988,28.5,42.005000000000017,64.41800000000039,920.70000000000005,4133,651,38f5a45e138949ced3a7a9b7367fa0ec2319bd6f5f8e8d1880efc3041662ca61
BCH-B200,200,248,0.80645161290322576,4.5,45,2,500,5000,29.607860000000016,28.100000000000001,41.100000000000001,60.600000000000001,531.60000000000002,4133,651,38f5a45e138949ced3a7a9b7367fa0ec2319bd6f5f8e8d1880efc3041662ca61
BCH-B200,200,248,0.80645161290322576,4.5,45,3,500,5000,29.317080000000075,28,40.605000000000018,57.702000000000048,624.29999999999995,4133,651,38f5a45e138949ced3a7a9b7367fa0ec2319bd6f5f8e8d1880efc3041662ca61
BCH-B200,200,248,0.80645161290322576,4.7000000000000002,47,1,500,5000,35.239920000000069,29.100000000000001,50.210000000000043,141.65100000000109,1743.8,2187,356,3d3f7e1ba07bb8b620d7b393d9863e18da9571a4587827322be76df3fc8a2bf9
BCH-B200,200,248,0.80645161290322576,4.7000000000000002,47,2,500,5000,28.726100000000116,27,41,61.602000000000046,387.39999999999998,2187,356,3d3f7e1ba07bb8b620d7b393d9863e18da9571a4587827322be76df3fc8a2bf9
BCH-B200,200,248,0.80645161290322576,4.7000000000000002,47,3,500,5000,29.448260000000008,27.5,41.200000000000003,68.701000000000036,570.60000000000002,2187,356,3d3f7e1ba07bb8b620d7b393d9863e18da9571a4587827322be76df3fc8a2bf9
BCH-B200,200,248,0.80645161290322576,4.9000000000000004,49,1,500,5000,29.577699999999993,27,42.299999999999997,91.314000000000291,541.39999999999998,1291,207,cf8574aa8952f47a88910625092c3bfa2c973e75c6ebea5eb8c0eefd8f1a4acc
BCH-B200,200,248,0.80645161290322576,4.9000000000000004,49,2,500,5000,31.022859999999991,27.300000000000001,44.005000000000017,103.90100000000002,1356.4000000000001,1291,207,cf8574aa8952f47a88910625092c3bfa2c973e75c6ebea5eb8c0eefd8f1a4acc
BCH-B200,200,248,0.80645161290322576,4.9000000000000004,49,3,500,5000,30.575639999999961,28.100000000000001,43.5,85.707000000000164,468.60000000000002,1291,207,cf8574aa8952f47a88910625092c3bfa2c973e75c6ebea5eb8c0eefd8f1a4acc
BCH-B200,200,248,0.80645161290322576,5.0999999999999996,51,1,500,5000,29.712520000000012,27.5,42.200000000000003,81.201000000000036,510.30000000000001,698,119,4eb6d873f703b8cc1803663632a263f8991063cc373f763ecce0d5173c80e6a6
BCH-B200,200,248,0.80645161290322576,5.0999999999999996,51,2,500,5000,27.217900000000011,25.100000000000001,38.799999999999997,70.003000000000071,621.10000000000002,698,119,4eb6d873f703b8cc1803663632a263f8991063cc373f763ecce0d5173c80e6a6
BCH-B200,200,248,0.80645161290322576,5.0999999999999996,51,3,500,5000,28.57594000000006,26.300000000000001,40.899999999999999,76.5,550.29999999999995,698,119,4eb6d873f703b8cc1803663632a263f8991063cc373f763ecce0d5173c80e6a6
BCH-B200,200,248,0.80645161290322576,5.2999999999999998,53,1,500,5000,30.666439999999973,26.5,45.105000000000018,113.31400000000029,1079.7,373,63,60ab0027beebf909e8138792caab55574682db4334ff270d5b12cc405fea2531
BCH-B200,200,248,0.80645161290322576,5.2999999999999998,53,2,500,5000,29.867219999999918,27.300000000000001,45.299999999999997,83.617000000000374,668.39999999999998,373,63,60ab0027beebf909e8138792caab55574682db4334ff270d5b12cc405fea2531
BCH-B200,200,248,0.80645161290322576,5.2999999999999998,53,3,500,5000,29.347899999999964,27.199999999999999,44.700000000000003,73.901000000000025,292,373,63,60ab0027beebf909e8138792caab55574682db4334ff270d5b12cc405fea2531
BCH-B200,200,248,0.80645161290322576,5.5,55,1,500,5000,28.226359999999946,25,40.505000000000017,79.606000000000122,719.29999999999995,142,24,e0308a9bcb0adaf277753a832403c955e3654b7b2f4592fccd16fcfab9e35770
BCH-B200,200,248,0.80645161290322576,5.5,55,2,500,5000,28.517440000000018,24.300000000000001,42.705000000000027,92.705000000000112,1031.8,142,24,e0308a9bcb0adaf277753a832403c955e3654b7b2f4592fccd16fcfab9e35770
BCH-B200,200,248,0.80645161290322576,5.5,55,3,500,5000,27.467020000000058,24.850000000000001,38.899999999999999,72.802000000000035,1060.0999999999999,142,24,e0308a9bcb0adaf277753a832403c955e3654b7b2f4592fccd16fcfab9e35770
BCH-B200,200,248,0.80645161290322576,5.7000000000000002,57,1,500,5000,24.648620000000015,22.399999999999999,35.305000000000014,60.904000000000082,589.29999999999995,44,8,f143317020c6224003daea0e82293b7fca23fb519ddd84b9521beadc0fd3e798
BCH-B200,200,248,0.80645161290322576,5.7000000000000002,57,2,500,5000,24.334020000000002,22.300000000000001,34.799999999999997,50.50400000000009,569.89999999999998,44,8,f143317020c6224003daea0e82293b7fca23fb519ddd84b9521beadc0fd3e798
BCH-B200,200,248,0.80645161290322576,5.7000000000000002,57,3,500,5000,26.557860000000016,24.5,37.100000000000001,61.311000000000242,904.39999999999998,44,8,f143317020c6224003daea0e82293b7fca23fb519ddd84b9521beadc0fd3e798
BCH-B200,200,248,0.80645161290322576,5.9000000000000004,59,1,500,5000,26.984560000000002,24.199999999999999,38.299999999999997,80.203000000000074,869.10000000000002,14,3,12598d56a781f702b315fc6e2f0a7112eda4a865e2aa283d1a2e6af81d367229
BCH-B200,200,248,0.80645161290322576,5.9000000000000004,59,2,500,5000,24.880359999999989,22.600000000000001,35.899999999999999,56.301000000000023,383.30000000000001,14,3,12598d56a781f702b315fc6e2f0a7112eda4a865e2aa283d1a2e6af81d367229
BCH-B200,200,248,0.80645161290322576,5.9000000000000004,59,3,500,5000,25.993560000000016,23.199999999999999,36.799999999999997,70.904000000000096,524.20000000000005,14,3,12598d56a781f702b315fc6e2f0a7112eda4a865e2aa283d1a2e6af81d367229
BCH-B200,200,248,0.80645161290322576,6,60,1,500,5000,24.080480000000005,21.5,34,70.321000000000453,582.89999999999998,15,3,f0fa8e08ea124898c807e8ecfe5d20a62856c250e0651b3f901159e2a1a4d6a6
BCH-B200,200,248,0.80645161290322576,6,60,2,500,5000,24.069199999999942,22,34.399999999999999,51.305000000000106,585.29999999999995,15,3,f0fa8e08ea124898c807e8ecfe5d20a62856c250e0651b3f901159e2a1a4d6a6
BCH-B200,200,248,0.80645161290322576,6,60,3,500,5000,25.101439999999986,22.300000000000001,36.105000000000018,75.410000000000224,604.79999999999995,15,3,f0fa8e08ea124898c807e8ecfe5d20a62856c250e0651b3f901159e2a1a4d6a6
BCH-S300,300,420,0.7142857142857143,5,50,1,500,5000,23.058280000000039,19.5,32.70500000000002,59.827000000000588,1866.8,7920,2575,33b336ead2eebfbfdd95c655646efda0e850257fee54472cc9ad7a7b40adc789
BCH-S300,300,420,0.7142857142857143,5,50,2,500,5000,23.485320000000055,19.5,33.5,78.816000000000344,1461.5,7920,2575,33b336ead2eebfbfdd95c655646efda0e850257fee54472cc9ad7a7b40adc789
BCH-S300,300,420,0.7142857142857143,5,50,3,500,5000,22.879359999999988,19,33.299999999999997,61.517000000000372,962.70000000000005,7920,2575,33b336ead2eebfbfdd95c655646efda0e850257fee54472cc9ad7a7b40adc789
BCH-S300,300,420,0.7142857142857143,5.2000000000000002,52,1,500,5000,20.912280000000063,16.899999999999999,33.200000000000003,43.306000000000132,494.10000000000002,6009,2114,00b41a856bedafcfd493ef975502a90cf3f89c8aec650b2ac5fdd1e1058e6e48
BCH-S300,300,420,0.7142857142857143,5.2000000000000002,52,2,500,5000,22.706559999999985,17.600000000000001,32.700000000000003,70.001000000000019,3471.4000000000001,6009,2114,00b41a856bedafcfd493ef975502a90cf3f89c8aec650b2ac5fdd1e1058e6e48
BCH-S300,300,420,0.7142857142857143,5.2000000000000002,52,3,500,5000,20.914699999999975,17.300000000000001,29.5,41.201000000000022,285.30000000000001,6009,2114,00b41a856bedafcfd493ef975502a90cf3f89c8aec650b2ac5fdd1e1058e6e48
BCH-S300,300,420,0.7142857142857143,5.4000000000000004,54,1,500,5000,21.307300000000065,17.100000000000001,31.199999999999999,52.606000000000137,671.20000000000005,4815,1784,3f1d853c2df7de3d9f38c35695e3905f5530380eb9b46073bfa5e98cbce5ff4e
BCH-S300,300,420,0.7142857142857143,5.4000000000000004,54,2,500,5000,20.636719999999954,17,30,45.804000000000087,298,4815,1784,3f1d853c2df7de3d9f38c35695e3905f5530380eb9b46073bfa5e98cbce5ff4e
