schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,0,1,0.8426149773176359,0.71000000000000008,2026072401,1,0,0,2000,2000,2000,600000,100118,2000,70414,2000,0.11735666666666666,1,0,0,0,0,0,0,2000,1,0,0,2000,1555.9831999999983,2114.5663499999987,2123.8500000000004,2870.1700000000001,3483.8589999999999,18582.599999999999,891d570e030888a0f7ab8d726ae41f33b9bde6048178801264515befc9e50e54,f0b50372ca92b743f31630124dc8c6b5f7b73d6a4da8c9e25bf08cd531bee215,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,e4609737c3e0810b39cdd53111cbb910463c0712c4479f25b9269bb8af317de3
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,0.5,1.1220184543019633,0.79547983385813081,0.63278816607495936,2026072401,1,1,0,2000,2000,2000,600000,89452,2000,63112,2000,0.10518666666666666,1,0,0,0,0,0,0,2000,1,0,0,2000,1495.7344999999998,2047.2336000000007,2053.25,2721.6849999999999,3249.2609999999995,22296,de7329846945859c10e807232e7f8589cde4ba3a38605e8ad6ceb18909643c54,b9ca3cce03cfa51a31025a437d334f8db6b2b27b98943e045bdf275921132850,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,769c1e3f45de0661fd6c95b7edcf16267e4c38235ef116394e0d9c303434d19c
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,1,1.2589254117941673,0.75098138901988765,0.56397304665423986,2026072401,1,2,0,2000,2000,2000,600000,78314,2000,55343,2000,0.092238333333333339,1,0,0,0,0,0,0,2000,1,0,0,2000,1511.9042500000007,2066.5362499999965,2079.8499999999999,2852.5900000000001,3502.8269999999998,6585.3999999999996,1d9024c55d7bd16fd6697d97fdc922cb5079dda1ae57961be9f349e3822b3426,cf9698c833083123c79135dc96f8c6ca241a66eaabe49efdde355f37a8bcbbcb,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,5c92cb8fe3519e867cefa841f4f9a36a9a2dc0d3e1c562a66c0852e2906516ad
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,1.5,1.4125375446227544,0.70897214819253507,0.5026415069127379,2026072401,1,3,0,2000,2000,2000,600000,67808,2000,47873,2000,0.079788333333333336,1,0,0,0,0,0,0,2000,1,0,0,2000,1476.6369500000014,2025.3011499999982,2046.0999999999999,2725.8199999999997,3215.4449999999993,15058.299999999999,21b226a99f09d5472cbc496013abefbbf864b0c0ab78421058e03bb67e02b178,d3e63f733370cd03a16621d0db647d907f65a6e52bfac0600b179ef312544c52,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,a817d2989651dc138504eb67468d5c77ce528d8984ebee685e314e58f408d32c
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,2,1.5848931924611136,0.66931286748495822,0.44797971458093722,2026072401,1,4,0,2000,2000,2000,600000,57361,2000,40399,1997,0.067331666666666665,0.99850000000000005,3,0.0015,3,0.0015,0,0,1997,0.99850000000000005,0,3,1997,1509.4316499999998,2073.0947999999985,2076.9499999999998,2787.415,3627.2159999999994,21345.099999999999,e3f1499d72b2c53b55aedf0be7ca810b71db76b0c7dfb0c42a4223e5485dcab2,8d412ea9d656419af4e7a8b87116e796e343ceccf941af670099e850c630c0ff,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,e8d50cc459aa28623f46e2494fa083dbc224d24bc24e691f92c1b0838a10ab22
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,2.5,1.7782794100389228,0.63187209218729379,0.39926234088514789,2026072401,1,5,0,2000,2000,2000,600000,47992,2000,33573,1965,0.055954999999999998,0.98250000000000004,35,0.017500000000000002,35,0.017500000000000002,0,0,1965,0.98250000000000004,0,35,1965,2186.1507500000012,3151.1203500000011,2554.25,5193.21,11624.304999999995,150193.60000000001,bf9f1bb4c75ea18722a7cd5de0c1294516b294deedd5517e1de277cf71357d97,9800ad8ea7b928242fc1c2855dfb6fe8a69bac3fd173d7274f8b1dc3b22295e7,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,df1a071e400be6a76998453d0438348b4453ca82a922791dd29d7f2323c7e681
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,3,1.9952623149688795,0.59652572105095636,0.35584293587536342,2026072401,1,6,0,2000,2000,2000,600000,39786,2000,26255,1805,0.043758333333333337,0.90249999999999997,195,0.097500000000000003,195,0.097500000000000003,0,0,1805,0.90249999999999997,0,195,1805,2105.9421499999999,2882.878150000005,2551.0999999999999,4718.9849999999988,8216.8059999999987,65690.600000000006,e86d2da76f9e7351aeb4314ae20c55bb5cab36b9c387c30981f597035ae086b4,c1f6c55b57907a0d5564da544ae0db81d03b338ccfd84592e65ead493d802a8e,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,29ff87621d2ca902f5c0065a239ec8dd83c809b4a4e2c3d325f23d645c668cb1
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,3.5,2.2387211385683394,0.56315659494245818,0.31714535042718389,2026072401,1,7,0,2000,2000,2000,600000,32348,2000,16791,1278,0.027984999999999999,0.63900000000000001,722,0.36099999999999999,722,0.36099999999999999,0,0,1278,0.63900000000000001,0,722,1278,1715.7088499999988,2372.0532500000072,2273.0999999999999,3530.0849999999991,5196.8069999999998,21520.400000000001,3404ecf1c596d288ab18f6aeb7eea1ab7ffa9caeee9b2f72d64a8932c5666692,022ef0d2e01fb9feb3d4e14eaca2e74e4998beb8759db61d41ffea6f4cdf50ac,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,895b134fe3dce2ae354607d1bc948eb198f9c30bd230b4286e8a6009430dc50f
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,4,2.5118864315095801,0.53165410850757377,0.28265609109298301,2026072401,1,8,0,2000,2000,2000,600000,25856,2000,7534,626,0.012556666666666667,0.313,1374,0.68700000000000006,1374,0.68700000000000006,0,0,626,0.313,0,1374,626,1801.0297000000032,2422.5681499999987,2296.3499999999999,3602.4549999999999,5291.0049999999992,25645.799999999999,c36e7959bdf85615e66afdbb23a49e607584cf529a8a6c97c2583743f841a11f,a391410cbf9c0080a413ba8db836691c0708d3a50aef6e2fb3eac4721782390e,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,5560c8383f6e34ed181212f18b23aace76940d718fd49c7ff31281c7b592ec5d
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,4.5,2.8183829312644537,0.50191384355867152,0.25191750635583859,2026072401,1,9,0,2000,2000,2000,600000,19522,2000,1511,134,0.0025183333333333334,0.067000000000000004,1866,0.93300000000000005,1866,0.93300000000000005,0,0,134,0.067000000000000004,0,1866,134,1733.5729499999991,2214.5733500000006,2116.3000000000002,3179.9749999999995,4199.5469999999996,22396.700000000001,1b9b93b04fd29595dae7e212bf78fd0a2aa9bf4cafda5cb796d273bf7a1a6006,1151607df210e37e2d02bc4d435e53290c05f8dc9d0587793456cf2d35208511,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,119b00206a02d287e2f0f351eb692be0dcd152c41045b665c8ba27001cab5237
