schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,frameStart,requestedFrameCount,logicalFrameCount,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason,targetFrameErrors,minFrames,maxFrames,checkpointCount,resumeCount,shardIndex,shardCount,configHash
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,5,3.1622776601683795,0.47383722297003528,0.22452171387195494,2026072401,1,10,0,2000,2000,2000,600000,14963,2000,205,19,0.00034166666666666666,0.0094999999999999998,1981,0.99050000000000005,1981,0.99050000000000005,0,0,19,0.0094999999999999998,0,1981,19,1581.4998499999972,1984.1682000000019,1932,2797.4599999999996,3937.4110000000001,35482.900000000001,e9283dd7627d0b16d189e477d8ecc4f20c6c9074de9fee999ac877905146dca5,5bb5f7a31726c4f9e360a9872ceca739b3d8741e0f2f07e401fd4ce6f3690556,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,273ee8895a70257ed5bf0b1f30edf3693ee795491f2c952a2ae2f8f89851134a
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,5.5,3.548133892335755,0.44733118393397997,0.20010518811977621,2026072401,1,11,0,2000,2000,2000,600000,10725,1987,0,0,0,0,2000,1,2000,1,0,0,0,0,13,1987,0,1632.1272500000025,1952.9601000000002,1914.95,2752.9899999999998,3429.7559999999999,16429.799999999999,cb7df76c3dbaec029211d865a7ebd787802e4bc9ba47e31dd0335d27deab0730,15ec3c0d7f505c9174352c596b7ab51833e9ac0b78684e5b514a6cc1bb7514f5,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,a0ca927ceedac73a7bbaaf2eea5c760cd18ae079e6ece8f13dc7d0c55d7868f7
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,6,3.9810717055349722,0.4223078694947327,0.17834393663718018,2026072401,1,12,0,2000,2000,2000,600000,7743,1966,0,0,0,0,2000,1,2000,1,0,0,0,0,34,1966,0,1491.647249999997,1739.9888000000005,1754.05,2369.7999999999997,2863.7349999999997,15184.4,ed08661853601a030e1e996e4ea1e19c7e35dfc57641f32da87fe540fb4d66a5,75d50d42444dba818dea7f1c960c7e5a5999d287c7c956274fbae075618ea402,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,481b72cc89bf0cbeaedf8b87ae6ddc92d55c5edc79a42e1ce0a506b4c26e077e
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,6.5,4.4668359215096318,0.39868433733763869,0.15894920083835209,2026072401,1,13,0,2000,2000,2000,600000,5149,1852,0,0,0,0,2000,1,2000,1,0,0,0,0,148,1852,0,1444.2688999999991,1641.3303000000008,1629.75,2215.8099999999999,2983.5709999999999,15518.4,eed65ff4933f30666031e1db94763fd1be9d56298a00e1c7249290c38e8335ab,4eb47e408671bc21fa03d348f6320befc823e0cacf1e9ca40e14656e2c1defe3,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,9512fb61dce051672eb7fd4d8903a98a739d05f28fbe68eae32b00800db128b1
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,7,5.011872336272722,0.37638228486844394,0.14166362436279048,2026072401,1,14,0,2000,2000,2000,600000,3373,1627,0,0,0,0,2000,1,2000,1,0,0,0,0,373,1627,0,1560.8469999999968,1726.7003500000033,1715.6500000000001,2496.2099999999996,3301.5219999999999,6148,01265dfb56a7f2c7c1d0411629181f46cb350a2713a1c12cdb5ab4d9accd526d,501fa92988c4b6beefdbac61d951f517a0663488e7f1cf0804cd4e7cc62965fa,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,8e51cd0bb11effda4eff047adf8c531b0fefdbb31616cadbf18b0bfc91c33f5d
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,7.5,5.6234132519034912,0.35532778967140122,0.12625783811276353,2026072401,1,15,0,2000,2000,2000,600000,2088,1293,0,0,0,0,2000,1,2000,1,0,0,0,0,707,1293,0,1598.6540500000017,1741.1820000000012,1713.8499999999999,2421.4349999999999,3346.8219999999997,19777,b026390b3bccf23197adb82cdd81a08fa3132d939defea4c9674d61f7da004dd,b2e8977fb83fc23f6e6c99a6c806a825555a6131d2b5df7acfde5460f5064008,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,0d365ceaaf7cf88ff3c66e6a6b57405c8cded4e24e50cfd51a980445816e1641
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,8,6.3095734448019334,0.33545106448592327,0.11252741666473905,2026072401,1,16,0,2000,2000,2000,600000,1238,906,0,0,0,0,2000,1,2000,1,0,0,0,0,1094,906,0,1450.1380500000016,1560.9610999999993,1571.25,2091.4449999999997,2435.7779999999998,18801.799999999999,10b5c34b32cade04ca6ff98a3791af7ed6ecb71933708f9ead50f65d5100585e,912c8fdbab67e220cecb2fe9e3d28090506e85bd02009f04656eb4f81dad8fab,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,fc9de9a98b9ffd02a647a68a68a54ab38fc791d4bee50b4ae19f7c5e11778352
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,8.5,7.0794578438413787,0.31668622588962653,0.10029016566821555,2026072401,1,17,0,2000,2000,2000,600000,668,561,0,0,0,0,2000,1,2000,1,0,0,0,0,1439,561,0,1473.8629500000002,1557.5691500000014,1594.1500000000001,2112.29,2453.1100000000001,3754.0999999999999,8917720705bd56e6a0b16399aa670c60e36acf8b82aef1496ef9f4b6a290ed4c,3f02ea0601c35077b02fe0cb11ea1578a8e767036229a9e59151aa6e30778c3e,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,cee494be948a3b4fbbaf68c825c45e8f1704599233811e10b700887e59b7a136
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,9,7.9432823472428158,0.29897107592104266,0.089383704237385855,2026072401,1,18,0,2000,2000,2000,600000,317,297,0,0,0,0,2000,1,2000,1,0,0,0,0,1703,297,0,1530.1268499999985,1614.4628499999985,1637.6500000000001,2227.0549999999998,2995.1079999999997,5253.6999999999998,1f2795ed152ee2b7bcd87777159fd0d53a172141a3b55f842cd46c028ae968b9,3bdbd2cffff2dca5854c76e4b108dc2c20fb59cbd423f5dce96cbf92ee360e4f,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,c9d2dcee15dff37491fc578f50bf97b5d63bbd74d894383fdaab27d222005296
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,9.5,8.9125093813374541,0.28224689591816493,0.079663310255439421,2026072401,1,19,0,2000,2000,2000,600000,182,168,0,0,0,0,2000,1,2000,1,0,0,0,0,1832,168,0,1474.6580500000007,1552.4070500000009,1547.25,2105.4749999999999,2679.8979999999997,15026.799999999999,c99a0f29b7c1385a9b12321048e1ad4c07d512c4482bcc833f6d7a88dafc5103,8c4c5999f7e012ad5b593e71c84f2d18d45d17f2bb6dd8bcc2fe7f08d16971d3,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,4846024d444b4a0f9930141ebe7cce473445b29d73c65fd2685d2f76d5b1804a
bch.group4.result.v1,BCH16W5_PRESCAN,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,10,10,0.26645825188948458,0.071000000000000008,2026072401,1,20,0,2000,2000,2000,600000,71,69,0,0,0,0,2000,1,2000,1,0,0,0,0,1931,69,0,1450.3709499999998,1508.1962499999977,1494.8,2082.9200000000001,2591.6429999999996,5886.6000000000004,1edbccac368173a1d19e7904de6a49a3ec828efaf5b86ab4fa305eb9b7c4a9e2,7c91c5863ce4ecb913757207fbaf2092c54cc58038d57e4879e5229b2944c60e,FIXED_FRAMES_REACHED,0,0,0,0,0,0,1,ace898b732d24d658d0998b09605ac1334834441bdb609b67bfb096368a91fba
