caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,25,7.500000,segmentCount,950000,19,19,19
BCH-S200,25,7.500000,initialSyndromeCount,950000,19,19,19
BCH-S200,25,7.500000,nonzeroSyndromeCount,5701,0.11402,1,3
BCH-S200,25,7.500000,syndromeCalculationCount,955701,19.11402,20,22
BCH-S200,25,7.500000,syndromeBitTestCount,10512711,210.25422,220,242
BCH-S200,25,7.500000,syndromeXorCount,15697518,313.95035999999999,354,408
BCH-S200,25,7.500000,syndromeShiftCount,5232506,104.65012,118,136
BCH-S200,25,7.500000,tableLookupCount,5701,0.11402,1,3
BCH-S200,25,7.500000,lookupHitCount,5701,0.11402,1,3
BCH-S200,25,7.500000,lookupMissCount,0,0,0,0
BCH-S200,25,7.500000,bitFlipCount,5701,0.11402,1,3
BCH-S200,25,7.500000,postSyndromeCheckCount,5701,0.11402,1,3
BCH-S200,25,7.500000,correctedSegmentCount,5701,0.11402,1,3
BCH-S200,25,7.500000,failedSegmentCount,0,0,0,0
BCH-S200,25,7.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,25,7.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,25,7.500000,syndromeValueCount,0,0,0,0
BCH-S200,25,7.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,25,7.500000,bmIterationCount,0,0,0,0
BCH-S200,25,7.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,25,7.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,25,7.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,25,7.500000,chienPositionTestCount,0,0,0,0
BCH-S200,25,7.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,25,7.500000,chienRootCount,0,0,0,0
BCH-S200,25,7.500000,gfAddCount,0,0,0,0
BCH-S200,25,7.500000,gfMultiplyCount,0,0,0,0
BCH-S200,25,7.500000,gfDivideCount,0,0,0,0
BCH-S200,25,7.500000,gfInverseCount,0,0,0,0
BCH-S200,25,7.500000,locatorDegree,0,0,0,0
BCH-S200,25,7.500000,rootCount,0,0,0,0
BCH-S200,25,7.500000,decoderFailureCount,0,0,0,0
BCH-S200,25,7.500000,miscorrectionCount,16,0.00032000000000000003,0,1
